displayField,canonicalCode,sourceFiles,productionUsageCount,currentKoreanLabel,currentEnglishLabel,coverageStatus,rawUiExposureLocations
MOVEMENT_SUBTYPE,FRONT_FOOT_ELEVATED_SPLIT_SQUAT,app/src/main/assets/metadata/canonical_v1,1,프론트풋 엘리베이티드 스플릿 스쿼트,Front foot elevated split squat,RETAIN,
MOVEMENT_SUBTYPE,FRONT_PLANK,app/src/main/assets/metadata/canonical_v1,1,플랭크,Front plank,RETAIN,
MOVEMENT_SUBTYPE,FRONT_SQUAT,app/src/main/assets/metadata/canonical_v1,1,프론트 스쿼트,Front squat,RETAIN,
MOVEMENT_SUBTYPE,GENERAL_STRETCHING,app/src/main/assets/metadata/canonical_v1,1,스트레칭,General stretching,RETAIN,
MOVEMENT_SUBTYPE,GENERIC_LUNGE,app/src/main/assets/metadata/canonical_v1,1,런지,Generic lunge,RETAIN,
MOVEMENT_SUBTYPE,GLUTE_BRIDGE,app/src/main/assets/metadata/canonical_v1,1,글루트 브릿지,Glute bridge,RETAIN,
MOVEMENT_SUBTYPE,GOBLET_SQUAT,app/src/main/assets/metadata/canonical_v1,2,고블릿 스쿼트,Goblet squat,RETAIN,
MOVEMENT_SUBTYPE,HACK_SQUAT,app/src/main/assets/metadata/canonical_v1,1,핵 스쿼트,Hack squat,RETAIN,
MOVEMENT_SUBTYPE,HALF_KNEELING_SINGLE_ARM_DUMBBELL_PRESS,app/src/main/assets/metadata/canonical_v1,1,하프 닐링 원암 덤벨 프레스,Half kneeling single arm dumbbell press,RETAIN,
MOVEMENT_SUBTYPE,HALF_KNEELING_SINGLE_ARM_KETTLEBELL_PRESS,app/src/main/assets/metadata/canonical_v1,1,하프 닐링 원암 케틀벨 프레스,Half kneeling single arm kettlebell press,RETAIN,
MOVEMENT_SUBTYPE,HAMMER_CURL,app/src/main/assets/metadata/canonical_v1,1,해머 컬,Hammer curl,RETAIN,
MOVEMENT_SUBTYPE,HANDSTAND_PUSH_UP,app/src/main/assets/metadata/canonical_v1,1,핸드스탠드 푸시업,Handstand push up,RETAIN,
MOVEMENT_SUBTYPE,HANGING_LEG_RAISE,app/src/main/assets/metadata/canonical_v1,1,행잉 레그 레이즈,Hanging leg raise,RETAIN,
MOVEMENT_SUBTYPE,HIGH_INTENSITY_RALLY_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,안세영 참고 고강도 랠리 풋워크,High intensity rally footwork,RETAIN,
MOVEMENT_SUBTYPE,HINGE,app/src/main/assets/metadata/canonical_v1,0,힌지,Hinge,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,HIP_ABDUCTION_MACHINE,app/src/main/assets/metadata/canonical_v1,1,힙 어브덕션,Hip abduction machine,RETAIN,
MOVEMENT_SUBTYPE,HIP_ADDUCTION_MACHINE_OR_CABLE,app/src/main/assets/metadata/canonical_v1,2,힙 어덕션,Hip adduction machine or cable,RETAIN,
MOVEMENT_SUBTYPE,HIP_THRUST,app/src/main/assets/metadata/canonical_v1,1,힙 쓰러스트,Hip thrust,RETAIN,
MOVEMENT_SUBTYPE,HOLLOW_BODY_HOLD,app/src/main/assets/metadata/canonical_v1,1,할로우 바디 홀드,Hollow body hold,RETAIN,
MOVEMENT_SUBTYPE,HOP,app/src/main/assets/metadata/canonical_v1,0,Hop,Hop,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_CURL,app/src/main/assets/metadata/canonical_v1,1,인클라인 덤벨 컬,Incline dumbbell curl,RETAIN,
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_FLY,app/src/main/assets/metadata/canonical_v1,1,인클라인 덤벨 플라이,Incline dumbbell fly,RETAIN,
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_PRESS,app/src/main/assets/metadata/canonical_v1,1,인클라인 덤벨 프레스,Incline dumbbell press,RETAIN,
MOVEMENT_SUBTYPE,INDOOR_CYCLING,app/src/main/assets/metadata/canonical_v1,1,실내 자전거,Indoor cycling,RETAIN,
MOVEMENT_SUBTYPE,INTERVAL_RUNNING,app/src/main/assets/metadata/canonical_v1,1,인터벌 러닝,Interval running,RETAIN,
MOVEMENT_SUBTYPE,INVERTED_ROW,app/src/main/assets/metadata/canonical_v1,2,인버티드 로우,Inverted row,RETAIN,
MOVEMENT_SUBTYPE,ISOLATION,app/src/main/assets/metadata/canonical_v1,0,고립,Isolation,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,JUMP,app/src/main/assets/metadata/canonical_v1,0,점프,Jump,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,JUMP_LUNGE,app/src/main/assets/metadata/canonical_v1,1,점프 런지,Jump lunge,RETAIN,
MOVEMENT_SUBTYPE,JUMP_ROPE,app/src/main/assets/metadata/canonical_v1,1,줄넘기,Jump rope,RETAIN,
MOVEMENT_SUBTYPE,KETTLEBELL_HALO,app/src/main/assets/metadata/canonical_v1,1,케틀벨 헤일로,Kettlebell halo,RETAIN,
MOVEMENT_SUBTYPE,KETTLEBELL_SWING,app/src/main/assets/metadata/canonical_v1,1,케틀벨 스윙,Kettlebell swing,RETAIN,
MOVEMENT_SUBTYPE,LANDMINE_ANTI_ROTATION,app/src/main/assets/metadata/canonical_v1,1,랜드마인 안티로테이션,Landmine anti rotation,RETAIN,
MOVEMENT_SUBTYPE,LANDMINE_ROTATION,app/src/main/assets/metadata/canonical_v1,1,랜드마인 좌우 회전,Landmine rotation,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_BOUND_CONTINUOUS,app/src/main/assets/metadata/canonical_v1,1,래터럴 바운드,Lateral bound continuous,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_BOUND_TO_STICK,app/src/main/assets/metadata/canonical_v1,1,래터럴 바운드 투 스틱,Lateral bound to stick,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_DECELERATION_STOP,app/src/main/assets/metadata/canonical_v1,1,사이드 스텝 후 정지,Lateral deceleration stop,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_LUNGE,app/src/main/assets/metadata/canonical_v1,1,래터럴 런지,Lateral lunge,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_RANDOM_SHUTTLE_PICKUP,app/src/main/assets/metadata/canonical_v1,1,좌우 랜덤 콕줍기,Lateral random shuttle pickup,RETAIN,
MOVEMENT_SUBTYPE,LATERAL_STEP_DOWN,app/src/main/assets/metadata/canonical_v1,1,래터럴 스텝다운,Lateral step down,RETAIN,
MOVEMENT_SUBTYPE,LAT_PULLDOWN,app/src/main/assets/metadata/canonical_v1,1,랫풀다운,Lat pulldown,RETAIN,
MOVEMENT_SUBTYPE,LEANING_LATERAL_RAISE,app/src/main/assets/metadata/canonical_v1,1,리닝 래터럴 레이즈,Leaning lateral raise,RETAIN,
MOVEMENT_SUBTYPE,LEG_CURL,app/src/main/assets/metadata/canonical_v1,1,레그 컬,Leg curl,RETAIN,
MOVEMENT_SUBTYPE,LEG_EXTENSION,app/src/main/assets/metadata/canonical_v1,1,레그 익스텐션,Leg extension,RETAIN,
MOVEMENT_SUBTYPE,LEG_PRESS,app/src/main/assets/metadata/canonical_v1,1,레그 프레스,Leg press,RETAIN,
MOVEMENT_SUBTYPE,LIGHT_SHUTTLE_PICKUP,app/src/main/assets/metadata/canonical_v1,1,가벼운 콕줍기,Light shuttle pickup,RETAIN,
MOVEMENT_SUBTYPE,LINE_HOP,app/src/main/assets/metadata/canonical_v1,1,라인 홉,Line hop,RETAIN,
MOVEMENT_SUBTYPE,LOCOMOTION,app/src/main/assets/metadata/canonical_v1,0,Locomotion,Locomotion,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,LUNGE,app/src/main/assets/metadata/canonical_v1,0,런지,Lunge,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,LYING_TRICEPS_EXTENSION,app/src/main/assets/metadata/canonical_v1,2,라잉 트라이셉스 익스텐션,Lying triceps extension,RETAIN,
MOVEMENT_SUBTYPE,MACHINE_CHEST_PRESS,app/src/main/assets/metadata/canonical_v1,1,머신 체스트프레스,Machine chest press,RETAIN,
MOVEMENT_SUBTYPE,MACHINE_OVERHEAD_PRESS,app/src/main/assets/metadata/canonical_v1,1,머신 숄더프레스,Machine overhead press,RETAIN,
MOVEMENT_SUBTYPE,MEADOWS_ROW,app/src/main/assets/metadata/canonical_v1,1,메도우즈 로우,Meadows row,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_CHEST_PASS,app/src/main/assets/metadata/canonical_v1,1,메디신볼 체스트 패스,Med ball chest pass,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_OVERHEAD_SLAM,app/src/main/assets/metadata/canonical_v1,1,메디신볼 위에서 아래로 슬램,Med ball overhead slam,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_ROTATIONAL_SLAM,app/src/main/assets/metadata/canonical_v1,1,메디신볼 회전 아래로 슬램,Med ball rotational slam,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_ROTATIONAL_THROW,app/src/main/assets/metadata/canonical_v1,1,메디신볼 회전 옆으로 던지기,Med ball rotational throw,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_SCOOP_TOSS,app/src/main/assets/metadata/canonical_v1,1,메디신볼 로테이셔널 스쿱 토스,Med ball scoop toss,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_THREE_STEP_ACCELERATION_THROW,app/src/main/assets/metadata/canonical_v1,1,메디신볼 3스텝 가속 던지기,Med ball three step acceleration throw,RETAIN,
MOVEMENT_SUBTYPE,MED_BALL_THREE_STEP_DECELERATION_THROW,app/src/main/assets/metadata/canonical_v1,1,메디신볼 3스텝 감속 던지기,Med ball three step deceleration throw,RETAIN,
MOVEMENT_SUBTYPE,MINIBAND_SIDEWALK,app/src/main/assets/metadata/canonical_v1,1,미니밴드 사이드워크,Miniband sidewalk,RETAIN,
MOVEMENT_SUBTYPE,MOBILITY,app/src/main/assets/metadata/canonical_v1,0,가동성,Mobility,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,MOUNTAIN_CLIMBER,app/src/main/assets/metadata/canonical_v1,1,마운틴 클라이머,Mountain climber,RETAIN,
MOVEMENT_SUBTYPE,MULTI_SHUTTLE_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,멀티셔틀 풋워크,Multi shuttle footwork,RETAIN,
MOVEMENT_SUBTYPE,NEGATIVE_PULL_UP,app/src/main/assets/metadata/canonical_v1,1,네거티브 풀업,Negative pull up,RETAIN,
MOVEMENT_SUBTYPE,NORDIC_HAMSTRING_CURL,app/src/main/assets/metadata/canonical_v1,1,노르딕 햄스트링 컬,Nordic hamstring curl,RETAIN,
MOVEMENT_SUBTYPE,NOT_APPLICABLE,app/src/main/assets/metadata/canonical_v1,1,해당 없음,Not applicable,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_CABLE_CURL,app/src/main/assets/metadata/canonical_v1,1,원암 케이블 컬,One arm cable curl,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_CABLE_FLY,app/src/main/assets/metadata/canonical_v1,1,원암 케이블 플라이,One arm cable fly,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_CABLE_HIGH_ROW,app/src/main/assets/metadata/canonical_v1,1,원암 케이블 하이 로우,One arm cable high row,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_CABLE_LATERAL_RAISE,app/src/main/assets/metadata/canonical_v1,1,원암 케이블 래터럴 레이즈,One arm cable lateral raise,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_CABLE_ROW,app/src/main/assets/metadata/canonical_v1,1,케이블 원암 로우,One arm cable row,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_DUMBBELL_BENCH_PRESS,app/src/main/assets/metadata/canonical_v1,1,원암 덤벨 벤치프레스,One arm dumbbell bench press,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_DUMBBELL_CURL,app/src/main/assets/metadata/canonical_v1,1,원암 덤벨 컬,One arm dumbbell curl,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_DUMBBELL_RDL,app/src/main/assets/metadata/canonical_v1,1,원암 덤벨 RDL,One arm dumbbell RDL,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_HAMMER_CURL,app/src/main/assets/metadata/canonical_v1,1,원암 해머 컬,One arm hammer curl,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_INCLINE_DUMBBELL_PRESS,app/src/main/assets/metadata/canonical_v1,1,원암 인클라인 덤벨 프레스,One arm incline dumbbell press,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_INVERTED_ROW,app/src/main/assets/metadata/canonical_v1,2,원암 인버티드 로우,One arm inverted row,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_LAT_PULLDOWN,app/src/main/assets/metadata/canonical_v1,1,원암 랫풀다운,One arm lat pulldown,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_MACHINE_ROW,app/src/main/assets/metadata/canonical_v1,1,원암 머신 로우,One arm machine row,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_OVERHEAD_PRESS,app/src/main/assets/metadata/canonical_v1,2,원암 덤벨 숄더프레스,One arm overhead press,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_OVERHEAD_TRICEPS_EXTENSION,app/src/main/assets/metadata/canonical_v1,1,원암 덤벨 오버헤드 트라이셉스 익스텐션,One arm overhead triceps extension,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_REAR_DELT_CABLE_FLY,app/src/main/assets/metadata/canonical_v1,1,원암 리어델트 케이블 플라이,One arm rear delt cable fly,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_ROW,app/src/main/assets/metadata/canonical_v1,1,원암 덤벨 로우,One arm row,RETAIN,
MOVEMENT_SUBTYPE,ONE_ARM_STRAIGHT_ARM_PULLDOWN,app/src/main/assets/metadata/canonical_v1,1,원암 스트레이트암 풀다운,One arm straight arm pulldown,RETAIN,
MOVEMENT_SUBTYPE,OVERHEAD_CABLE_SINGLE_ARM_TRICEPS_EXTENSION,app/src/main/assets/metadata/canonical_v1,1,원암 케이블 오버헤드 트라이셉스 익스텐션,Overhead cable single arm triceps extension,RETAIN,
MOVEMENT_SUBTYPE,OVERHEAD_TRICEPS_EXTENSION,app/src/main/assets/metadata/canonical_v1,2,오버헤드 트라이셉스 익스텐션,Overhead triceps extension,RETAIN,
MOVEMENT_SUBTYPE,PACE_CHANGE_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,린단 참고 페이스 체인지 풋워크,Pace change footwork,RETAIN,
MOVEMENT_SUBTYPE,PALLOF_PRESS,app/src/main/assets/metadata/canonical_v1,2,팔로프 프레스,Pallof press,RETAIN,
MOVEMENT_SUBTYPE,PIKE_PUSH_UP,app/src/main/assets/metadata/canonical_v1,1,파이크 푸시업,Pike push up,RETAIN,
MOVEMENT_SUBTYPE,PISTOL_SQUAT,app/src/main/assets/metadata/canonical_v1,1,피스톨 스쿼트,Pistol squat,RETAIN,
MOVEMENT_SUBTYPE,PLATE_ROTATIONAL_PRESS_OUT,app/src/main/assets/metadata/canonical_v1,1,플레이트 로테이셔널 프레스아웃,Plate rotational press out,RETAIN,
MOVEMENT_SUBTYPE,POGO_JUMP,app/src/main/assets/metadata/canonical_v1,1,포고 점프,Pogo jump,RETAIN,
MOVEMENT_SUBTYPE,PREACHER_CURL,app/src/main/assets/metadata/canonical_v1,2,프리처 컬,Preacher curl,RETAIN,
MOVEMENT_SUBTYPE,PREHAB,app/src/main/assets/metadata/canonical_v1,0,프리햅,Prehab,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,PRONATION_SUPINATION,app/src/main/assets/metadata/canonical_v1,1,덤벨 프로네이션/수피네이션,Pronation supination,RETAIN,
MOVEMENT_SUBTYPE,PULL_HORIZONTAL,app/src/main/assets/metadata/canonical_v1,0,당기기 수평,Pull horizontal,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,PULL_UP,app/src/main/assets/metadata/canonical_v1,1,풀업,Pull up,RETAIN,
MOVEMENT_SUBTYPE,PULL_VERTICAL,app/src/main/assets/metadata/canonical_v1,0,당기기 수직,Pull vertical,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,PUSH_HORIZONTAL,app/src/main/assets/metadata/canonical_v1,0,밀기 수평,Push horizontal,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,PUSH_UP,app/src/main/assets/metadata/canonical_v1,1,푸시업,Push up,RETAIN,
MOVEMENT_SUBTYPE,PUSH_VERTICAL,app/src/main/assets/metadata/canonical_v1,0,밀기 수직,Push vertical,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,RANDOM_BEEP_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,랜덤 비프 풋워크,Random beep footwork,RETAIN,
MOVEMENT_SUBTYPE,RANDOM_CHANGE_OF_DIRECTION_DRILL,app/src/main/assets/metadata/canonical_v1,1,랜덤 방향전환 드릴,Random change of direction drill,RETAIN,
MOVEMENT_SUBTYPE,RANDOM_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,랜덤 풋워크,Random footwork,RETAIN,
MOVEMENT_SUBTYPE,RANDOM_SHUTTLE_PICKUP_6_DIRECTION,app/src/main/assets/metadata/canonical_v1,1,6방향 랜덤 콕줍기,Random shuttle pickup 6 direction,RETAIN,
MOVEMENT_SUBTYPE,REAR_DELT_CABLE_FLY,app/src/main/assets/metadata/canonical_v1,1,리어델트 케이블 플라이,Rear delt cable fly,RETAIN,
MOVEMENT_SUBTYPE,REAR_DELT_FLY,app/src/main/assets/metadata/canonical_v1,2,리어델트 플라이,Rear delt fly,RETAIN,
MOVEMENT_SUBTYPE,REVERSE_CURL,app/src/main/assets/metadata/canonical_v1,2,리버스 컬,Reverse curl,RETAIN,
MOVEMENT_SUBTYPE,REVERSE_LUNGE,app/src/main/assets/metadata/canonical_v1,1,리버스 런지,Reverse lunge,RETAIN,
MOVEMENT_SUBTYPE,REVERSE_NORDIC_CURL,app/src/main/assets/metadata/canonical_v1,1,리버스 노르딕 컬,Reverse nordic curl,RETAIN,
MOVEMENT_SUBTYPE,REVERSE_WRIST_CURL,app/src/main/assets/metadata/canonical_v1,2,리버스 리스트 컬,Reverse wrist curl,RETAIN,
MOVEMENT_SUBTYPE,RING_ROW,app/src/main/assets/metadata/canonical_v1,1,링 로우,Ring row,RETAIN,
MOVEMENT_SUBTYPE,ROPE_HAMMER_CURL,app/src/main/assets/metadata/canonical_v1,1,로프 해머 컬,Rope hammer curl,RETAIN,
MOVEMENT_SUBTYPE,ROTATION,app/src/main/assets/metadata/canonical_v1,0,회전,Rotation,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,ROWING_MACHINE_CARDIO,app/src/main/assets/metadata/canonical_v1,1,로잉머신,Rowing machine cardio,RETAIN,
MOVEMENT_SUBTYPE,RUNNING,app/src/main/assets/metadata/canonical_v1,1,러닝,Running,RETAIN,
MOVEMENT_SUBTYPE,RUNNING_FUTSAL_SESSION,app/src/main/assets/metadata/canonical_v1,1,러닝 풋살,Running futsal session,RETAIN,
MOVEMENT_SUBTYPE,SCAPULAR_PULL_UP,app/src/main/assets/metadata/canonical_v1,1,스캡 풀업,Scapular pull up,RETAIN,
MOVEMENT_SUBTYPE,SCAPULAR_PUSH_UP,app/src/main/assets/metadata/canonical_v1,1,스캡 푸시업,Scapular push up,RETAIN,
MOVEMENT_SUBTYPE,SEATED_CALF_RAISE,app/src/main/assets/metadata/canonical_v1,1,시티드 카프 레이즈,Seated calf raise,RETAIN,
MOVEMENT_SUBTYPE,SEATED_ONE_ARM_CABLE_ROW,app/src/main/assets/metadata/canonical_v1,1,시티드 원암 케이블 로우,Seated one arm cable row,RETAIN,
MOVEMENT_SUBTYPE,SEATED_UNSUPPORTED_OVERHEAD_PRESS,app/src/main/assets/metadata/canonical_v1,1,등받이 없는 덤벨 시티드 숄더프레스,Seated unsupported overhead press,RETAIN,
MOVEMENT_SUBTYPE,SHUTTLE_RUN,app/src/main/assets/metadata/canonical_v1,1,셔틀런,Shuttle run,RETAIN,
MOVEMENT_SUBTYPE,SIDE_PLANK,app/src/main/assets/metadata/canonical_v1,1,사이드 플랭크,Side plank,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_BOX_SQUAT,app/src/main/assets/metadata/canonical_v1,1,원레그 박스 스쿼트,Single leg box squat,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_CALF_RAISE,app/src/main/assets/metadata/canonical_v1,1,원레그 카프 레이즈,Single leg calf raise,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_GLUTE_BRIDGE,app/src/main/assets/metadata/canonical_v1,1,원레그 힙 브릿지,Single leg glute bridge,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_HACK_SQUAT,app/src/main/assets/metadata/canonical_v1,1,원레그 핵 스쿼트,Single leg hack squat,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_HOP_AND_STICK,app/src/main/assets/metadata/canonical_v1,1,원레그 홉 투 스틱,Single leg hop and stick,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_LEG_CURL,app/src/main/assets/metadata/canonical_v1,1,원레그 레그 컬,Single leg leg curl,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_LEG_EXTENSION,app/src/main/assets/metadata/canonical_v1,1,원레그 레그 익스텐션,Single leg leg extension,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_LEG_PRESS,app/src/main/assets/metadata/canonical_v1,1,원레그 레그 프레스,Single leg leg press,RETAIN,
MOVEMENT_SUBTYPE,SINGLE_LEG_RDL,app/src/main/assets/metadata/canonical_v1,2,원레그 루마니안 데드리프트,Single leg RDL,RETAIN,
MOVEMENT_SUBTYPE,SIX_CORNER_FOOTWORK,app/src/main/assets/metadata/canonical_v1,1,6코너 풋워크,Six corner footwork,RETAIN,
MOVEMENT_SUBTYPE,SKATER_SQUAT,app/src/main/assets/metadata/canonical_v1,1,스케이터 스쿼트,Skater squat,RETAIN,
MOVEMENT_SUBTYPE,SKIP_BOUND,app/src/main/assets/metadata/canonical_v1,1,스킵 바운드,Skip bound,RETAIN,
MOVEMENT_SUBTYPE,SMITH_MACHINE_LUNGE,app/src/main/assets/metadata/canonical_v1,1,스미스 머신 런지,Smith machine lunge,RETAIN,
MOVEMENT_SUBTYPE,SMITH_MACHINE_SQUAT,app/src/main/assets/metadata/canonical_v1,1,스미스 머신 스쿼트,Smith machine squat,RETAIN,
MOVEMENT_SUBTYPE,SOCCER_SESSION,app/src/main/assets/metadata/canonical_v1,1,축구,Soccer session,RETAIN,
MOVEMENT_SUBTYPE,SPIDER_CURL,app/src/main/assets/metadata/canonical_v1,2,스파이더 컬,Spider curl,RETAIN,
MOVEMENT_SUBTYPE,SPLIT_SQUAT,app/src/main/assets/metadata/canonical_v1,1,스플릿 스쿼트,Split squat,RETAIN,
MOVEMENT_SUBTYPE,SPLIT_STEP,app/src/main/assets/metadata/canonical_v1,1,스플릿 스텝,Split step,RETAIN,
MOVEMENT_SUBTYPE,SPLIT_STEP_LATERAL_REACTIVE_LUNGE,app/src/main/assets/metadata/canonical_v1,1,스플릿 스텝 후 좌우 런지,Split step lateral reactive lunge,RETAIN,
MOVEMENT_SUBTYPE,SPLIT_STEP_REACTION,app/src/main/assets/metadata/canonical_v1,1,스플릿 스텝 리액션,Split step reaction,RETAIN,
MOVEMENT_SUBTYPE,SQUAT,app/src/main/assets/metadata/canonical_v1,0,스쿼트,Squat,RETAINED_SEARCH_ONLY,
MOVEMENT_SUBTYPE,STAIR_CLIMBING,app/src/main/assets/metadata/canonical_v1,1,계단 오르기,Stair climbing,RETAIN,
MOVEMENT_SUBTYPE,STANDING_CALF_RAISE,app/src/main/assets/metadata/canonical_v1,3,스탠딩 카프 레이즈,Standing calf raise,RETAIN,
MOVEMENT_SUBTYPE,STANDING_LEG_CURL,app/src/main/assets/metadata/canonical_v1,1,스탠딩 레그 컬,Standing leg curl,RETAIN,
MOVEMENT_SUBTYPE,STRAIGHT_ARM_PULLDOWN,app/src/main/assets/metadata/canonical_v1,1,스트레이트암 풀다운,Straight arm pulldown,RETAIN,
MOVEMENT_SUBTYPE,STRIDE_RUN,app/src/main/assets/metadata/canonical_v1,1,스트라이드,Stride run,RETAIN,
MOVEMENT_SUBTYPE,SUPERMAN,app/src/main/assets/metadata/canonical_v1,1,슈퍼맨,Superman,RETAIN,
MOVEMENT_SUBTYPE,SWIMMING,app/src/main/assets/metadata/canonical_v1,1,수영,Swimming,RETAIN,
MOVEMENT_SUBTYPE,TENNIS_SESSION,app/src/main/assets/metadata/canonical_v1,1,테니스,Tennis session,RETAIN,
MOVEMENT_SUBTYPE,TRACK_SPRINT,app/src/main/assets/metadata/canonical_v1,1,린단 참고 트랙 스프린트,Track sprint,RETAIN,
MOVEMENT_SUBTYPE,TRICEPS_PUSHDOWN,app/src/main/assets/metadata/canonical_v1,1,트라이셉스 푸시다운,Triceps pushdown,RETAIN,
MOVEMENT_SUBTYPE,TURKISH_GETUP,app/src/main/assets/metadata/canonical_v1,1,터키시 겟업,Turkish getup,RETAIN,
MOVEMENT_SUBTYPE,VIPR_CHOP,app/src/main/assets/metadata/canonical_v1,1,바이퍼 회전 아래로,VIPR chop,RETAIN,
MOVEMENT_SUBTYPE,VIPR_ROTATIONAL_LIFT,app/src/main/assets/metadata/canonical_v1,1,바이퍼 회전 위로,VIPR rotational lift,RETAIN,
MOVEMENT_SUBTYPE,VIPR_ROTATIONAL_PRESS_OUT,app/src/main/assets/metadata/canonical_v1,1,바이퍼 로테이셔널 프레스아웃,VIPR rotational press out,RETAIN,
MOVEMENT_SUBTYPE,VIPR_STEP_AND_ROTATE,app/src/main/assets/metadata/canonical_v1,1,바이퍼 스텝 앤 로테이트,VIPR step and rotate,RETAIN,
MOVEMENT_SUBTYPE,V_UP,app/src/main/assets/metadata/canonical_v1,1,V업,V up,RETAIN,
MOVEMENT_SUBTYPE,WALKING_LUNGE,app/src/main/assets/metadata/canonical_v1,1,워킹 런지,Walking lunge,RETAIN,
MOVEMENT_SUBTYPE,WALL_DRIVE,app/src/main/assets/metadata/canonical_v1,1,월 드라이브,Wall drive,RETAIN,
MOVEMENT_SUBTYPE,WALL_SIT,app/src/main/assets/metadata/canonical_v1,1,월싯,Wall sit,RETAIN,
MOVEMENT_SUBTYPE,WALL_SLIDE,app/src/main/assets/metadata/canonical_v1,1,월 슬라이드,Wall slide,RETAIN,
MOVEMENT_SUBTYPE,WEIGHTED_CHIN_UP,app/src/main/assets/metadata/canonical_v1,1,중량 친업,Weighted chin up,RETAIN,
MOVEMENT_SUBTYPE,WEIGHTED_PULL_UP,app/src/main/assets/metadata/canonical_v1,1,중량 풀업,Weighted pull up,RETAIN,
MOVEMENT_SUBTYPE,WRIST_CURL,app/src/main/assets/metadata/canonical_v1,1,덤벨 리스트 컬,Wrist curl,RETAIN,
MOVEMENT_SUBTYPE,WRIST_EXTENSION,app/src/main/assets/metadata/canonical_v1,1,덤벨 리스트 익스텐션,Wrist extension,RETAIN,
MOVEMENT_SUBTYPE,YATES_ROW,app/src/main/assets/metadata/canonical_v1,1,Yates Row,Yates row,REVISE,
MUSCLE,ANTERIOR_DELTOID,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,26,,,ADD,CommonUi.kt|RuntimeMetadataExerciseEditorDialog.kt
MUSCLE,BACK,app/src/main/assets/metadata/canonical_v1/exercise_bootstrap.csv,35,,,ADD,CommonUi.kt|RuntimeMetadataExerciseEditorDialog.kt
