resourceKey,korean,english,scope,sourcePath,sourceLineOrSymbol,classification,status,placeholderSignature,pluralRequired,notes
,${item.exerciseName}은 직접 스포츠 세션이므로 프로그램 운동으로 선택할 수 없습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,51,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${week.weekIndex}주 hard day ${hardDays}일이 허용 상한 ${hardLimit}일을 초과합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,126,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${week.weekIndex}주의 hard day 3일은 HIGH/INTENSIFY와 후속 저부하 주 조건을 충족하지 않습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,133,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,RED 피로 상태에서는 hard day가 0이어야 합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,141,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,비-anchor $stableKey 항목이 모든 주에 고정되어 rotation이 부족합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,167,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,${},NO,Baseline Kotlin literal inventory
,${key.first}주 ${key.second} 중복군 노출이 ${rows.size}회입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,178,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${key.first}주 ${key.second} family 노출이 ${rows.size}회로 편중되었습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,188,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 신경계 누적 ${format(neuromuscular)}가 관리 기준 ${format(managedLimit)}를 초과합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,212,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 관절/건/충격 누적 ${format(jointImpact)}가 관리 기준 ${format(managedLimit)}를 초과합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,219,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,전신 근육,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,222,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,국소 근육,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,222,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,동작 집중,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,222,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 $label 누적 ${format(value)}가 높습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,228,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${key.first}주 ${key.second}일 정상 세션에 rehab-like activation이 ${rehabItems.size}개 포함되었습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,259,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},REVIEW,Baseline Kotlin literal inventory
,${key.first}주 ${key.second}일 rehab-like activation이 메인 위치를 차지합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,266,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${key.first}주 ${key.second}일 strength/transfer 세션의 절반 이상이 rehab-like activation입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,273,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 rehab-like $stableKey 항목이 ${rows.size}회 반복됩니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,292,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 정상 세션의 rehab-like activation 비율이 15%를 초과합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,309,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 견갑 안정성 노출의 과반이 저부하 rehab activation입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,318,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주 미노출 패턴: ${missing.joinToString()},,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,382,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,${window.first().weekIndex}-${window.last().weekIndex}주,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,445,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,$label movement family가 ${movementFamilies.size}개로 제한적입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,456,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},REVIEW,Baseline Kotlin literal inventory
,$label strength progression group가 ${strengthGroups.size}개로 제한적입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,463,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},REVIEW,Baseline Kotlin literal inventory
,$label 배드민턴 전이 중복군이 ${transferGroups.size}개뿐입니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,470,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},REVIEW,Baseline Kotlin literal inventory
,$label HIGH/VERY_HIGH 항목 비율이 45%를 초과합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,478,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,${},NO,Baseline Kotlin literal inventory
,$label accessory/prehab/transfer rotation이 부족합니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,486,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,${},NO,Baseline Kotlin literal inventory
,$label anchor가 최소 2주 연속 노출되지 않아 진행성 추적이 어렵습니다.,,ProgramBuilderValidation,app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt,497,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,맨몸,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,325,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,밴드,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,325,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,벽,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,325,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케이블,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,337,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,337,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,바벨,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,337,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,머신,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,337,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,바벨,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,396,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,397,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,머신,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,398,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케이블,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,399,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스미스,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,400,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스미스머신,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,401,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그프레스,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,402,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,핵스쿼트,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,403,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그컬,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,404,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그익스텐션,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,405,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,EZ바,,ProgramCandidate,app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt,406,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,바벨,,ProgramCandidateRerankingPolicy,app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt,108,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨,,ProgramCandidateRerankingPolicy,app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt,108,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,머신,,ProgramCandidateRerankingPolicy,app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt,108,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케이블,,ProgramCandidateRerankingPolicy,app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt,108,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,근력운동과 배드민턴 전이훈련의 균형을 보정했습니다.,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,274,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,45분 세션에 맞게 운동 수를 조정했습니다.,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,275,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,연속 하체 피로가 몰리지 않도록 일부 운동을 재배치했습니다.,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,277,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,반복되는 운동 목적이 과해지지 않도록 구성을 점검했습니다.,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,278,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,바벨,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,머신,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케이블,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스미스,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그프레스,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,핵스쿼트,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그컬,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그익스텐션,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,305,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,바벨,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,머신,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케이블,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스미스,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그 프레스,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,핵 스쿼트,,ProgramEvaluationPolicy,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt,308,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,근력운동,,ProgramExerciseSpec,app/src/main/java/com/training/trackplanner/data/ProgramExerciseSpec.kt,59,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,기능성운동,,ProgramExerciseSpec,app/src/main/java/com/training/trackplanner/data/ProgramExerciseSpec.kt,60,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,,NO,Baseline Kotlin literal inventory
,3세트 x 3-5회 · RPE 7.5-8.5,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,23,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,2-3세트 x 3-5회 · 보수적 중량 · RPE 6.5-7.5,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,32,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,2-3세트 x 8-12회 · RPE 6.5-7.5,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,34,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3세트 x 8-12회 · 보수적 중량 · RPE 6.5-8,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,46,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3세트 x 8-12회 · RPE 6.5-8,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,48,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3-4세트 x 12-20회 · RPE 6-7.5,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,56,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,2세트 x 3-8회 · RPE 6-7.5 · 디로딩,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,62,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3세트 x 8-15회,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,72,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3-4세트 x 8-15회,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,74,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3라운드 x 10-20초,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,86,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3세트 x 5회/side,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,93,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,3세트 x 8-12회,,ProgramIntensityResolver,app/src/main/java/com/training/trackplanner/data/ProgramIntensityResolver.kt,100,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,새 프로그램,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,40,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,새 프로그램,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,55,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,,NO,Baseline Kotlin literal inventory
,시간,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,107,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,${range.second.format(PROGRAM_NAME_DATE)} 기록 프로그램,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,233,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,선택한 기간에 저장할 운동 기록이 없습니다.,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,244,DEVELOPER_DIAGNOSTIC,DEVELOPER_DIAGNOSTIC,,NO,Baseline Kotlin literal inventory
,${range.second.format(PROGRAM_NAME_DATE)} 기록 프로그램,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,254,NON_DISPLAY_IDENTIFIER,NON_DISPLAY_IDENTIFIER,${},NO,Baseline Kotlin literal inventory
,유산소운동,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,333,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스포츠,,ProgramPlanService,app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt,333,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,${sets}세트 · ${seconds}초,,ProgramPrescriptionPolicy,app/src/main/java/com/training/trackplanner/data/ProgramPrescriptionPolicy.kt,67,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,${},NO,Baseline Kotlin literal inventory
,스쿼트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,87,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,데드리프트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,90,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,벤치프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,93,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨 벤치프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,94,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,인클라인 덤벨 프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,95,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨 숄더프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,98,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,오버헤드 프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,99,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,등받이 없는 덤벨 시티드 숄더프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,100,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,하프 닐링 원암 덤벨 프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,103,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,하프 닐링 원암 케틀벨 프레스,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,109,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,풀업,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,115,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,중량 풀업,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,116,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,스플릿 스쿼트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,123,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,핵 스쿼트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,124,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,레그 익스텐션,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,125,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,프론트 스쿼트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,126,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,루마니안 바벨 데드리프트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,130,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,루마니안 덤벨 데드리프트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,131,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,덤벨 원레그 루마니안 데드리프트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,132,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
,케틀벨 원레그 루마니안 데드리프트,,ProgramRuleTables,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt,133,PRODUCTION_UI,DIRECT_LITERAL_REQUIRES_RESOURCE,,NO,Baseline Kotlin literal inventory
