stableKey,korean,english,source,status
ex_d67e5761,피스톨 스쿼트,Pistol Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,Half-Kneeling Single-Arm Dumbbell Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,Half-Kneeling Single-Arm Kettlebell Press,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_2a826c82,할로우 바디 홀드,Hollow-Body Hold,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_2892da5a,해머 컬,Hammer Curl,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_e9e97659,핵 스쿼트,Hack Squat,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_fa2e73b3,핸드스탠드 푸시업,Handstand Push-Up,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_b3f447be,행잉 레그 레이즈,Hanging Leg Raise,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_721f7b5b,힙 쓰러스트,Hip Thrust,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
hip_adduction_machine,힙 어덕션 머신,Hip Adduction Machine,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
ex_728da646,힙 어브덕션,Hip Abduction,docs/metadata_authority/WhatYouGottaDo_KO_EN_Localization_Authority_v2_FULL_APPROVED_2026-08-09.xlsx,LOCALIZED_BY_STABLE_KEY
