schema_version,row_type,program_key,program_name,duration_days,week_number,day_of_week,order_index,exercise_name,category,detail1,detail2,mode,description,family_id,family_name,family_role,family_e1rm_multiplier,default_rest_seconds,rest_seconds,prescription,set_count,reps,weight_kg,seconds,stable_key,source,movement_pattern,movement_category,primary_muscles,secondary_muscles,equipment_tags,force_type,body_region,laterality,joint_emphasis,scapular_demand,hip_demand,plane,is_unilateral,metadata_updated_at
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,55,등받이 없는 덤벨 시티드 숄더프레스,근력운동,,,,,,,,,,90,4x10,4,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,56,원암 하프 닐링 프레스,기능성운동,,,,,,,,,,75,3x8,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,57,페이스풀,근력운동,,,,,,,,,,60,3x15,3,15,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,58,케이블 원암 트라이셉스 익스텐션,근력운동,,,,,,,,,,60,3x12,3,12,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,59,원암 덤벨 컬,근력운동,,,,,,,,,,60,3x12,3,12,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,60,밴드 외회전,근력운동,,,,,,,,,,45,3x15,3,15,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,3,61,파머스 캐리,기능성운동,,,,,,,,,,60,3라운드,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,62,케틀벨 스윙,기능성운동,,,,,,,,,,60,3x15,3,15,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,63,래터럴 바운드,기능성운동,,,,,,,,,,45,3x5/측 · 착지 고정,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,64,데드리프트,근력운동,,,,,,,,,,150,4x5 · RPE 8 이하,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,65,싱글 레그 RDL,기능성운동,,,,,,,,,,75,3x8/측,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,66,덤벨 스텝업,근력운동,,,,,,,,,,75,3x8/측,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,67,체스트 서포티드 원암 덤벨 로우,근력운동,,,,,,,,,,75,3x10,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,68,덤벨 프로네이션/수피네이션,근력운동,,,,,,,,,,45,3세트,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,3,5,69,사이드 스텝 후 정지,기능성운동,,,,,,,,,,60,20초 x 6 · 좌우 이동 후 정지,6,0,0,20,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,70,스쿼트,근력운동,,,,,,,,,,120,DELOAD · 2x5 · 세트/중량 20~30% 감소,2,5,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,71,루마니안 데드리프트,근력운동,,,,,,,,,,120,DELOAD · 2x6,2,6,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,72,중량 풀업,근력운동,,,,,,,,,,120,DELOAD · 3x5 · 가볍게,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,73,케이블 원암 로우,근력운동,,,,,,,,,,75,DELOAD · 2x8,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,74,해머 컬,근력운동,,,,,,,,,,60,DELOAD · 2x10,2,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,75,싱글 레그 카프 레이즈,근력운동,,,,,,,,,,45,DELOAD · 2x12,2,12,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,1,76,6코너 섀도우 풋워크,기능성운동,,,,,,,,,,60,DELOAD · 15초 x 3,3,0,0,15,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,77,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,DELOAD · 2x8,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,78,등받이 없는 덤벨 시티드 숄더프레스,근력운동,,,,,,,,,,90,DELOAD · 2x8,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,79,원암 하프 닐링 프레스,기능성운동,,,,,,,,,,75,DELOAD · 2x8,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,80,페이스풀,근력운동,,,,,,,,,,60,DELOAD · 2x12,2,12,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,81,케이블 원암 트라이셉스 익스텐션,근력운동,,,,,,,,,,60,DELOAD · 2x10,2,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,82,원암 덤벨 컬,근력운동,,,,,,,,,,60,DELOAD · 2x10,2,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,83,밴드 외회전,근력운동,,,,,,,,,,45,DELOAD · 2x15,2,15,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,3,84,파머스 캐리,기능성운동,,,,,,,,,,60,DELOAD · 2라운드,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,85,케틀벨 스윙,기능성운동,,,,,,,,,,60,DELOAD · 2x12,2,12,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,86,래터럴 바운드,기능성운동,,,,,,,,,,45,DELOAD · 2x5/측,2,5,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,87,데드리프트,근력운동,,,,,,,,,,150,DELOAD · 2x3,2,3,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,88,싱글 레그 RDL,기능성운동,,,,,,,,,,75,DELOAD · 2x8/측,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,89,덤벨 스텝업,근력운동,,,,,,,,,,75,DELOAD · 2x8/측,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,90,체스트 서포티드 원암 덤벨 로우,근력운동,,,,,,,,,,75,DELOAD · 2x10,2,10,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,91,덤벨 프로네이션/수피네이션,근력운동,,,,,,,,,,45,DELOAD · 2세트,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,3,배드민턴 웨이트 보조 4주,28,4,5,92,사이드 스텝 후 정지,기능성운동,,,,,,,,,,60,DELOAD · 15초 x 3,3,0,0,15,,,,,,,,,,,,,,,,
3,program,4,일반 스트렝스 4주 블록,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,1,1,스쿼트,근력운동,,,,,,,,,,120,일반 이용자용 · 초중급자용 · 5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,1,4,벤치프레스,근력운동,,,,,,,,,,120,4x5 · 실패지점 반복 금지,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,1,7,바벨 로우,근력운동,,,,,,,,,,120,4x6~8 · 등 상부 고정,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,1,10,루마니안 데드리프트,근력운동,,,,,,,,,,120,3x6~8 · 햄스트링/둔근,3,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,1,13,플랭크,기능성운동,,,,,,,,,,45,3세트 · 몸통 안정성,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,3,16,오버헤드 프레스,근력운동,,,,,,,,,,120,5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,3,19,데드리프트,근력운동,,,,,,,,,,150,3~4x3~5 · 충분한 휴식,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,3,22,풀업,근력운동,,,,,,,,,,90,4x6~10 · 어려우면 랫풀다운으로 대체,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,3,25,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,3x8~10 · 보조 프레스,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,3,28,페이스풀,근력운동,,,,,,,,,,60,3x12~15 · 어깨 보호,3,12,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,31,데드리프트,근력운동,,,,,,,,,,150,4x3 · 전신 스트렝스,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,34,프론트 스쿼트,근력운동,,,,,,,,,,120,3x5~8 · 대퇴사두근/코어,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,37,벤치프레스,근력운동,,,,,,,,,,120,4x5~8 · RPE 7~8,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,40,체스트 서포티드 로우,근력운동,,,,,,,,,,90,3x8~10 · 허리 반동 없이,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,43,파머스 캐리,기능성운동,,,,,,,,,,60,3라운드 · 그립/코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,1,5,46,사이드 플랭크,기능성운동,,,,,,,,,,45,2~3세트 · 측면코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,1,2,스쿼트,근력운동,,,,,,,,,,120,일반 이용자용 · 초중급자용 · 5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,1,5,벤치프레스,근력운동,,,,,,,,,,120,4x5 · 실패지점 반복 금지,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,1,8,바벨 로우,근력운동,,,,,,,,,,120,4x6~8 · 등 상부 고정,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,1,11,루마니안 데드리프트,근력운동,,,,,,,,,,120,3x6~8 · 햄스트링/둔근,3,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,1,14,플랭크,기능성운동,,,,,,,,,,45,3세트 · 몸통 안정성,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,3,17,오버헤드 프레스,근력운동,,,,,,,,,,120,5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,3,20,데드리프트,근력운동,,,,,,,,,,150,3~4x3~5 · 충분한 휴식,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,3,23,풀업,근력운동,,,,,,,,,,90,4x6~10 · 어려우면 랫풀다운으로 대체,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,3,26,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,3x8~10 · 보조 프레스,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,3,29,페이스풀,근력운동,,,,,,,,,,60,3x12~15 · 어깨 보호,3,12,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,32,데드리프트,근력운동,,,,,,,,,,150,4x3 · 전신 스트렝스,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,35,프론트 스쿼트,근력운동,,,,,,,,,,120,3x5~8 · 대퇴사두근/코어,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,38,벤치프레스,근력운동,,,,,,,,,,120,4x5~8 · RPE 7~8,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,41,체스트 서포티드 로우,근력운동,,,,,,,,,,90,3x8~10 · 허리 반동 없이,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,44,파머스 캐리,기능성운동,,,,,,,,,,60,3라운드 · 그립/코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,2,5,47,사이드 플랭크,기능성운동,,,,,,,,,,45,2~3세트 · 측면코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,1,3,스쿼트,근력운동,,,,,,,,,,120,일반 이용자용 · 초중급자용 · 5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,1,6,벤치프레스,근력운동,,,,,,,,,,120,4x5 · 실패지점 반복 금지,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,1,9,바벨 로우,근력운동,,,,,,,,,,120,4x6~8 · 등 상부 고정,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,1,12,루마니안 데드리프트,근력운동,,,,,,,,,,120,3x6~8 · 햄스트링/둔근,3,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,1,15,플랭크,기능성운동,,,,,,,,,,45,3세트 · 몸통 안정성,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,3,18,오버헤드 프레스,근력운동,,,,,,,,,,120,5x3~5 · RPE 7~8,5,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,3,21,데드리프트,근력운동,,,,,,,,,,150,3~4x3~5 · 충분한 휴식,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,3,24,풀업,근력운동,,,,,,,,,,90,4x6~10 · 어려우면 랫풀다운으로 대체,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,3,27,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,3x8~10 · 보조 프레스,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,3,30,페이스풀,근력운동,,,,,,,,,,60,3x12~15 · 어깨 보호,3,12,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,33,데드리프트,근력운동,,,,,,,,,,150,4x3 · 전신 스트렝스,4,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,36,프론트 스쿼트,근력운동,,,,,,,,,,120,3x5~8 · 대퇴사두근/코어,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,39,벤치프레스,근력운동,,,,,,,,,,120,4x5~8 · RPE 7~8,4,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,42,체스트 서포티드 로우,근력운동,,,,,,,,,,90,3x8~10 · 허리 반동 없이,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,45,파머스 캐리,기능성운동,,,,,,,,,,60,3라운드 · 그립/코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,3,5,48,사이드 플랭크,기능성운동,,,,,,,,,,45,2~3세트 · 측면코어,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,1,49,스쿼트,근력운동,,,,,,,,,,120,DELOAD · 3x3 · 세트/중량 20~30% 감소,3,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,1,50,벤치프레스,근력운동,,,,,,,,,,120,DELOAD · 3x5,3,5,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,1,51,바벨 로우,근력운동,,,,,,,,,,120,DELOAD · 3x6,3,6,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,1,52,데드버그,기능성운동,,,,,,,,,,30,DELOAD · 3세트,3,0,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,3,53,오버헤드 프레스,근력운동,,,,,,,,,,120,DELOAD · 3x3,3,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,3,54,데드리프트,근력운동,,,,,,,,,,150,DELOAD · 2x3,2,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,3,55,랫풀다운,근력운동,,,,,,,,,,90,DELOAD · 3x8,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,3,56,페이스풀,근력운동,,,,,,,,,,60,DELOAD · 2x12,2,12,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,5,57,데드리프트,근력운동,,,,,,,,,,150,DELOAD · 2x3,2,3,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,5,58,레그 프레스,근력운동,,,,,,,,,,120,DELOAD · 2x8,2,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,5,59,덤벨 벤치프레스,근력운동,,,,,,,,,,90,DELOAD · 3x8,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,5,60,체스트 서포티드 로우,근력운동,,,,,,,,,,90,DELOAD · 2x10,2,10,0,0,,,,,,,,,,,,,,,,
3,program_item,4,일반 스트렝스 4주 블록,28,4,5,61,사이드 플랭크,기능성운동,,,,,,,,,,45,DELOAD · 2세트,2,0,0,0,,,,,,,,,,,,,,,,
3,program,5,보디빌딩 3일 스플릿,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,1,1,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,Push · 4x6~10 · 근비대,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,1,4,덤벨 숄더프레스,근력운동,,,,,,,,,,90,3x8~10,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,1,7,덤벨 래터럴 레이즈,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,1,10,케이블 플라이,근력운동,,,,,,,,,,60,3x10~15 · 푸시업으로 대체 가능,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,1,13,트라이셉스 푸시다운,근력운동,,,,,,,,,,60,4x10~15,4,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,16,풀업,근력운동,,,,,,,,,,90,Pull · 4x6~10 · 어려우면 랫풀다운,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,19,바벨 로우,근력운동,,,,,,,,,,120,4x8~12,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,22,케이블 로우,근력운동,,,,,,,,,,90,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,25,페이스풀,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,28,덤벨 컬,근력운동,,,,,,,,,,60,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,3,31,해머 컬,근력운동,,,,,,,,,,60,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,34,레그 프레스,근력운동,,,,,,,,,,120,Legs + Arms · 4x6~10,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,37,루마니안 데드리프트,근력운동,,,,,,,,,,120,3x8~10,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,40,불가리안 스플릿 스쿼트,기능성운동,,,,,,,,,,90,3x8~10/측,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,43,레그 컬,근력운동,,,,,,,,,,60,3x10~15,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,46,카프 레이즈,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,49,덤벨 컬,근력운동,,,,,,,,,,60,2세트 · 이두 보조,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,1,5,52,케이블 원암 트라이셉스 익스텐션,근력운동,,,,,,,,,,60,2세트 · 삼두 보조,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,1,2,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,Push · 4x6~10 · 근비대,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,1,5,덤벨 숄더프레스,근력운동,,,,,,,,,,90,3x8~10,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,1,8,덤벨 래터럴 레이즈,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,1,11,케이블 플라이,근력운동,,,,,,,,,,60,3x10~15 · 푸시업으로 대체 가능,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,1,14,트라이셉스 푸시다운,근력운동,,,,,,,,,,60,4x10~15,4,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,17,풀업,근력운동,,,,,,,,,,90,Pull · 4x6~10 · 어려우면 랫풀다운,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,20,바벨 로우,근력운동,,,,,,,,,,120,4x8~12,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,23,케이블 로우,근력운동,,,,,,,,,,90,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,26,페이스풀,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,29,덤벨 컬,근력운동,,,,,,,,,,60,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,3,32,해머 컬,근력운동,,,,,,,,,,60,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,35,레그 프레스,근력운동,,,,,,,,,,120,Legs + Arms · 4x6~10,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,38,루마니안 데드리프트,근력운동,,,,,,,,,,120,3x8~10,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,41,불가리안 스플릿 스쿼트,기능성운동,,,,,,,,,,90,3x8~10/측,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,44,레그 컬,근력운동,,,,,,,,,,60,3x10~15,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,47,카프 레이즈,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,50,덤벨 컬,근력운동,,,,,,,,,,60,2세트 · 이두 보조,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,2,5,53,케이블 원암 트라이셉스 익스텐션,근력운동,,,,,,,,,,60,2세트 · 삼두 보조,2,0,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,1,3,인클라인 덤벨 프레스,근력운동,,,,,,,,,,90,Push · 4x6~10 · 근비대,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,1,6,덤벨 숄더프레스,근력운동,,,,,,,,,,90,3x8~10,3,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,1,9,덤벨 래터럴 레이즈,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,1,12,케이블 플라이,근력운동,,,,,,,,,,60,3x10~15 · 푸시업으로 대체 가능,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,1,15,트라이셉스 푸시다운,근력운동,,,,,,,,,,60,4x10~15,4,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,3,18,풀업,근력운동,,,,,,,,,,90,Pull · 4x6~10 · 어려우면 랫풀다운,4,6,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,3,21,바벨 로우,근력운동,,,,,,,,,,120,4x8~12,4,8,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,3,24,케이블 로우,근력운동,,,,,,,,,,90,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,3,27,페이스풀,근력운동,,,,,,,,,,60,4x12~15,4,12,0,0,,,,,,,,,,,,,,,,
3,program_item,5,보디빌딩 3일 스플릿,28,3,3,30,덤벨 컬,근력운동,,,,,,,,,,60,3x10~12,3,10,0,0,,,,,,,,,,,,,,,,
