"번호","sourceSegment","exerciseStableKey","운동명","bodyRegion","category","forceType","movementPattern","movementCategory","laterality","plane","equipmentTags","primaryMuscles","secondaryMuscles","scapularDemand","hipDemand","legacyJointEmphasis","jointEmphasisAuthority","운동군","운동군_ko","연구구분","대표연구운동","scoreStatus","scoreRowCount","mappedLoadUnitStableKeys","mappedJointComplexStableKeys","mappedComponentTissueStableKeys","mappedLoadUnitCount","P_load_profile","DoseBasis","DoseUnit","DoseRule","metadataUpdatedAt","description"
"187","LOWER_90","ex_421ba24b","좌우 랜덤 콕줍기","LOWER","기능성운동","AGILITY","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","AGILITY","MULTIDIRECTIONAL","MULTIPLANAR","콘/마커","좌우이동/랜덤반응/방향전환/감속","셔틀콕/코트","","PELVIC_STABILITY","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","FOOTWORK_DIRECT","","신규 연구","N","RESEARCH_CORRECTED_V0.2","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245","7","TRANSIENT_PEAK","FOOT_CONTACT_COD","발접촉수 + 감속/COD 이벤트","footContacts × perContactExposure + deceleration/COD events × eventModifier. 시간은 fallback.","1781278881407","좌우 방향을 무작위로 오가며 셔틀콕을 줍는다. 사이드 스텝, 런지 감속, 중앙 복귀 리듬을 강화한다."
"188","LOWER_90","ex_7404067c","케틀벨 스윙","LOWER","기능성운동","POWER","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","POWER","BILATERAL","SAGITTAL","케틀벨","힙힌지/파워","케틀벨","","HIP_EXTENSION","HIP|SPINE","DEPRECATED_AFTER_NEW_MAP","HIP_HINGE","","신규 연구","N","RESEARCH_CORRECTED_V0.2","8","lu_27b4a0df1d|lu_2d44aafe1e|lu_6de10a05a1|lu_a18a644473|lu_a7dd63adb6|lu_a9651bd8d7|lu_d967354bce|lu_ff559f42cd","jc_209871f411|jc_6326ea19a8|jc_ae763d5994","tissue_06987e1084|tissue_21a56b379e|tissue_50091b2878|tissue_7f007308a0|tissue_83bda2c0f8|tissue_8ce649f960|tissue_bacab6a4b8|tissue_e4bd028575|tissue_ea550bfa51|tissue_f41bde5976","8","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","케틀벨 스윙: 힙힌지/파워을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"189","LOWER_90","ex_a611010d","코사크 스쿼트","LOWER","기능성운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","SUPPORT","UNILATERAL","FRONTAL","케틀벨|맨몸","측면가동성/내전근/편측제어","맨몸 또는 케틀벨","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","신규 연구","N","EXISTING_SCORE_MIGRATED","13","lu_348ac6b7a6|lu_36ba10a736|lu_3d242daa59|lu_9a06d0adb2|lu_a18a644473|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff22c06225|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_ad7382e4b2|jc_ae763d5994","tissue_05c4dec746|tissue_06987e1084|tissue_192d105b4a|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_816066da61|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_e1557ece2b|tissue_eaf49ec189|tissue_f41bde5976","12","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.","1781278881407","한쪽으로 깊게 앉으며 반대쪽 다리를 길게 편다. 사이드 런지 범위와 내전근 준비도를 높이는 운동이다."
"190","REMAINING_54","ex_a8385c4a","코펜하겐 플랭크","TRUNK","기능성운동","CORE","CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL|ADDUCTOR_STRENGTH_SUPPORT","SUPPORT","UNILATERAL","FRONTAL","벤치","내전근/측면코어/골반안정성","벤치","","PELVIC_STABILITY","SPINE|HIP","DEPRECATED_AFTER_NEW_MAP","COPENHAGEN_PLANK","내전근·측면 안정화 홀드","대표 연구","Y","SCORED_RESEARCH_DRAFT","17","lu_0a858e59a0|lu_0e8a3f133f|lu_348ac6b7a6|lu_36ba10a736|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_50d1389a95|lu_6e950505da|lu_a18a644473|lu_a706efdddb|lu_a9651bd8d7|lu_c2a3d691c4|lu_d5838e52ca|lu_d967354bce|lu_f037b5f8ea|lu_ff559f42cd","jc_209871f411|jc_5c5aab6f67|jc_864898a64c|jc_9caf42a031|jc_ae763d5994|jc_eadfb381fa|jc_ffd0b0e192","tissue_05c4dec746|tissue_064e589e94|tissue_06987e1084|tissue_192d105b4a|tissue_1d2e8944ba|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_34a9253eea|tissue_50091b2878|tissue_514b348f95|tissue_599a0d89b2|tissue_5eadc66cb9|tissue_602356a435|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_ad800125ab|tissue_b30624a2b0|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c9d3826a11|tissue_caedb51e8e|tissue_d9a6eaf6d0|tissue_e30af10e4a|tissue_eaf49ec189|tissue_ed3eafe58e|tissue_f41bde5976","17","HOLD","DURATION_HOLD","초·세트","seconds × sets × effortModifier","1781278881407","한쪽 다리를 벤치에 올리고 옆으로 버틴다. 배드민턴 사이드 런지와 방향전환의 골반 안정성을 보강한다."
"191","LOWER_90","ex_a4350c0f","콘 드릴","LOWER","기능성운동","AGILITY","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","MULTIDIRECTIONAL","MULTIPLANAR","콘/마커","방향전환/가속/감속","콘","","PELVIC_STABILITY","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","FOOTWORK_DIRECT","","신규 연구","N","RESEARCH_CORRECTED_V0.2","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_bf3f500760|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_23a874341a|tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_951896d245","7","TRANSIENT_PEAK","FOOT_CONTACT_COD","발접촉수 + 감속/COD 이벤트","footContacts × perContactExposure + deceleration/COD events × eventModifier. 시간은 fallback.","1781278881407","콘 드릴: 방향전환/가속/감속을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"192","REMAINING_54","ex_91f6958d","터키시 겟업","WHOLE_BODY","기능성운동","MIXED","FULL_BODY_COORDINATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|HIP_MOBILITY","SUPPORT","BILATERAL","MULTIPLANAR","케틀벨","전신협응/어깨안정성/코어","케틀벨","ROTATOR_CUFF_SUPPORT|SCAPULAR_CONTROL","HIP_MOBILITY|PELVIC_STABILITY","SHOULDER|SPINE|HIP","DEPRECATED_AFTER_NEW_MAP","TURKISH_GETUP","터키시 겟업","대표 연구","Y","SCORED_RESEARCH_DRAFT","23","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_348ac6b7a6|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_50d1389a95|lu_547a239ed2|lu_6573d7bf8a|lu_6e950505da|lu_9244162017|lu_9db157ba90|lu_a18a644473|lu_a706efdddb|lu_a7dd63adb6|lu_a9651bd8d7|lu_bf3f500760|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_ad7382e4b2|jc_ae763d5994|jc_bb531a278d|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1d2e8944ba|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_34a9253eea|tissue_36333205dc|tissue_50091b2878|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_7f007308a0|tissue_8d017eed91|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_ad800125ab|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_bc8e70cdaa|tissue_c1250f12e6|tissue_c9d3826a11|tissue_caedb51e8e|tissue_d9a6eaf6d0|tissue_e1c9db452e|tissue_e30af10e4a|tissue_ed3eafe58e|tissue_f41bde5976|tissue_fcc58a85e8","23","SMOOTH_CYCLE","WEIGHTED_REPETITION","kg·회","effectiveLoad × reps × sides × sets × ROM × effortModifier","1781278881407","터키시 겟업: 전신협응/어깨안정성/코어을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"193","REMAINING_54","ex_a1fc4533","파머스 캐리","WHOLE_BODY","기능성운동","CARRY","LOADED_CARRY|GRIP_SUPPORT|TRUNK_STABILITY_SUPPORT|GAIT_STABILITY","SUPPORT","BILATERAL","SAGITTAL","덤벨|케틀벨","그립/코어/보행안정성","덤벨 또는 케틀벨","","PELVIC_STABILITY","SPINE|HIP|WRIST","DEPRECATED_AFTER_NEW_MAP","FARMERS_CARRY","파머스 캐리","대표 연구","Y","SCORED_RESEARCH_DRAFT","25","lu_0a858e59a0|lu_0e8a3f133f|lu_0fff8b2ee4|lu_211533cb7a|lu_2d44aafe1e|lu_3298f78330|lu_348ac6b7a6|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_6573d7bf8a|lu_6de10a05a1|lu_6e950505da|lu_8af4d2c3e7|lu_92bcd7c98b|lu_a18a644473|lu_a706efdddb|lu_a9651bd8d7|lu_bf3f500760|lu_c11995f705|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6326ea19a8|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_ad7382e4b2|jc_ae763d5994|jc_eadfb381fa|jc_f6f64cf984|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1e675db416|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_3832a53585|tissue_4360531007|tissue_50091b2878|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_5c8099689c|tissue_602356a435|tissue_70a3bb1152|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_c9d3826a11|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_ed3eafe58e|tissue_f41bde5976|tissue_fcc58a85e8","25","SMOOTH_CYCLE","LOADED_CARRY","kg·m·초","totalHandLoad × distanceOrDuration × sets × gaitModifier","1781278881407","파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"194","REMAINING_54","ex_99728d25","팔로프 프레스","TRUNK","기능성운동","CORE","CORE_STABILITY|ANTI_ROTATION|TRUNK_CONTROL_SUPPORT","SUPPORT","BILATERAL","ANTI_ROTATION","케이블|밴드","회전저항/코어안정성","케이블 또는 밴드","SCAPULAR_CONTROL_LIGHT","","SPINE|SHOULDER","DEPRECATED_AFTER_NEW_MAP","PALLOF_PRESS","안티로테이션 프레스","대표 연구","Y","SCORED_RESEARCH_DRAFT","14","lu_0a858e59a0|lu_0e8a3f133f|lu_348ac6b7a6|lu_3f748b96b1|lu_45688de60a|lu_6e950505da|lu_a18a644473|lu_a706efdddb|lu_a9651bd8d7|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_ae763d5994|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_34a9253eea|tissue_50091b2878|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_b30624a2b0|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c9d3826a11|tissue_caedb51e8e|tissue_e30af10e4a|tissue_f41bde5976","14","SMOOTH_CYCLE","WEIGHTED_REPETITION","저항·회","resistance × reps × sets × holdSeconds × effortModifier","1781278881407","몸 옆에서 당기는 밴드나 케이블을 가슴 앞에서 밀어낸다. 몸통이 돌아가지 않게 버티며 코어 안정성을 익힌다."
"195","LOWER_90","ex_e465d1e9","포고 점프","LOWER","기능성운동","PLYOMETRIC","ANKLE_STIFFNESS|PLYOMETRIC_SSC","PLYOMETRIC","BILATERAL","SAGITTAL","맨몸","발목탄성/아킬레스강성","맨몸","","","ANKLE","DEPRECATED_AFTER_NEW_MAP","ANKLE_STIFFNESS","","기존 30개 확장","Y","EXISTING_SCORE_MIGRATED","7","lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_d7b54824bb|lu_df728dc186|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2","tissue_3ae3c4c3c6|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245","7","TRANSIENT_PEAK","GROUND_CONTACT","착지/접촉수","perContactExposure × contacts. 가능하면 이륙과 착지를 분리하고, 시간은 접촉수 추정에만 사용.","1781278881407","무릎을 크게 굽히지 않고 발목으로 작게 튄다. 러닝 접지 탄성을 만들되 통증이 있으면 즉시 중단한다."
"196","REMAINING_54","ex_a44ae2ca","플랭크","TRUNK","기능성운동","CORE","CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","SUPPORT","BILATERAL","ANTI_EXTENSION","맨몸","코어/몸통안정성","맨몸","","","SPINE","DEPRECATED_AFTER_NEW_MAP","FRONT_PLANK","전면 안티익스텐션 홀드","대표 연구","Y","SCORED_RESEARCH_DRAFT","18","lu_0a858e59a0|lu_0e8a3f133f|lu_0fff8b2ee4|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_63101fe8b2|lu_6e950505da|lu_8af4d2c3e7|lu_9244162017|lu_a18a644473|lu_a706efdddb|lu_bdb58738eb|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_21a56b379e|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_4360531007|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_bb60f64b7d|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_ed3eafe58e|tissue_f41bde5976","18","HOLD","DURATION_HOLD","초·세트","seconds × sets × effortModifier","1781278881407","플랭크: 코어/몸통안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"197","LOWER_90","ex_d67e5761","피스톨 스쿼트","LOWER","기능성운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","UNILATERAL","SAGITTAL","맨몸","편측제어/하체힘/발목가동성","맨몸","","PELVIC_STABILITY","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","신규 연구","N","EXISTING_SCORE_MIGRATED","12","lu_2d44aafe1e|lu_348ac6b7a6|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_1eaf4d14d8|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_c9d3826a11|tissue_f41bde5976","12","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","bodyWeightCoefficient × reps × sets × ROM × effortModifier.","1781278881407","한쪽 다리를 앞으로 뻗고 한발로 깊게 앉았다 일어난다. 강도가 높아 보조를 두고 범위를 조절해 기록한다."
"198","LOWER_90","ex_c821775c","하이니 스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL","ALTERNATING","SAGITTAL","콘/마커|맨몸","무릎드라이브/고관절굴곡","맨몸/트랙","","","HIP|KNEE|ANKLE","DEPRECATED_AFTER_NEW_MAP","RUNNING_DRILL","","신규 연구","N","EXISTING_SCORE_MIGRATED","8","lu_27b4a0df1d|lu_2d44aafe1e|lu_3d242daa59|lu_6de10a05a1|lu_9a06d0adb2|lu_bf3f500760|lu_d7b54824bb|lu_e7d26ea928","jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_23a874341a|tissue_816066da61|tissue_83bda2c0f8|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_951896d245|tissue_bacab6a4b8|tissue_e4bd028575|tissue_ea550bfa51","8","TRANSIENT_PEAK","STEP_CONTACT","스텝/접촉수","perStepExposure × stepContacts. 거리·시간은 케이던스와 보폭을 이용한 fallback.","1781278881407","무릎을 빠르게 올리며 짧은 스킵으로 전진한다. 피로가 낮은 상태에서 러닝 리듬을 빠르게 만든다."
"199","UPPER_95","ex_8e1b313e","하프 닐링 원암 프레스","UPPER","기능성운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","UNILATERAL","SAGITTAL","덤벨|케틀벨","어깨안정성/편측제어/코어","덤벨 또는 케틀벨","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","PELVIC_STABILITY","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_UNILATERAL","편측·하프닐링 수직 프레스","운동군 전이","N","RESEARCH_CORRECTED_V0.2","23","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","23","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","한쪽 무릎을 세운 자세에서 한 팔로 프레스한다. 골반과 몸통을 고정해 오버헤드 안정성을 만든다."
"200","UPPER_95","ex_d79824d2","하프 닐링 케틀벨 원암 프레스","UPPER","기능성운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","UNILATERAL","SAGITTAL","케틀벨","어깨안정성/편측제어/코어","케틀벨","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","PELVIC_STABILITY","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_UNILATERAL","편측·하프닐링 수직 프레스","운동군 전이","N","RESEARCH_CORRECTED_V0.2","23","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","23","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","하프 닐링 케틀벨 원암 프레스: 어깨안정성/편측제어/코어을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다."
"201","UPPER_95","ex_e0759156","하프 닐링 케틀벨 프레스","UPPER","기능성운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","HALF_KNEELING","SAGITTAL","케틀벨","어깨안정성/편측제어/코어","케틀벨","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","PELVIC_STABILITY","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_UNILATERAL","편측·하프닐링 수직 프레스","운동군 전이","N","RESEARCH_CORRECTED_V0.2","21","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","21","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","하프 닐링 자세에서 케틀벨을 한 팔로 밀어 올린다. 어깨와 코어의 회전 저항을 함께 훈련한다."
