"seedId","title","authorsOrLeadAuthor","year","journal","pmid","pmcid","doi","kciArticleId","language","targetComplexIds","targetTissueIds","candidateAxes","reportedMetrics","exerciseConditions","evidenceRelationCandidate","sourcePriority","accessStatus","verificationStatus","publicationIntegrityStatus","intendedUse","knownLimitations","notes"
"TISSUE_MTC_SEED_072","Hamstring force and stretch during progressively increasing running speeds and the eccentric phase of resistance training exercises commonly used for injury prevention and rehabilitation","Breed R|Hulm S|Hickey JT|Timmins RG|Opar D|Banyard HG|Maniar N","2026","British journal of sports medicine","41730607","","10.1136/bjsports-2025-110847","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify full publication and integrity","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_073","Female Lower-Body Muscle Forces During Back Squats, Split Squats, and Good Mornings","","2024","","","","","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","INDEXED_ABSTRACT_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title, DOI, and PMID","Prompt section 19.6; research lead only; no claim or approval."
"TISSUE_MTC_SEED_074","Hamstrings stiffness and landing biomechanics linked to anterior cruciate ligament loading","Blackburn JT|Norcross MF|Cannon LN|Zinder SM","2013","Journal of athletic training","24303987","PMC3867087","10.4085/1062-6050-48.4.01","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_075","Hamstrings Contraction Regulates the Magnitude and Timing of the Peak ACL Loading During the Drop Vertical Jump in Female Athletes","Ueno R|Navacchia A|Schilaty ND|Myer GD|Hewett TE|Bates NA","2021","Orthopaedic journal of sports medicine","34604430","PMC8485303","10.1177/23259671211034487","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","KNEE_ACL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_076","Associations Among Eccentric Hamstrings Strength, Hamstrings Stiffness, and Jump-Landing Biomechanics","Dewig DR|Goodwin JS|Pietrosimone BG|Blackburn JT","2020","Journal of athletic training","32432902","PMC7384474","10.4085/1062-6050-151-19","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_077","The relationship between anterior tibial shear force during a jump landing task and quadriceps and hamstring strength","Bennett DR|Blackburn JT|Boling MC|McGrath M|Walusz H|Padua DA","2008","Clinical biomechanics (Bristol, Avon)","18599168","","10.1016/j.clinbiomech.2008.05.005","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_078","The effect of upper-limb motion on lower-limb muscle synchrony. Implications for anterior cruciate ligament injury","Cowling EJ|Steele JR","2001","The Journal of bone and joint surgery. American volume","11205856","","10.2106/00004623-200101000-00005","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_079","Effect of verbal instructions on muscle activity and risk of injury to the anterior cruciate ligament during landing","Cowling EJ|Steele JR|McNair PJ","2003","British journal of sports medicine","12663353","PMC1724613","10.1136/bjsm.37.2.126","","en","POSTERIOR_KNEE_HAMSTRING_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_080","Achilles Tendon Loading During Heel-Raising and -Lowering Exercises","Revak A|Diers K|Kernozek TW|Gheidi N|Olbrantz C","2017","Journal of athletic training","28145739","PMC5343533","10.4085/1062-6050-52.1.04","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_081","In vivo mechanical properties of the human Achilles tendon during one-legged hopping","Lichtwark GA|Wilson AM","2005","The Journal of experimental biology","16326953","","10.1242/jeb.01950","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_082","In Vivo Achilles Tendon Loading During Jumping in Humans","","","","","","","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","INDEXED_ABSTRACT_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify PMID and DOI","Prompt section 19.7; research lead only; no claim or approval."
"TISSUE_MTC_SEED_083","Comparison between the directly measured achilles tendon force and the tendon force calculated from the ankle joint moment during vertical jumps","Fukashiro S|Komi PV|Järvinen M|Miyashita M","1993","Clinical biomechanics (Bristol, Avon)","23915826","","10.1016/S0268-0033(05)80006-3","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","DIRECT_INTERNAL_MEASUREMENT","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_084","In Vivo Strain Patterns in the Achilles Tendon During Dynamic Activities: A Comprehensive Survey of the Literature","Adam NC|Smith CR|Herzog W|Amis AA|Arampatzis A|Taylor WR","2023","Sports medicine - open","37466866","PMC10356630","10.1186/s40798-023-00604-5","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","DIRECT_INTERNAL_MEASUREMENT","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_085","In Vivo Mechanical Response of Human Achilles Tendon to a Single Bout of Hopping Exercise","","","","","","","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","INDEXED_ABSTRACT_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify PMID and DOI","Prompt section 19.7; research lead only; no claim or approval."
"TISSUE_MTC_SEED_086","Tendon loading in runners with Achilles tendinopathy: Relations to pain, structure, and function during return-to-sport","Corrigan P|Hornsby S|Pohlig RT|Willy RW|Cortes DH|Silbernagel KG","2022","Scandinavian journal of medicine & science in sports","35488734","PMC9972464","10.1111/sms.14178","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Injured population separate","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_087","Dorsiflexion capacity affects achilles tendon loading during drop landings","Whitting JW|Steele JR|McGhee DE|Munro BJ","2011","Medicine and science in sports and exercise","20689446","","10.1249/MSS.0b013e3181f474dd","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_088","Adjusted Landing Technique Reduces Achilles Tendon Load","","","","","","","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","INDEXED_ABSTRACT_CANDIDATE","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify PMID and DOI","Prompt section 19.7; research lead only; no claim or approval."
"TISSUE_MTC_SEED_089","Muscle contributions to reduced ankle joint contact force during drop vertical jumps in patients with chronic ankle instability","Jang J|Franz JR|Pietrosimone BG|Wikstrom EA","2024","Journal of biomechanics","38183761","","10.1016/j.jbiomech.2024.111926","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Separate CAI and control populations","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_090","Foot placement modifies kinematics and kinetics during drop jumping","Kovács I|Tihanyi J|Devita P|Rácz L|Barrier J|Hortobágyi T","1999","Medicine and science in sports and exercise","10331892","","10.1097/00005768-199905000-00014","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_091","Human Achilles tendon plasticity in response to cyclic strain: effect of rate and duration","Bohm S|Mersmann F|Tettke M|Kraft M|Arampatzis A","2014","The Journal of experimental biology","25267851","","10.1242/jeb.112268","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_092","Adaptational responses of the human Achilles tendon by modulation of the applied cyclic strain magnitude","Arampatzis A|Karamanidis K|Albracht K","2007","The Journal of experimental biology","17644689","","10.1242/jeb.003814","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","ACHILLES_TENDON","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_093","Faster Movement Speed Results in Greater Tendon Strain during the Loaded Squat Exercise","Earp JE|Newton RU|Cormie P|Blazevich AJ","2016","Frontiers in physiology","27630574","PMC5005367","10.3389/fphys.2016.00366","","en","ANKLE_PROPULSION_IMPACT_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","DIRECT_INTERNAL_MEASUREMENT","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_094","Function of ankle ligaments for subtalar and talocrural joint stability during an inversion movement - an in vitro study","Li L|Gollhofer A|Lohrer H|Dorn-Lange N|Bonsignore G|Gehring D","2019","Journal of foot and ankle research","30923576","PMC6421682","10.1186/s13047-019-0330-5","","en","LATERAL_ANKLE_STABILITY_COMPLEX","ATFL|CFL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_095","Estimating the stabilizing function of ankle and subtalar ligaments via a morphology-specific three-dimensional dynamic model","Palazzi E|Siegler S|Balakrishnan V|Leardini A|Caravaggi P|Belvedere C","2020","Journal of biomechanics","31653506","","10.1016/j.jbiomech.2019.109421","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_096","Ligament force and joint motion in the intact ankle: a cadaveric study","Bahr R|Pena F|Shine J|Lew WD|Engebretsen L","1998","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","9604197","","10.1007/s001670050083","","en","LATERAL_ANKLE_STABILITY_COMPLEX","ATFL|CFL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title and protocol","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_097","Peroneal latency in normal and injured ankles at varying angles of perturbation","Fernandes N|Allison GT|Hopper D","2000","Clinical orthopaedics and related research","10853169","","10.1097/00003086-200006000-00023","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_098","Deficits in peroneal latency and electromechanical delay in patients with functional ankle instability","Hopkins JT|Brown TN|Christensen L|Palmieri-Smith RM","2009","Journal of orthopaedic research : official publication of the Orthopaedic Research Society","19569189","","10.1002/jor.20934","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Injured population separate","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_099","Short and Medium Latency Responses in Participants With Chronic Ankle Instability","Sousa ASP|Valente I|Pinto A|Soutelo T|Silva M","2018","Journal of athletic training","30095302","PMC6138276","10.4085/1062-6050-120-17","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_100","Proactive and reactive neuromuscular control in subjects with chronic ankle instability: evidence from a pilot study on landing","Levin O|Vanwanseele B|Thijsen JR|Helsen WF|Staes FF|Duysens J","2015","Gait & posture","25439444","","10.1016/j.gaitpost.2014.09.005","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_101","Neuromuscular control in individuals with chronic ankle instability: A comparison of unexpected and expected ankle inversion perturbations during a single leg drop-landing","Simpson JD|Stewart EM|Turner AJ|Macias DM|Wilson SJ|Chander H|Knight AC","2019","Human movement science","30721787","","10.1016/j.humov.2019.01.013","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_102","Antagonist co-activation during short and medium latency responses in subjects with chronic ankle instability","Sousa ASP","2018","Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology","30352387","","10.1016/j.jelekin.2018.10.006","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_103","Ankle joint contact force profiles differ between those with and without chronic ankle instability during walking","Jang J|Wikstrom EA","2023","Gait & posture","36459912","","10.1016/j.gaitpost.2022.11.012","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","VALIDATED_INTERNAL_MODEL","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title and task - Pathological population separate","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_104","Primary lateral-ankle ligament and subtalar finite-element studies","","","","","","","","en","LATERAL_ANKLE_STABILITY_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","FINITE_ELEMENT_MECHANISM","DISCOVERY","IDENTIFIER_NOT_REPORTED","UNVERIFIED_SEED","NOT_CHECKED","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Discover from reference lists","Prompt section 19.8; research lead only; no claim or approval."
"TISSUE_MTC_SEED_105","Propagation of Syndesmotic Injuries During Forced External Rotation in Flexed Cadaveric Ankles","Mait AR|Forman JL|Nie B|Donlon JP|Mane A|Forghani AR|Anderson RB|Cooper MT|Kent RW","2018","Orthopaedic journal of sports medicine","30090832","PMC6077923","10.1177/2325967118781333","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_106","Effects of ligament sectioning on the kinematics of the distal tibiofibular syndesmosis: a radiostereometric study of 10 cadaveric specimens based on presumed trauma mechanisms with suggestions for treatment","Beumer A|Valstar ER|Garling EH|Niesing R|Ginai AZ|Ranstam J|Swierstra BA","2006","Acta orthopaedica","16819696","","10.1080/17453670610012557","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_107","Three-dimensional analysis of ankle instability after tibiofibular syndesmosis injuries: a biomechanical experimental study","Teramoto A|Kura H|Uchiyama E|Suzuki D|Yamashita T","2008","The American journal of sports medicine","17940143","","10.1177/0363546507308235","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","- Verify exact title","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
"TISSUE_MTC_SEED_108","Syndesmotic instability can be assessed by measuring the distance between the tibia and the fibula using an ultrasound without stress: a cadaver study","Shoji H|Teramoto A|Murahashi Y|Watanabe K|Yamashita T","2022","BMC musculoskeletal disorders","35303853","PMC8932109","10.1186/s12891-022-05221-z","","en","SYNDESMOTIC_ROTATIONAL_COMPLEX","AITFL","M|T|C","RESEARCH_LEAD_NOT_YET_EXTRACTED","NOT_YET_EXTRACTED","CONTEXT_ONLY","HIGH","PUBMED_AND_PMC_INDEXED","BIBLIOGRAPHICALLY_VERIFIED","NO_ADVERSE_NOTICE_IN_NCBI_METADATA_AS_OF_2026_07_15","LOWER_LIMB_MTC_RESEARCH_TRIAGE","Independent source and protocol verification required before extraction.","NCBI ESummary bibliographic verification 2026-07-15; research lead only; no claim or approval."
