"correctionDispositionId","affectedArtifactType","affectedArtifactId","replacementArtifactId","oldMechanicalLoadMode","newMechanicalLoadMode","oldTemporalMetric","newTemporalMetric","oldMeasurementMetric","newMeasurementMetric","oldNormalizationBasis","newNormalizationBasis","oldEventContext","newEventContext","oldMovementPhase","newMovementPhase","oldExternalLoadRepresentation","newExternalLoadRepresentation","oldEvidenceRelation","newEvidenceRelation","oldRubricKind","newRubricKind","correctionDecision","correctionReason","sourceIds","requiresAdditionalResearch","preparedBy","preparedByType","preparedAt","correctionNotes"
"C31CORR_150","RESEARCH_DECISION","C3DEC_ACL_IMPACT_PEAK","C31DEC_ACL_IMPACT_PEAK","IMPACT_STABILIZATION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_151","RESEARCH_DECISION","C3DEC_ACL_IMPACT_RATE","C31DEC_ACL_IMPACT_RATE","IMPACT_STABILIZATION","","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_152","RESEARCH_DECISION","C3DEC_ACL_ROTATION","C31DEC_ACL_ROTATION","INTERNAL_ROTATION_STRESS","INTERNAL_ROTATION_STRESS","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_153","RESEARCH_DECISION","C3DEC_ACL_VALGUS","C31DEC_ACL_VALGUS","VALGUS_STRESS","VALGUS_STRESS","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_154","RESEARCH_DECISION","C3DEC_ANKLE_DELTOID_EVERSION","C31DEC_ANKLE_DELTOID_EVERSION","EVERSION_STRESS","EVERSION_STRESS","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_155","RESEARCH_DECISION","C3DEC_ANKLE_LAT_CYCLIC","C31DEC_ANKLE_LAT_CYCLIC","INVERSION_STRESS","INVERSION_STRESS","","","","","","","","","","","","","","CONTEXT_ONLY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_156","RESEARCH_DECISION","C3DEC_ANKLE_LAT_INV","C31DEC_ANKLE_LAT_INV","INVERSION_STRESS","INVERSION_STRESS","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_157","RESEARCH_DECISION","C3DEC_ANKLE_LAT_RATE","C31DEC_ANKLE_LAT_RATE","IMPACT_STABILIZATION","","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_158","RESEARCH_DECISION","C3DEC_MCL_VALGUS","C31DEC_MCL_VALGUS","VALGUS_STRESS","VALGUS_STRESS","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_159","RESEARCH_DECISION","C3DEC_PAT_CYCLIC","C31DEC_PAT_CYCLIC","TENSION","TENSION","","","","","","","","","","","","","","CONTEXT_ONLY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_160","RESEARCH_DECISION","C3DEC_PAT_ECCENTRIC","C31DEC_PAT_ECCENTRIC","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_161","RESEARCH_DECISION","C3DEC_PAT_FORCE_PEAK","C31DEC_PAT_FORCE_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_162","RESEARCH_DECISION","C3DEC_PAT_IMPULSE","C31DEC_PAT_IMPULSE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_163","RESEARCH_DECISION","C3DEC_PAT_RATE","C31DEC_PAT_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_164","RESEARCH_DECISION","C3DEC_PAT_STRAIN","C31DEC_PAT_STRAIN","TENSION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_165","RESEARCH_DECISION","C3DEC_PAT_STRESS_IMPULSE","C31DEC_PAT_STRESS_IMPULSE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_166","RESEARCH_DECISION","C3DEC_PAT_STRESS_PEAK","C31DEC_PAT_STRESS_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_167","RESEARCH_DECISION","C3DEC_PAT_STRESS_RATE","C31DEC_PAT_STRESS_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_168","RESEARCH_DECISION","C3DEC_PCL_POSTERIOR","C31DEC_PCL_POSTERIOR","POSTERIOR_TRANSLATION_STRESS","POSTERIOR_TRANSLATION_STRESS","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_169","RESEARCH_DECISION","C3DEC_PFJ_IMPULSE","C31DEC_PFJ_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_170","RESEARCH_DECISION","C3DEC_PFJ_PEAK","C31DEC_PFJ_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_171","RESEARCH_DECISION","C3DEC_PFJ_RATE","C31DEC_PFJ_RATE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_172","RESEARCH_DECISION","C3DEC_PFJ_SESSION","C31DEC_PFJ_SESSION","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_173","RESEARCH_DECISION","C3DEC_QUAD_CYCLIC","C31DEC_QUAD_CYCLIC","TENSION","TENSION","","","","","","","","","","","","","","CONTEXT_ONLY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_174","RESEARCH_DECISION","C3DEC_QUAD_ECC_IMPULSE","C31DEC_QUAD_ECC_IMPULSE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_175","RESEARCH_DECISION","C3DEC_QUAD_ECC_PEAK","C31DEC_QUAD_ECC_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_176","RESEARCH_DECISION","C3DEC_QUAD_IMPULSE","C31DEC_QUAD_IMPULSE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_177","RESEARCH_DECISION","C3DEC_QUAD_PEAK","C31DEC_QUAD_PEAK","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_178","RESEARCH_DECISION","C3DEC_QUAD_RATE","C31DEC_QUAD_RATE","TENSION","TENSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_179","RESEARCH_DECISION","C3DEC_QUAD_STRAIN","C31DEC_QUAD_STRAIN","TENSION","TENSION","","","","","","","","","","","","","","DIRECT_INTERNAL_MEASUREMENT","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_180","RESEARCH_DECISION","C3DEC_SUBTALAR_INVERSION","C31DEC_SUBTALAR_INVERSION","INVERSION_STRESS","INVERSION_STRESS","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_181","RESEARCH_DECISION","C3DEC_SUBTALAR_ROTATION","C31DEC_SUBTALAR_ROTATION","ROTATIONAL_STRESS","ROTATIONAL_STRESS","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_182","RESEARCH_DECISION","C3DEC_TALOCRURAL_PEAK","C31DEC_TALOCRURAL_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_183","RESEARCH_DECISION","C3DEC_TALOCRURAL_RATE","C31DEC_TALOCRURAL_RATE","IMPACT_STABILIZATION","","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","RECLASSIFIED","Decision updated for context, response, proxy, or anchor semantics.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_184","RESEARCH_DECISION","C3DEC_TFJ_IMPULSE","C31DEC_TFJ_IMPULSE","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_185","RESEARCH_DECISION","C3DEC_TFJ_PEAK","C31DEC_TFJ_PEAK","COMPRESSION","COMPRESSION","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_186","RESEARCH_DECISION","C3DEC_TFJ_ROTATION","C31DEC_TFJ_ROTATION","ROTATIONAL_STRESS","ROTATIONAL_STRESS","","","","","","","","","","","","","","UNVALIDATED_PROXY","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_187","RESEARCH_DECISION","C3DEC_TFJ_SHEAR_IMPULSE","C31DEC_TFJ_SHEAR_IMPULSE","ANTERIOR_POSTERIOR_SHEAR","ANTERIOR_POSTERIOR_SHEAR","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
"C31CORR_188","RESEARCH_DECISION","C3DEC_TFJ_SHEAR_PEAK","C31DEC_TFJ_SHEAR_PEAK","ANTERIOR_POSTERIOR_SHEAR","ANTERIOR_POSTERIOR_SHEAR","","","","","","","","","","","","","","VALIDATED_INTERNAL_MODEL","","","UNCHANGED_VALID","Research decision remains valid.","","false","Codex","AI_AGENT","2026-07-15T00:00:02Z","Historical C3 row remains immutable."
