"profileId","biomechanicalMovementFamily","complexId","axis","operationalScore","provenanceTier","confidence","rubricId","coefficientSetId"
"MTC_FAMILY_SQUAT_ANKLE_PROPULSION_IMPACT_COMPLEX_C","SQUAT","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_M","LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_T","LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_EXTENSOR_CONTACT_COMPLEX_C","LUNGE","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","LUNGE","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","LUNGE","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","LUNGE","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_M","LUNGE","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_T","LUNGE","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CRUCIATE_LIGAMENT_COMPLEX_C","LUNGE","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","LUNGE","CORONAL_ROTATIONAL_KNEE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","LUNGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_M","LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_T","LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_ANKLE_PROPULSION_IMPACT_COMPLEX_C","LUNGE","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_M","LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_T","LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_LATERAL_ANKLE_STABILITY_COMPLEX_C","LUNGE","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_MEDIAL_ANKLE_ARCH_COMPLEX_M","LUNGE","MEDIAL_ANKLE_ARCH_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_MEDIAL_ANKLE_ARCH_COMPLEX_T","LUNGE","MEDIAL_ANKLE_ARCH_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_LUNGE_MEDIAL_ANKLE_ARCH_COMPLEX_C","LUNGE","MEDIAL_ANKLE_ARCH_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_FLEXION_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","KNEE_FLEXION","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_KNEE_EXTENSOR_CONTACT_COMPLEX_M","VERTICAL_JUMP","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_KNEE_EXTENSOR_CONTACT_COMPLEX_T","VERTICAL_JUMP","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_KNEE_EXTENSOR_CONTACT_COMPLEX_C","VERTICAL_JUMP","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CRUCIATE_LIGAMENT_COMPLEX_M","VERTICAL_JUMP","CRUCIATE_LIGAMENT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CRUCIATE_LIGAMENT_COMPLEX_T","VERTICAL_JUMP","CRUCIATE_LIGAMENT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CRUCIATE_LIGAMENT_COMPLEX_C","VERTICAL_JUMP","CRUCIATE_LIGAMENT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CRUCIATE_LIGAMENT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CORONAL_ROTATIONAL_KNEE_COMPLEX_M","VERTICAL_JUMP","CORONAL_ROTATIONAL_KNEE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CORONAL_ROTATIONAL_KNEE_COMPLEX_T","VERTICAL_JUMP","CORONAL_ROTATIONAL_KNEE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_CORONAL_ROTATIONAL_KNEE_COMPLEX_C","VERTICAL_JUMP","CORONAL_ROTATIONAL_KNEE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_CORONAL_ROTATIONAL_KNEE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","VERTICAL_JUMP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","VERTICAL_JUMP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","VERTICAL_JUMP","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_ANKLE_PROPULSION_IMPACT_COMPLEX_M","VERTICAL_JUMP","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_ANKLE_PROPULSION_IMPACT_COMPLEX_T","VERTICAL_JUMP","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_ANKLE_PROPULSION_IMPACT_COMPLEX_C","VERTICAL_JUMP","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_LATERAL_ANKLE_STABILITY_COMPLEX_M","VERTICAL_JUMP","LATERAL_ANKLE_STABILITY_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_LATERAL_ANKLE_STABILITY_COMPLEX_T","VERTICAL_JUMP","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_VERTICAL_JUMP_LATERAL_ANKLE_STABILITY_COMPLEX_C","VERTICAL_JUMP","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_HINGE_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","HINGE","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_M","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_T","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_EXTENSOR_CONTACT_COMPLEX_C","KNEE_EXTENSION","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_M","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_T","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_KNEE_EXTENSION_KNEE_MENISCAL_CARTILAGE_COMPLEX_C","KNEE_EXTENSION","KNEE_MENISCAL_CARTILAGE_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_MENISCAL_CARTILAGE_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_M","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_T","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_C","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_M","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_T","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_ANKLE_PROPULSION_IMPACT_COMPLEX_C","RUNNING","ANKLE_PROPULSION_IMPACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_ANKLE_PROPULSION_IMPACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_LATERAL_ANKLE_STABILITY_COMPLEX_M","RUNNING","LATERAL_ANKLE_STABILITY_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_LATERAL_ANKLE_STABILITY_COMPLEX_T","RUNNING","LATERAL_ANKLE_STABILITY_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_LATERAL_ANKLE_STABILITY_COMPLEX_C","RUNNING","LATERAL_ANKLE_STABILITY_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_LATERAL_ANKLE_STABILITY_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_MEDIAL_ANKLE_ARCH_COMPLEX_M","RUNNING","MEDIAL_ANKLE_ARCH_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_MEDIAL_ANKLE_ARCH_COMPLEX_T","RUNNING","MEDIAL_ANKLE_ARCH_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_MEDIAL_ANKLE_ARCH_COMPLEX_C","RUNNING","MEDIAL_ANKLE_ARCH_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_MEDIAL_ANKLE_ARCH_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_M","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_T","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_KNEE_EXTENSOR_CONTACT_COMPLEX_C","RUNNING","KNEE_EXTENSOR_CONTACT_COMPLEX","C","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_KNEE_EXTENSOR_CONTACT_COMPLEX_C_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","M","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_M_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
"MTC_FAMILY_RUNNING_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T","RUNNING","POSTERIOR_KNEE_HAMSTRING_COMPLEX","T","2.0","MOVEMENT_FAMILY_DEFAULT","LOW","MTC_RUBRIC_POSTERIOR_KNEE_HAMSTRING_COMPLEX_T_FAMILY_DEFAULT","TISSUE_MTC_C4A_0_1_1"
