"exerciseStableKey","운동명","bodyRegion","category","forceType","movementCategory","executionLaterality(D_CONTEXT_ONLY)","defaultProtocolClass","diProfileId","functionalCurveId","jointProtectionCurveId","fastMechanicalCurveId","biologicalCurveRouting","runtimeFlags","mappingStatus","scoreAuthority"
"ex_a3ddd8ac","라인 홉","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","BILATERAL","LOW_REACTIVE_PLYOMETRIC","DI_CONTACT","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HIGH_IMPACT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_34e7d21","래터럴 바운드","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","ALTERNATING","HIGH_IMPACT_PLYOMETRIC","DI_CONTACT","RCV_FUNC_HIGH_IMPACT_PLYO","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HEIGHT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_69a56484","래터럴 스텝다운","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_64422511","랜덤 방향전환 드릴","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c5f4c242","랜덤 비프 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_1c7f2342","랜덤 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_4773b6ea","린단 참고 트랙 스프린트","WHOLE_BODY","기능성운동","MIXED","SUPPORT","BILATERAL","TRACK_SPRINT_HIGH","DI_RUNNING","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED|SPRINT_DISTANCE_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_5004ca76","린단 참고 페이스 체인지 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_752b45ae","멀티셔틀 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MAX_REPEAT","DI_COD","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_TEST|NO_DOWNSHIFT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_26ac0c19","메디신볼 슬램","WHOLE_BODY","기능성운동","POWER","POWER","BILATERAL","MEDBALL_OVERHEAD_POWER","DI_THROW_POWER","RCV_FUNC_BALLISTIC_POWER","RCV_SHOULDER_OVERHEAD_72","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE|THROWS_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_16b298db","미니밴드 사이드워크","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","LOCAL_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","ECCENTRIC_NOVELTY_ESCALATABLE|FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8354acd","바이퍼 트위스트(아래로)","TRUNK","기능성운동","ROTATION","POWER","BILATERAL","TRUNK_ROTATIONAL_POWER","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_6232f4bc","박스 스텝업","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d9e141e4","박스 점프","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","BILATERAL","HIGH_IMPACT_PLYOMETRIC","DI_CONTACT","RCV_FUNC_HIGH_IMPACT_PLYO","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HEIGHT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_149730de","발목/고관절 가동성","WHOLE_BODY","기능성운동","MOBILITY","MOBILITY","BILATERAL","MOBILITY_SPECIFIC","DI_MOBILITY_SPECIFIC","RCV_FUNC_VERY_LIGHT","RCV_JOINT_PROTECTION_SHORT","RCV_CARTILAGE_FAST_LOWER","BY_LOAD_UNIT_RECOVERY_CLASS","NO_DEBT_IF_GENTLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_3f184ef9","버피","WHOLE_BODY","기능성운동","MIXED","CONDITIONING","BILATERAL","FULL_BODY_CONDITIONING","DI_SPORT_SESSION","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_CARTILAGE_FAST_LOWER","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACT_DENSITY_OPTIONAL","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e2efd0fe","불가리안 스플릿 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_9b132c23","사이드 스텝 후 정지","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f6d43398","사이드 플랭크","TRUNK","기능성운동","CORE","SUPPORT","UNILATERAL","TRUNK_ISOMETRIC_CONTROL","DI_HOLD","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","HOLD_FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a4040be3","셔틀런","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MAX_REPEAT","DI_COD","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_TEST|NO_DOWNSHIFT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c4535de3","스캡 푸시업","UPPER","기능성운동","PUSH","STRENGTH","BILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_BODYWEIGHT_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","PAIN_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_ee378da7","스케이터 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c4ea0a2a","스킵 바운드","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL","ALTERNATING","LOW_REACTIVE_PLYOMETRIC","DI_CONTACT","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HIGH_IMPACT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c5c2fdef","스트라이드","LOWER","기능성운동","LOWER_BODY","RUNNING_DRILL","ALTERNATING","SUBMAX_RUNNING_DRILL","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SPRINT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_dd16e07a","스트레칭","WHOLE_BODY","기능성운동","MOBILITY","MOBILITY","BILATERAL","MOBILITY_GENERIC_UNRESOLVED","DI_UNRESOLVED_GENERIC","RCV_FUNC_VERY_LIGHT","RCV_JOINT_PROTECTION_SHORT","RCV_CARTILAGE_UPPER_PROXY","BY_LOAD_UNIT_RECOVERY_CLASS","NO_NUMERIC_SCORE_UNTIL_SPECIFIED|UNRESOLVED_GENERIC","UNRESOLVED_GENERIC","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c6d9efef","스플릿 스텝","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","LOW_REACTIVE_PLYOMETRIC","DI_CONTACT","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HIGH_IMPACT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8e69fc74","스플릿 스텝 리액션","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_377448a9","스플릿 스텝 후 좌우 런지","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"single_leg_rdl","싱글 레그 RDL","LOWER","기능성운동","HINGE","STRENGTH","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_85f12271","싱글 레그 박스 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_314df428","싱글 레그 홉 앤 스틱","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","UNILATERAL","HIGH_IMPACT_PLYOMETRIC","DI_CONTACT","RCV_FUNC_HIGH_IMPACT_PLYO","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HEIGHT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c1bf2aa8","안세영 참고 고강도 랠리 풋워크","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MAX_REPEAT","DI_COD","RCV_FUNC_ENDURANCE_HARD","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_TEST|NO_DOWNSHIFT","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a412dd45","앙클링","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","ALTERNATING","LOW_REACTIVE_PLYOMETRIC","DI_CONTACT","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HIGH_IMPACT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_4255e429","앞뒤 랜덤 콕줍기","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_2055b629","애질리티 래더","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_SKILL_LOW","DI_COD","RCV_FUNC_VERY_LIGHT","RCV_JOINT_PROTECTION_SHORT","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","TECHNIQUE_DOWNSHIFT_ALLOWED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8380d7fe","원암 하프 닐링 프레스","UPPER","기능성운동","PUSH","SUPPORT","UNILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f332aeab","월 드라이브","LOWER","기능성운동","LOWER_BODY","RUNNING_DRILL","ALTERNATING","SUBMAX_RUNNING_DRILL","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SPRINT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_f97a05ab","월 슬라이드","UPPER","기능성운동","SUPPORT","SUPPORT","BILATERAL","UPPER_SCAP_ROTATOR_CONTROL","DI_WEIGHTED_REP","RCV_FUNC_VERY_LIGHT","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","PAIN_OVERRIDE|SHOULDER_SYMPTOM_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_df966b45","점프 런지","LOWER","기능성운동","LOWER_BODY","SUPPORT","ALTERNATING","HIGH_IMPACT_PLYOMETRIC","DI_CONTACT","RCV_FUNC_HIGH_IMPACT_PLYO","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HEIGHT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_421ba24b","좌우 랜덤 콕줍기","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_7404067c","케틀벨 스윙","LOWER","기능성운동","POWER","POWER","BILATERAL","BALLISTIC_HINGE_POWER","DI_WEIGHTED_REP","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","MAX_INTENT_REQUIRED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a611010d","코사크 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a8385c4a","코펜하겐 플랭크","TRUNK","기능성운동","CORE","SUPPORT","UNILATERAL","TRUNK_ISOMETRIC_CONTROL","DI_HOLD","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","HOLD_FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a4350c0f","콘 드릴","LOWER","기능성운동","AGILITY","AGILITY","MULTIDIRECTIONAL","AGILITY_COD_MODERATE","DI_COD","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_LIGAMENT_FAST_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","COD_COUNT_RECOMMENDED","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_91f6958d","터키시 겟업","WHOLE_BODY","기능성운동","MIXED","SUPPORT","BILATERAL","FULL_BODY_CONTROL","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE|TECHNIQUE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a1fc4533","파머스 캐리","WHOLE_BODY","기능성운동","CARRY","SUPPORT","BILATERAL","LOADED_CARRY","DI_CARRY","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","GRIP_CONTEXT|GRIP_RPE_REQUIRED|POSTURE_QUALITY","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_99728d25","팔로프 프레스","TRUNK","기능성운동","CORE","SUPPORT","BILATERAL","TRUNK_ROTATION_CONTROLLED","DI_WEIGHTED_REP","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e465d1e9","포고 점프","LOWER","기능성운동","PLYOMETRIC","PLYOMETRIC","BILATERAL","LOW_REACTIVE_PLYOMETRIC","DI_CONTACT","RCV_FUNC_BALLISTIC_POWER","RCV_JOINT_PROTECTION_COD","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","CONTACTS_REQUIRED|HIGH_IMPACT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_a44ae2ca","플랭크","TRUNK","기능성운동","CORE","SUPPORT","BILATERAL","TRUNK_ISOMETRIC_CONTROL","DI_HOLD","RCV_FUNC_LOCAL_CONTROLLED","RCV_JOINT_PROTECTION_SHORT","RCV_SPINAL_CREEP","BY_LOAD_UNIT_RECOVERY_CLASS","HOLD_FAILURE_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d67e5761","피스톨 스쿼트","LOWER","기능성운동","LOWER_BODY","SUPPORT","UNILATERAL","COMPOUND_CONTROLLED_STRENGTH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|VELOCITY_LOSS_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_c821775c","하이니 스킵","LOWER","기능성운동","PLYOMETRIC","RUNNING_DRILL","ALTERNATING","SUBMAX_RUNNING_DRILL","DI_RUNNING","RCV_FUNC_ENDURANCE_SHORT","RCV_JOINT_PROTECTION_SHORT","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","SPRINT_ESCALATABLE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_8e1b313e","하프 닐링 원암 프레스","UPPER","기능성운동","PUSH","SUPPORT","UNILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_d79824d2","하프 닐링 케틀벨 원암 프레스","UPPER","기능성운동","PUSH","SUPPORT","UNILATERAL","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_e0759156","하프 닐링 케틀벨 프레스","UPPER","기능성운동","PUSH","SUPPORT","HALF_KNEELING","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
"ex_66e8c8c2","하프 닐링 프레스","UPPER","기능성운동","PUSH","SUPPORT","HALF_KNEELING","UPPER_OVERHEAD_PUSH","DI_WEIGHTED_REP","RCV_FUNC_COMPOUND_MODERATE","RCV_SHOULDER_SENSORIMOTOR_24","RCV_TENDON_FAST_MECHANICAL","BY_LOAD_UNIT_RECOVERY_CLASS","FAILURE_ESCALATABLE|OVERHEAD_VOLUME|SHOULDER_SYMPTOM_OVERRIDE","COMPLETE","REL-MSCP-D-INTEGRATED-0.3_UNSIDED / 전체239_통합롱"
