exerciseStableKey,exerciseNameKo,identityStatus,transferLevel,transferTypeCodes,skillTargetCodes,physicalQualityCodes,courtMovementTypeCodes,transferConfidence,sourceStableKey,inheritanceSourceStableKey,identityResolution,reviewStatus,evidenceSource,provenance,notes
ex_9b132c23,사이드 스텝 후 정지,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,ACCELERATION|DECELERATION|FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,DECELERATION|FIRST_STEP|LATERAL_MOVE|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,MEDIUM,ex_9b132c23,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_9bd6dddb,줄넘기,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_9bd6dddb,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_9f283612,원암 인클라인 덤벨 프레스,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_9f283612,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a091b9fe,원레그 레그 프레스,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_a091b9fe,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a12de111,A스킵,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_a12de111,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a12de4d2,B스킵,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_a12de4d2,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a345e30b,캡틴체어 레그 레이즈,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,CORE_BRACING,NONE,LOW,ex_a345e30b,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a3ddd8ac,라인 홉,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_a3ddd8ac,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a4040be3,셔틀런,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,LOW,ex_a4040be3,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a412dd45,앙클링,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_a412dd45,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a4350c0f,콘 드릴,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,LOW,ex_a4350c0f,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a44ae2ca,플랭크,SELECTABLE_CANONICAL,SUPPORTIVE,CORE_STABILITY_SUPPORTIVE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_a44ae2ca,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a60496be,원암 리어델트 케이블 플라이,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_a60496be,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a611010d,코사크 스쿼트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_a611010d,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a61f1e96,인클라인 덤벨 프레스,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_a61f1e96,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a61f307a,인클라인 덤벨 플라이,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_a61f307a,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a76f20b6,시티드 원암 케이블 로우,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_a76f20b6,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a8385c4a,코펜하겐 플랭크,SELECTABLE_CANONICAL,SUPPORTIVE,CORE_STABILITY_SUPPORTIVE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_a8385c4a,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_a9b52886,마운틴 클라이머,SELECTABLE_CANONICAL,GENERAL,GENERAL_CONDITIONING_SUPPORTIVE,NONE,AEROBIC_BASE|ANAEROBIC_REPEATABILITY,NONE,LOW,ex_a9b52886,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_ab468462,레그 프레스,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_ab468462,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_ab918e2b,실내 자전거,SELECTABLE_CANONICAL,GENERAL,GENERAL_CONDITIONING_SUPPORTIVE,NONE,AEROBIC_BASE|ANAEROBIC_REPEATABILITY,NONE,LOW,ex_ab918e2b,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_aca9d312,러닝 풋살,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_aca9d312,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_ae9ecdbc,배드민턴,SELECTABLE_CANONICAL,DIRECT,CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT|REACTION_DECISION_DIRECT,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|OVERHEAD_CLEAR|RALLY_TOLERANCE|SMASH,AEROBIC_BASE|ANAEROBIC_REPEATABILITY|DECELERATION|REACTIVE_AGILITY|SHOULDER_DURABILITY,FIRST_STEP|MULTI_DIRECTION|RECOVERY_STEP,HIGH,ex_ae9ecdbc,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b076570e,원암 케이블 래터럴 레이즈,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_b076570e,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b3f447be,행잉 레그 레이즈,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,CORE_BRACING,NONE,LOW,ex_b3f447be,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b4b198de,래터럴 런지,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_b4b198de,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b59bed7d,스탠딩 레그 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_b59bed7d,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b69ab702,크로스바디 해머 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_b69ab702,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b76d3f92,케이블 래터럴 레이즈,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_b76d3f92,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_b78a8f95,레그 익스텐션,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_b78a8f95,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_badminton_lesson,배드민턴 레슨,SELECTABLE_CANONICAL,DIRECT,FOOTWORK_DIRECT|OVERHEAD_HITTING_DIRECT|REACTION_DECISION_DIRECT,CHANGE_OF_DIRECTION|OVERHEAD_CLEAR|SMASH|SPLIT_STEP,REACTIVE_AGILITY|SCAPULAR_CONTROL|SHOULDER_DURABILITY,FIRST_STEP|MULTI_DIRECTION|RECOVERY_STEP,HIGH,ex_badminton_lesson,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_bb4b4276,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_bc84eb7f,6방향 랜덤 콕줍기,SELECTABLE_CANONICAL,DIRECT,FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT,DEFENSIVE_COVERAGE|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|SPLIT_STEP,DECELERATION|HIP_CONTROL|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,HIGH,ex_bc84eb7f,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c1a81cb2,로프 해머 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_c1a81cb2,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,SELECTABLE_CANONICAL,DIRECT,CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|RALLY_CONDITIONING_DIRECT,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|SPLIT_STEP,ANAEROBIC_REPEATABILITY|ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,HIGH,ex_c1bf2aa8,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c365e5e2,원암 스트레이트암 풀다운,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_c365e5e2,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c4535de3,스캡 푸시업,SELECTABLE_CANONICAL,SUPPORTIVE,SHOULDER_SCAPULAR_SUPPORTIVE,DRIVE|OVERHEAD_CLEAR|SMASH,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,ex_c4535de3,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c4ea0a2a,스킵 바운드,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_c4ea0a2a,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c5043892,프론트 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_c5043892,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c536edc2,원암 케이블 숄더프레스,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_c536edc2,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c5c2fdef,스트라이드,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE,NONE,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL,NONE,LOW,ex_c5c2fdef,,RETAINED_CANONICAL,PASS,SOURCE_WEAK_BUT_ACCEPTABLE|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c5f4c242,랜덤 비프 풋워크,SELECTABLE_CANONICAL,DIRECT,CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|REACTION_DECISION_DIRECT,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|FIRST_STEP|SPLIT_STEP,ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,HIGH,ex_c5f4c242,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c62c0716,컨센트레이션 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_c62c0716,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c6d9efef,스플릿 스텝,SELECTABLE_CANONICAL,DIRECT,CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|REACTION_DECISION_DIRECT,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|FIRST_STEP|SPLIT_STEP,ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,REACTION_RANDOM|RECOVERY_STEP,HIGH,ex_c6d9efef,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c7977dfd,6코너 풋워크 최대반복 테스트,SELECTABLE_CANONICAL,DIRECT,CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|RALLY_CONDITIONING_DIRECT,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|SPLIT_STEP,ANAEROBIC_REPEATABILITY|ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY,DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|RECOVERY_STEP,HIGH,ex_c7977dfd,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_c8bcf3ce,리버스 런지,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_c8bcf3ce,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_ca5cce66,스트레이트암 풀다운,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_ca5cce66,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_cb3c4dc2,맨몸 스쿼트,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_cb3c4dc2,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d5048362,인클라인 덤벨 컬,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,GRIP_ENDURANCE,NONE,LOW,ex_d5048362,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d5bdffe1,데드버그,SELECTABLE_CANONICAL,SUPPORTIVE,CORE_STABILITY_SUPPORTIVE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_d5bdffe1,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d60745b4,원레그 레그 익스텐션,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,ex_d60745b4,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d6726746,드롭 점프,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,ACCELERATION|DECELERATION|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY,NONE,MEDIUM,ex_d6726746,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d67e5761,피스톨 스쿼트,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY,NONE,MEDIUM,ex_d67e5761,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d7c90536,로잉머신,SELECTABLE_CANONICAL,GENERAL,GENERAL_CONDITIONING_SUPPORTIVE,NONE,AEROBIC_BASE|ANAEROBIC_REPEATABILITY,NONE,LOW,ex_d7c90536,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_d9e141e4,박스 점프,SELECTABLE_CANONICAL,SUPPORTIVE,LOWER_BODY_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP,ACCELERATION|DECELERATION|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY,NONE,MEDIUM,ex_d9e141e4,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_da56a4fe,덤벨 킥백,SELECTABLE_CANONICAL,NONE,NONE,NONE,NONE,NONE,NONE,ex_da56a4fe,,RETAINED_CANONICAL,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
ex_dc9e5953,랫풀다운,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_dc9e5953,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
