"fieldName","storageLocation","cardinality","currentProducers","currentConsumers","ofiUsage","programGenerationUsage","muscleAnalysisUsage","badmintonAnalysisUsage","connectiveTissueUsage","uiUsage","backupRestoreUsage","parsingOrSubstringInference","recommendedDisposition"
"name","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferRecommendationBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/contracts/UserExerciseAnalysisContractProjector.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueAnalysisUiModels.kt;app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt;app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt;app/src/main/java/com/training/trackplanner/CommonUi.kt;app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt;app/src/main/java/com/training/trackplanner/data/CoverageAccountingPolicy.kt;app/src/main/java/com/training/trackplanner/data/Daos.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramFoundationAnchorPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseScreen.kt;app/src/main/java/com/training/trackplanner/PlanScreen.kt;app/src/main/java/com/training/trackplanner/RecordCalendarScreen.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferChartDataBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferRecommendationBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/contracts/UserExerciseAnalysisContractProjector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/FatigueAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueDetailView.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSimpleView.kt;app/src/main/java/com/training/trackplanner/analysis/features/AnalysisExerciseDisplayNameResolver.kt;app/src/main/java/com/training/trackplanner/analysis/features/BodyweightEffectiveLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/DurationHoldLoadCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt;app/src/main/java/com/training/trackplanner/analysis/lab/BayesianTimeSeriesModels.kt;app/src/main/java/com/training/trackplanner/analysis/lab/BayesianTimeSeriesSupport.kt;app/src/main/java/com/training/trackplanner/analysis/lab/CholeskyShockIdentifier.kt;app/src/main/java/com/training/trackplanner/analysis/lab/EndogenousVariableSelector.kt;app/src/main/java/com/training/trackplanner/analysis/lab/LaggedTimeSeriesAnalyzer.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/FutureEstimatorBoundaries.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/PreparedAnalysisContext.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/PreparedEstimatorViews.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/PreparedRowAndScalingPlans.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/StrictTimeSeriesDiagnostics.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/StrictTimeSeriesIngestion.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/StrictTimeSeriesRepresentation.kt;app/src/main/java/com/training/trackplanner/analysis/lab/pipeline/StrictTimeSeriesStages.kt;app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceEstimator.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceObservationBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/FatiguePressureCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/PersistentStrengthPerformanceSummary.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPosteriorModel.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthSessionLikelihood.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueApprovalScopeHasher.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC31Validator.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC3ResearchModels.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC3ResearchValidator.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueDoseResolver.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceModels.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueExposureShadowPipeline.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataModels.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataValidator.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcResearchCatalog.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvEventLedger.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueWindowedExposureCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/trends/FatigueCompositeIndexCalculator.kt;app/src/main/java/com/training/trackplanner/AnalysisCoachUi.kt;app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt;app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt;app/src/main/java/com/training/trackplanner/CommonUi.kt;app/src/main/java/com/training/trackplanner/ConnectiveTissueAnalysisUi.kt;app/src/main/java/com/training/trackplanner/data/BackupPreflightValidator.kt;app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt;app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt;app/src/main/java/com/training/trackplanner/data/CoverageAccountingPolicy.kt;app/src/main/java/com/training/trackplanner/data/Daos.kt;app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramAutoBuilder.kt;app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt;app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateClassificationPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateInventory.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateRerankingPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramCompositionPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramCorePatternPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramDayIntensityPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramDraftModel.kt;app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramExerciseSpec.kt;app/src/main/java/com/training/trackplanner/data/ProgramFoundationAnchorPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramIssueDrivenRerankPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramPeriodizationPlanPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt;app/src/main/java/com/training/trackplanner/data/ProgramRepairPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt;app/src/main/java/com/training/trackplanner/data/ProgramScoringPolicy.kt;app/src/main/java/com/training/trackplanner/data/ProgramSelectionReasonFormatter.kt;app/src/main/java/com/training/trackplanner/data/ProgramSkeletonGenerator.kt;app/src/main/java/com/training/trackplanner/data/ProgramSlotAllocator.kt;app/src/main/java/com/training/trackplanner/data/ProgramSlotCandidateQuery.kt;app/src/main/java/com/training/trackplanner/data/ProgramTemplateCatalog.kt;app/src/main/java/com/training/trackplanner/data/ProgramVarietyPolicy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RecordMutationService.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseScreen.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt;app/src/main/java/com/training/trackplanner/PlanProgramSections.kt;app/src/main/java/com/training/trackplanner/PlanScreen.kt;app/src/main/java/com/training/trackplanner/RecordSetRow.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","YES","YES","YES","YES","YES","YES","DISPLAY_ONLY"
"needsReview","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","NO","NO","YES","YES","NO","KEEP_TYPED_AUTHORITY"
"neuralHeavyWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","YES","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"neuralSpeedWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","YES","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"overheadSwingWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","NO","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"plane","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","YES","NO","NO","YES","NO","REVIEW_REQUIRED"
"planningEligibility","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidateInventory.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","NO","YES","NO","NO","NO","YES","YES","YES","REVIEW_REQUIRED"
"primaryMuscles","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","NO","YES","YES","NO","YES","YES","NO","SPLIT_INTO_RELATIONS"
"progressMetricType","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","NO","NO","NO","YES","YES","YES","SPLIT_INTO_RELATIONS"
"recoveryDecayProfile","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/ResidualFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","NO","NO","YES","NO","YES","YES","NO","REVIEW_REQUIRED"
"rotationPowerWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","NO","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"secondaryMuscles","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","NO","YES","YES","NO","YES","YES","NO","SPLIT_INTO_RELATIONS"
"sportTransferDirect","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonTaxonomyMetrics.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","NO","NO","NO","YES","NO","REVIEW_REQUIRED"
"sportTransferSupportive","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonTaxonomyMetrics.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","NO","NO","NO","NO","NO","NO","YES","NO","REVIEW_REQUIRED"
"stabilityDemandLevel","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","NO","NO","NO","NO","NO","YES","REVIEW_REQUIRED"
"stabilityRoles","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","NO","NO","NO","NO","NO","NO","NO","NO","SPLIT_INTO_RELATIONS"
