"stableKey","exerciseName","bootstrapActivityKind","runtimeActivityKind","runtimeBadmintonTransferLevel","sportContextTags","courtMovementTypes","badmintonTransferRoles","objectiveIds","setA_currentPractice","setB_courtExposure","setC_legacyFootworkReactive","setD_legacySupport","setE_canonicalObjectiveStimulus","setF_readinessBadmintonCourtPositiveDose"
"kettlebell_goblet_squat","케틀벨 고블릿 스쿼트","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"kettlebell_halo","케틀벨 헤일로","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"kettlebell_single_leg_rdl","케틀벨 원레그 루마니안 데드리프트","EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","LOWER_BODY_SUPPORTIVE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"landmine_anti_rotation","랜드마인 안티로테이션","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE","ANTI_ROTATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"landmine_rotation","랜드마인 좌우 회전","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"lateral_bound_continuous","래터럴 바운드","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","JUMP_LANDING,RECOVERY_STEP","JUMP_LANDING","ACCELERATION|DECELERATION|FOOTWORK|REACTION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"med_ball_chest_pass","메디신볼 체스트 패스","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"med_ball_overhead_slam","메디신볼 위에서 아래로 슬램","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"med_ball_rotational_scoop_toss","메디신볼 로테이셔널 스쿱 토스","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"med_ball_rotational_slam","메디신볼 회전 아래로 슬램","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"medicine_ball_rotational_throw","메디신볼 회전 옆으로 던지기","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"medicine_ball_three_step_acceleration_throw","메디신볼 3스텝 가속 던지기","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ACCELERATION,ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ACCELERATION|FOOTWORK|ROTATION_GENERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"medicine_ball_three_step_deceleration_throw","메디신볼 3스텝 감속 던지기","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","DECELERATION,RECOVERY_STEP","DECELERATION,ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","DECELERATION|FOOTWORK|ROTATION_GENERATION","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"one_arm_gymnastic_ring_row","짐내스틱 링 원암 로우","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"one_arm_suspension_trainer_row","서스펜션 트레이너 원암 로우","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"plate_rotational_press_out","플레이트 로테이셔널 프레스아웃","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE","ANTI_ROTATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"pull_up","풀업","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"single_leg_hip_bridge","원레그 힙 브릿지","TRAINING_EXERCISE","EXERCISE","GENERAL","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"single_leg_rdl","원레그 루마니안 데드리프트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","NONE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"standing_bodyweight_calf_raise","맨몸 스탠딩 카프 레이즈","EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANKLE_CALF_SSC_SUPPORTIVE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"standing_calf_raise_machine","스탠딩 카프 레이즈 머신","EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANKLE_CALF_SSC_SUPPORTIVE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"standing_dumbbell_calf_raise","덤벨 스탠딩 카프 레이즈","EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ANKLE_CALF_SSC_SUPPORTIVE","ACCELERATION|DECELERATION|FOOTWORK","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"suspension_trainer_inverted_row","서스펜션 트레이너 인버티드 로우","EXERCISE","EXERCISE","GENERAL","NONE","NONE","GENERAL_STRENGTH_SUPPORTIVE",,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"vipr_chop","바이퍼 회전 아래로","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"vipr_rotational_lift","바이퍼 회전 위로","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"vipr_rotational_press_out","바이퍼 로테이셔널 프레스아웃","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ANTI_ROTATION|ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"vipr_step_and_rotate","바이퍼 스텝 앤 로테이트","TRAINING_EXERCISE","EXERCISE","SUPPORTIVE","NONE","NONE","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","ROTATION_GENERATION","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
