"legacyField","storageOwner","cardinality","currentConsumerModule","consumerLocation","currentRuntimeMeaning","targetLayer","targetRelation","conversionMode","derivationMode","rawSourcePresenceRule","compatibilityStatus","removalGate","parityRisk","knownIssueIds","notes"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"needsReview","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","Persisted or resolved exercise property used by shared metadata/data code","EXERCISE_IDENTITY","ExerciseIdentity","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralHeavyWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuralSpeedWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/CommonUi.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramBuilderValidation.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramDayIntensityPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramIssueDrivenRerankPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramRepairPolicy.kt","Exercise property consumed by program generation","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"neuromuscularStressLevel","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","OFI","ExerciseOfiAxisContribution_OR_ExerciseOfiDoseProfile","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"overheadSwingWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"overheadSwingWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"overheadSwingWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"overheadSwingWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"overheadSwingWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"plane","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","Persisted or resolved exercise property used by shared metadata/data code","MOVEMENT_ANATOMY","ExerciseMovementAnatomyRelation","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidateInventory.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
