displayField,canonicalCode,koreanLabel,koreanShortLabel,koreanFormalLabel,koreanDescription,koreanSearchAliases,englishLabel,englishSearchAliases,allowedLatinTokens,displayScope,reviewStatus
MOVEMENT_SUBTYPE,BADMINTON_LESSON,배드민턴 레슨,배드민턴 레슨,,배드민턴 레슨 항목을 나타내는 앱 표시 용어입니다.,,Badminton lesson,BADMINTON LESSON,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BADMINTON_OVERHEAD_POWER_TEST,30초 반복 스매시 테스트,30초 반복 스매시 테스트,,30초 반복 스매시 테스트 항목을 나타내는 앱 표시 용어입니다.,,Badminton overhead power test,BADMINTON OVERHEAD POWER TEST,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BADMINTON_SESSION,배드민턴,배드민턴,,배드민턴 항목을 나타내는 앱 표시 용어입니다.,,Badminton session,BADMINTON SESSION,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BAND_CHOP,밴드 우드찹,밴드 우드찹,,밴드 우드찹 항목을 나타내는 앱 표시 용어입니다.,,Band chop,BAND CHOP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BAND_EXTERNAL_ROTATION,밴드 외회전,밴드 외회전,,밴드 외회전 항목을 나타내는 앱 표시 용어입니다.,,Band external rotation,BAND EXTERNAL ROTATION,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BAND_LIFT,밴드 리프트,밴드 리프트,,밴드 리프트 항목을 나타내는 앱 표시 용어입니다.,,Band lift,BAND LIFT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BARBELL_BENCH_PRESS,벤치프레스,벤치프레스,,벤치프레스 항목을 나타내는 앱 표시 용어입니다.,,Barbell bench press,BARBELL BENCH PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BARBELL_OVERHEAD_PRESS,오버헤드 프레스,오버헤드 프레스,,오버헤드 프레스 항목을 나타내는 앱 표시 용어입니다.,,Barbell overhead press,BARBELL OVERHEAD PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BARBELL_ROMANIAN_DEADLIFT,루마니안 바벨 데드리프트,루마니안 바벨 데드리프트,,루마니안 바벨 데드리프트 항목을 나타내는 앱 표시 용어입니다.,,Barbell romanian deadlift,BARBELL ROMANIAN DEADLIFT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BARBELL_ROW,바벨 로우,바벨 로우,,바벨 로우 항목을 나타내는 앱 표시 용어입니다.,,Barbell row,BARBELL ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BASKETBALL_SESSION,농구,농구,,농구 항목을 나타내는 앱 표시 용어입니다.,,Basketball session,BASKETBALL SESSION,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BENCH_DIP,벤치 딥스,벤치 딥스,,벤치 딥스 항목을 나타내는 앱 표시 용어입니다.,,Bench dip,BENCH DIP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BIRD_DOG,버드독,버드독,,버드독 항목을 나타내는 앱 표시 용어입니다.,,Bird dog,BIRD DOG,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BODYWEIGHT_SQUAT,맨몸 스쿼트,맨몸 스쿼트,,맨몸 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Bodyweight squat,BODYWEIGHT SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BOUND,바운드,바운드,,바운드 항목을 나타내는 앱 표시 용어입니다.,,Bound,BOUND,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BOX_JUMP,박스 점프,박스 점프,,박스 점프 항목을 나타내는 앱 표시 용어입니다.,,Box jump,BOX JUMP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BOX_STEP_UP,박스 스텝업,박스 스텝업,,박스 스텝업 항목을 나타내는 앱 표시 용어입니다.,,Box step up,BOX STEP UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BULGARIAN_SPLIT_SQUAT,불가리안 스플릿 스쿼트,불가리안 스플릿 스쿼트,,불가리안 스플릿 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Bulgarian split squat,BULGARIAN SPLIT SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,BURPEE,버피,버피,,버피 항목을 나타내는 앱 표시 용어입니다.,,Burpee,BURPEE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,B_SKIP,B스킵,B스킵,,B스킵 항목을 나타내는 앱 표시 용어입니다.,,B skip,B SKIP,B,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_CHOP,케이블 우드찹,케이블 우드찹,,케이블 우드찹 항목을 나타내는 앱 표시 용어입니다.,,Cable chop,CABLE CHOP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_CURL,케이블 컬,케이블 컬,,케이블 컬 항목을 나타내는 앱 표시 용어입니다.,,Cable curl,CABLE CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_FLY,케이블 플라이,케이블 플라이,,케이블 플라이 항목을 나타내는 앱 표시 용어입니다.,,Cable fly,CABLE FLY,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_KICKBACK,케이블 킥백,케이블 킥백,,케이블 킥백 항목을 나타내는 앱 표시 용어입니다.,,Cable kickback,CABLE KICKBACK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_LATERAL_RAISE,케이블 래터럴 레이즈,케이블 래터럴 레이즈,,케이블 래터럴 레이즈 항목을 나타내는 앱 표시 용어입니다.,,Cable lateral raise,CABLE LATERAL RAISE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_LIFT,케이블 리프트,케이블 리프트,,케이블 리프트 항목을 나타내는 앱 표시 용어입니다.,,Cable lift,CABLE LIFT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_PULL_THROUGH,케이블 풀스루,케이블 풀스루,,케이블 풀스루 항목을 나타내는 앱 표시 용어입니다.,,Cable pull through,CABLE PULL THROUGH,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_ROW,케이블 로우,케이블 로우,,케이블 로우 항목을 나타내는 앱 표시 용어입니다.,,Cable row,CABLE ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CABLE_SINGLE_ARM_TRICEPS_PUSHDOWN,원암 케이블 트라이셉스 푸시다운,원암 케이블 트라이셉스 푸시다운,,원암 케이블 트라이셉스 푸시다운 항목을 나타내는 앱 표시 용어입니다.,,Cable single arm triceps pushdown,CABLE SINGLE ARM TRICEPS PUSHDOWN,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CAPTAINS_CHAIR_LEG_RAISE,캡틴체어 레그 레이즈,캡틴체어 레그 레이즈,,캡틴체어 레그 레이즈 항목을 나타내는 앱 표시 용어입니다.,,Captains chair leg raise,CAPTAINS CHAIR LEG RAISE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CARRY,캐리,캐리,,캐리 항목을 나타내는 앱 표시 용어입니다.,,Carry,CARRY,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CHEST_SUPPORTED_ONE_ARM_DUMBBELL_ROW,체스트 서포티드 원암 덤벨 로우,체스트 서포티드 원암 덤벨 로우,,체스트 서포티드 원암 덤벨 로우 항목을 나타내는 앱 표시 용어입니다.,,Chest supported one arm dumbbell row,CHEST SUPPORTED ONE ARM DUMBBELL ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CHEST_SUPPORTED_ONE_ARM_ROW,체스트 서포티드 원암 머신 로우,체스트 서포티드 원암 머신 로우,,체스트 서포티드 원암 머신 로우 항목을 나타내는 앱 표시 용어입니다.,,Chest supported one arm row,CHEST SUPPORTED ONE ARM ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CHEST_SUPPORTED_ROW,체스트 서포티드 로우,체스트 서포티드 로우,,체스트 서포티드 로우 항목을 나타내는 앱 표시 용어입니다.,,Chest supported row,CHEST SUPPORTED ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CHIN_UP,친업,친업,,친업 항목을 나타내는 앱 표시 용어입니다.,,Chin up,CHIN UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CLOSE_GRIP_BENCH_PRESS_TRICEPS_EMPHASIS,클로즈그립 벤치프레스,클로즈그립 벤치프레스,,클로즈그립 벤치프레스 항목을 나타내는 앱 표시 용어입니다.,,Close grip bench press triceps emphasis,CLOSE GRIP BENCH PRESS TRICEPS EMPHASIS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,COMPOUND_DIP,딥스,딥스,,딥스 항목을 나타내는 앱 표시 용어입니다.,,Compound dip,COMPOUND DIP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CONCENTRATION_CURL,컨센트레이션 컬,컨센트레이션 컬,,컨센트레이션 컬 항목을 나타내는 앱 표시 용어입니다.,,Concentration curl,CONCENTRATION CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CONE_DRILL,콘 드릴,콘 드릴,,콘 드릴 항목을 나타내는 앱 표시 용어입니다.,,Cone drill,CONE DRILL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CONVENTIONAL_DEADLIFT,데드리프트,데드리프트,,데드리프트 항목을 나타내는 앱 표시 용어입니다.,,Conventional deadlift,CONVENTIONAL DEADLIFT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,COPENHAGEN_PLANK,코펜하겐 플랭크,코펜하겐 플랭크,,코펜하겐 플랭크 항목을 나타내는 앱 표시 용어입니다.,,Copenhagen plank,COPENHAGEN PLANK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,COSSACK_SQUAT,코사크 스쿼트,코사크 스쿼트,,코사크 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Cossack squat,COSSACK SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,CROSS_BODY_HAMMER_CURL,크로스바디 해머 컬,크로스바디 해머 컬,,크로스바디 해머 컬 항목을 나타내는 앱 표시 용어입니다.,,Cross body hammer curl,CROSS BODY HAMMER CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DEAD_BUG,데드버그,데드버그,,데드버그 항목을 나타내는 앱 표시 용어입니다.,,Dead bug,DEAD BUG,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DECLINE_PUSH_UP,디클라인 푸시업,디클라인 푸시업,,디클라인 푸시업 항목을 나타내는 앱 표시 용어입니다.,,Decline push up,DECLINE PUSH UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DIAMOND_PUSH_UP,다이아몬드 푸시업,다이아몬드 푸시업,,다이아몬드 푸시업 항목을 나타내는 앱 표시 용어입니다.,,Diamond push up,DIAMOND PUSH UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DROP_JUMP,드롭 점프,드롭 점프,,드롭 점프 항목을 나타내는 앱 표시 용어입니다.,,Drop jump,DROP JUMP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_BENCH_PRESS,덤벨 벤치프레스,덤벨 벤치프레스,,덤벨 벤치프레스 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell bench press,DUMBBELL BENCH PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_CURL,덤벨 컬,덤벨 컬,,덤벨 컬 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell curl,DUMBBELL CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_KICKBACK,덤벨 킥백,덤벨 킥백,,덤벨 킥백 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell kickback,DUMBBELL KICKBACK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_LATERAL_RAISE,덤벨 래터럴 레이즈,덤벨 래터럴 레이즈,,덤벨 래터럴 레이즈 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell lateral raise,DUMBBELL LATERAL RAISE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_OVERHEAD_PRESS,덤벨 숄더프레스,덤벨 숄더프레스,,덤벨 숄더프레스 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell overhead press,DUMBBELL OVERHEAD PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_PULLOVER,덤벨 풀오버,덤벨 풀오버,,덤벨 풀오버 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell pullover,DUMBBELL PULLOVER,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_ROMANIAN_DEADLIFT,루마니안 덤벨 데드리프트,루마니안 덤벨 데드리프트,,루마니안 덤벨 데드리프트 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell romanian deadlift,DUMBBELL ROMANIAN DEADLIFT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_STEP_UP,덤벨 스텝업,덤벨 스텝업,,덤벨 스텝업 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell step up,DUMBBELL STEP UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,DUMBBELL_WOODCHOP,덤벨 우드찹,덤벨 우드찹,,덤벨 우드찹 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell woodchop,DUMBBELL WOODCHOP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,EZ_BAR_CURL,EZ바 컬,EZ바 컬,,EZ바 컬 항목을 나타내는 앱 표시 용어입니다.,,EZ bar curl,EZ BAR CURL,EZ,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FACE_PULL,페이스풀,페이스풀,,페이스풀 항목을 나타내는 앱 표시 용어입니다.,,Face pull,FACE PULL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FARMERS_CARRY,파머스 캐리,파머스 캐리,,파머스 캐리 항목을 나타내는 앱 표시 용어입니다.,,Farmers carry,FARMERS CARRY,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FLAT_DUMBBELL_FLY,플랫 덤벨 플라이,플랫 덤벨 플라이,,플랫 덤벨 플라이 항목을 나타내는 앱 표시 용어입니다.,,Flat dumbbell fly,FLAT DUMBBELL FLY,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FOOTWORK,풋워크,풋워크,,풋워크 항목을 나타내는 앱 표시 용어입니다.,,Footwork,FOOTWORK,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FOOTWORK_MAX_REPETITION_TEST_6_CORNER,6코너 풋워크 최대반복 테스트,6코너 풋워크 최대반복 테스트,,6코너 풋워크 최대반복 테스트 항목을 나타내는 앱 표시 용어입니다.,,Footwork max repetition test 6 corner,FOOTWORK MAX REPETITION TEST 6 CORNER,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FRONT_BACK_RANDOM_SHUTTLE_PICKUP,앞뒤 랜덤 콕줍기,앞뒤 랜덤 콕줍기,,앞뒤 랜덤 콕줍기 항목을 나타내는 앱 표시 용어입니다.,,Front back random shuttle pickup,FRONT BACK RANDOM SHUTTLE PICKUP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FRONT_FOOT_ELEVATED_SPLIT_SQUAT,프론트풋 엘리베이티드 스플릿 스쿼트,프론트풋 엘리베이티드 스플릿 스쿼트,,프론트풋 엘리베이티드 스플릿 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Front foot elevated split squat,FRONT FOOT ELEVATED SPLIT SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FRONT_PLANK,플랭크,플랭크,,플랭크 항목을 나타내는 앱 표시 용어입니다.,,Front plank,FRONT PLANK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,FRONT_SQUAT,프론트 스쿼트,프론트 스쿼트,,프론트 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Front squat,FRONT SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,GENERAL_STRETCHING,스트레칭,스트레칭,,스트레칭 항목을 나타내는 앱 표시 용어입니다.,,General stretching,GENERAL STRETCHING,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,GENERIC_LUNGE,런지,런지,,런지 항목을 나타내는 앱 표시 용어입니다.,,Generic lunge,GENERIC LUNGE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,GLUTE_BRIDGE,글루트 브릿지,글루트 브릿지,,글루트 브릿지 항목을 나타내는 앱 표시 용어입니다.,,Glute bridge,GLUTE BRIDGE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,GOBLET_SQUAT,고블릿 스쿼트,고블릿 스쿼트,,고블릿 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Goblet squat,GOBLET SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HACK_SQUAT,핵 스쿼트,핵 스쿼트,,핵 스쿼트 항목을 나타내는 앱 표시 용어입니다.,,Hack squat,HACK SQUAT,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HALF_KNEELING_SINGLE_ARM_DUMBBELL_PRESS,하프 닐링 원암 덤벨 프레스,하프 닐링 원암 덤벨 프레스,,하프 닐링 원암 덤벨 프레스 항목을 나타내는 앱 표시 용어입니다.,,Half kneeling single arm dumbbell press,HALF KNEELING SINGLE ARM DUMBBELL PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HALF_KNEELING_SINGLE_ARM_KETTLEBELL_PRESS,하프 닐링 원암 케틀벨 프레스,하프 닐링 원암 케틀벨 프레스,,하프 닐링 원암 케틀벨 프레스 항목을 나타내는 앱 표시 용어입니다.,,Half kneeling single arm kettlebell press,HALF KNEELING SINGLE ARM KETTLEBELL PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HAMMER_CURL,해머 컬,해머 컬,,해머 컬 항목을 나타내는 앱 표시 용어입니다.,,Hammer curl,HAMMER CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HANDSTAND_PUSH_UP,핸드스탠드 푸시업,핸드스탠드 푸시업,,핸드스탠드 푸시업 항목을 나타내는 앱 표시 용어입니다.,,Handstand push up,HANDSTAND PUSH UP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HANGING_LEG_RAISE,행잉 레그 레이즈,행잉 레그 레이즈,,행잉 레그 레이즈 항목을 나타내는 앱 표시 용어입니다.,,Hanging leg raise,HANGING LEG RAISE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HIGH_INTENSITY_RALLY_FOOTWORK,안세영 참고 고강도 랠리 풋워크,안세영 참고 고강도 랠리 풋워크,,안세영 참고 고강도 랠리 풋워크 항목을 나타내는 앱 표시 용어입니다.,,High intensity rally footwork,HIGH INTENSITY RALLY FOOTWORK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HINGE,힌지,힌지,,힌지 항목을 나타내는 앱 표시 용어입니다.,,Hinge,HINGE,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HIP_ABDUCTION_MACHINE,힙 어브덕션,힙 어브덕션,,힙 어브덕션 항목을 나타내는 앱 표시 용어입니다.,,Hip abduction machine,HIP ABDUCTION MACHINE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HIP_ADDUCTION_MACHINE_OR_CABLE,힙 어덕션,힙 어덕션,,힙 어덕션 항목을 나타내는 앱 표시 용어입니다.,,Hip adduction machine or cable,HIP ADDUCTION MACHINE OR CABLE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HIP_THRUST,힙 쓰러스트,힙 쓰러스트,,힙 쓰러스트 항목을 나타내는 앱 표시 용어입니다.,,Hip thrust,HIP THRUST,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HOLLOW_BODY_HOLD,할로우 바디 홀드,할로우 바디 홀드,,할로우 바디 홀드 항목을 나타내는 앱 표시 용어입니다.,,Hollow body hold,HOLLOW BODY HOLD,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,HOP,홉,홉,,홉 항목을 나타내는 앱 표시 용어입니다.,,Hop,HOP,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_CURL,인클라인 덤벨 컬,인클라인 덤벨 컬,,인클라인 덤벨 컬 항목을 나타내는 앱 표시 용어입니다.,,Incline dumbbell curl,INCLINE DUMBBELL CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_FLY,인클라인 덤벨 플라이,인클라인 덤벨 플라이,,인클라인 덤벨 플라이 항목을 나타내는 앱 표시 용어입니다.,,Incline dumbbell fly,INCLINE DUMBBELL FLY,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INCLINE_DUMBBELL_PRESS,인클라인 덤벨 프레스,인클라인 덤벨 프레스,,인클라인 덤벨 프레스 항목을 나타내는 앱 표시 용어입니다.,,Incline dumbbell press,INCLINE DUMBBELL PRESS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INDOOR_CYCLING,실내 자전거,실내 자전거,,실내 자전거 항목을 나타내는 앱 표시 용어입니다.,,Indoor cycling,INDOOR CYCLING,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INTERVAL_RUNNING,인터벌 러닝,인터벌 러닝,,인터벌 러닝 항목을 나타내는 앱 표시 용어입니다.,,Interval running,INTERVAL RUNNING,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,INVERTED_ROW,인버티드 로우,인버티드 로우,,인버티드 로우 항목을 나타내는 앱 표시 용어입니다.,,Inverted row,INVERTED ROW,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,ISOLATION,고립,고립,,고립 항목을 나타내는 앱 표시 용어입니다.,,Isolation,ISOLATION,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,JUMP,점프,점프,,점프 항목을 나타내는 앱 표시 용어입니다.,,Jump,JUMP,,SEARCH_ONLY,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,JUMP_LUNGE,점프 런지,점프 런지,,점프 런지 항목을 나타내는 앱 표시 용어입니다.,,Jump lunge,JUMP LUNGE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,JUMP_ROPE,줄넘기,줄넘기,,줄넘기 항목을 나타내는 앱 표시 용어입니다.,,Jump rope,JUMP ROPE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,KETTLEBELL_HALO,케틀벨 헤일로,케틀벨 헤일로,,케틀벨 헤일로 항목을 나타내는 앱 표시 용어입니다.,,Kettlebell halo,KETTLEBELL HALO,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,KETTLEBELL_SWING,케틀벨 스윙,케틀벨 스윙,,케틀벨 스윙 항목을 나타내는 앱 표시 용어입니다.,,Kettlebell swing,KETTLEBELL SWING,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LANDMINE_ANTI_ROTATION,랜드마인 안티로테이션,랜드마인 안티로테이션,,랜드마인 안티로테이션 항목을 나타내는 앱 표시 용어입니다.,,Landmine anti rotation,LANDMINE ANTI ROTATION,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LANDMINE_ROTATION,랜드마인 좌우 회전,랜드마인 좌우 회전,,랜드마인 좌우 회전 항목을 나타내는 앱 표시 용어입니다.,,Landmine rotation,LANDMINE ROTATION,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_BOUND_CONTINUOUS,래터럴 바운드,래터럴 바운드,,래터럴 바운드 항목을 나타내는 앱 표시 용어입니다.,,Lateral bound continuous,LATERAL BOUND CONTINUOUS,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_BOUND_TO_STICK,래터럴 바운드 투 스틱,래터럴 바운드 투 스틱,,래터럴 바운드 투 스틱 항목을 나타내는 앱 표시 용어입니다.,,Lateral bound to stick,LATERAL BOUND TO STICK,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_DECELERATION_STOP,사이드 스텝 후 정지,사이드 스텝 후 정지,,사이드 스텝 후 정지 항목을 나타내는 앱 표시 용어입니다.,,Lateral deceleration stop,LATERAL DECELERATION STOP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_LUNGE,래터럴 런지,래터럴 런지,,래터럴 런지 항목을 나타내는 앱 표시 용어입니다.,,Lateral lunge,LATERAL LUNGE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_RANDOM_SHUTTLE_PICKUP,좌우 랜덤 콕줍기,좌우 랜덤 콕줍기,,좌우 랜덤 콕줍기 항목을 나타내는 앱 표시 용어입니다.,,Lateral random shuttle pickup,LATERAL RANDOM SHUTTLE PICKUP,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LATERAL_STEP_DOWN,래터럴 스텝다운,래터럴 스텝다운,,래터럴 스텝다운 항목을 나타내는 앱 표시 용어입니다.,,Lateral step down,LATERAL STEP DOWN,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LAT_PULLDOWN,랫풀다운,랫풀다운,,랫풀다운 항목을 나타내는 앱 표시 용어입니다.,,Lat pulldown,LAT PULLDOWN,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LEANING_LATERAL_RAISE,리닝 래터럴 레이즈,리닝 래터럴 레이즈,,리닝 래터럴 레이즈 항목을 나타내는 앱 표시 용어입니다.,,Leaning lateral raise,LEANING LATERAL RAISE,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LEG_CURL,레그 컬,레그 컬,,레그 컬 항목을 나타내는 앱 표시 용어입니다.,,Leg curl,LEG CURL,,PRODUCTION,APPROVED_RESEARCHED
MOVEMENT_SUBTYPE,LEG_EXTENSION,레그 익스텐션,레그 익스텐션,,레그 익스텐션 항목을 나타내는 앱 표시 용어입니다.,,Leg extension,LEG EXTENSION,,PRODUCTION,APPROVED_RESEARCHED
