stableKey,exerciseName,identityStatus,sourceStableKey,lineageType,selectable,historyTreatment,movementPattern,jointAction,movementEvent,kineticChain,stabilityDemandLevel,mobilityDemandLevel,equipmentRequirementModel,equipmentCodes,equipmentRequirementGroupId,sourceOrigin,mappingConfidence,identityDecisionStatus,reviewStatus,analysisInheritance,evidence,provenance
ex_728da646,힙 어브덕션,SELECTABLE_CANONICAL,ex_728da646,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,HIP_ABDUCTION|HIP_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,HIP_ABDUCTION_MACHINE,eqreq_ex_728da646,WORKBOOK_CANONICAL,LOW,,REVIEW_REQUIRED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_72f11dc5,덤벨 리스트 익스텐션,SELECTABLE_CANONICAL,ex_72f11dc5,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,WRIST_EXTENSION|WRIST_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_72f11dc5,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_73b0b63f,아처 푸시업,SELECTABLE_CANONICAL,ex_73b0b63f,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,CLOSED_CHAIN,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_7404067c,케틀벨 스윙,SELECTABLE_CANONICAL,ex_7404067c,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HINGE|SWING,HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,,MODERATE,MODERATE,SINGLE,KETTLEBELL,eqreq_ex_7404067c,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_74c2d13b,계단 오르기,SELECTABLE_CANONICAL,ex_74c2d13b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,,,MODERATE,MODERATE,SINGLE,STAIRS,eqreq_ex_74c2d13b,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_752b45ae,멀티셔틀 풋워크,SELECTABLE_CANONICAL,ex_752b45ae,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,SINGLE,SHUTTLECOCKS,eqreq_ex_752b45ae,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_767e188e,아놀드 프레스,SELECTABLE_CANONICAL,ex_767e188e,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,HIGH,SINGLE,DUMBBELL,eqreq_ex_767e188e,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_7814843a,원암 덤벨 숄더프레스,SELECTABLE_CANONICAL,ex_7814843a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,HIGH,SINGLE,DUMBBELL,eqreq_ex_7814843a,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_79f3bdbe,덤벨 숄더프레스,SELECTABLE_CANONICAL,ex_79f3bdbe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,HIGH,SINGLE,DUMBBELL,eqreq_ex_79f3bdbe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,SELECTABLE_CANONICAL,ex_7ce96a7a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,HIGH,ALL_REQUIRED,BOX_STEP|DUMBBELL,eqreq_ex_7ce96a7a,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_7deabeba,리어델트 케이블 플라이,SELECTABLE_CANONICAL,ex_7deabeba,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_7deabeba,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_85b2ac56,원암 덤벨 컬,SELECTABLE_CANONICAL,ex_85b2ac56,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_85b2ac56,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_85f12271,원레그 박스 스쿼트,SELECTABLE_CANONICAL,ex_85f12271,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,ALL_REQUIRED,BENCH|BOX_STEP,eqreq_ex_85f12271,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_86323ed6,원암 해머 컬,SELECTABLE_CANONICAL,ex_86323ed6,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_86323ed6,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_8633d8db,EZ바 컬,SELECTABLE_CANONICAL,ex_8633d8db,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,EZ_BAR,eqreq_ex_8633d8db,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_8824026f,원레그 레그 컬,SELECTABLE_CANONICAL,ex_8824026f,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,KNEE_EXTENSION|KNEE_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,LEG_CURL_MACHINE,eqreq_ex_8824026f,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_8a3800f1,리버스 노르딕 컬,SELECTABLE_CANONICAL,ex_8a3800f1,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,LOW,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_8e18b02a,리버스 리스트 컬,HISTORY_ONLY_GENERIC,ex_8e18b02a,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,,,,,,HISTORICAL_GENERIC,바벨|덤벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e18b02a
ex_8e4bf08e,Yates Row,SELECTABLE_CANONICAL,ex_8e4bf08e,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,MODERATE,SINGLE,BARBELL,eqreq_ex_8e4bf08e,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_8e51640a,체스트 서포티드 로우,HISTORY_ONLY_GENERIC,ex_8e51640a,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION,,,,,,HISTORICAL_GENERIC,머신|벤치,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_8e51640a
ex_8e69fc74,스플릿 스텝 리액션,SELECTABLE_CANONICAL,ex_8e69fc74,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP|STEP,,CHANGE_OF_DIRECTION|LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_91b749b3,플랫 덤벨 플라이,SELECTABLE_CANONICAL,ex_91b749b3,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_91b749b3,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_91d8430b,30초 반복 스매시 테스트,SELECTABLE_CANONICAL,ex_91d8430b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION|STRIKE,ELBOW_EXTENSION|ELBOW_FLEXION|FOREARM_PRONATION|FOREARM_SUPINATION|SHOULDER_EXTENSION|SHOULDER_FLEXION|SHOULDER_INTERNAL_ROTATION|THORACIC_ROTATION,,,MODERATE,MODERATE,ALL_REQUIRED,BADMINTON_RACKET|SHUTTLECOCKS,eqreq_ex_91d8430b,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_91f6958d,터키시 겟업,SELECTABLE_CANONICAL,ex_91f6958d,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION|SHOULDER_EXTENSION|SHOULDER_FLEXION|THORACIC_ROTATION,,,HIGH,HIGH,SINGLE,KETTLEBELL,eqreq_ex_91f6958d,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_93538692,덤벨 래터럴 레이즈,SELECTABLE_CANONICAL,ex_93538692,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_93538692,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_95028bfe,덤벨 리스트 컬,SELECTABLE_CANONICAL,ex_95028bfe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,WRIST_EXTENSION|WRIST_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_95028bfe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_99728d25,팔로프 프레스,HISTORY_ONLY_GENERIC,ex_99728d25,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,CORE_STABILITY|ANTI_ROTATION|TRUNK_CONTROL_SUPPORT,,,,,,HISTORICAL_GENERIC,케이블|밴드,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_99728d25
ex_9b132c23,사이드 스텝 후 정지,SELECTABLE_CANONICAL,ex_9b132c23,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|SHUFFLE_CHASSE|STEP,,CHANGE_OF_DIRECTION|DECELERATION|STABILIZATION,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_9bd6dddb,줄넘기,SELECTABLE_CANONICAL,ex_9bd6dddb,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,SINGLE,JUMP_ROPE,eqreq_ex_9bd6dddb,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_9f283612,원암 인클라인 덤벨 프레스,SELECTABLE_CANONICAL,ex_9f283612,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,HIGH,MODERATE,ALL_REQUIRED,BENCH|DUMBBELL,eqreq_ex_9f283612,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_REQUIRED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a091b9fe,원레그 레그 프레스,SELECTABLE_CANONICAL,ex_a091b9fe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,LEG_PRESS_MACHINE,eqreq_ex_a091b9fe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a12de111,A스킵,SELECTABLE_CANONICAL,ex_a12de111,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT,,,,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a12de4d2,B스킵,SELECTABLE_CANONICAL,ex_a12de4d2,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT,,,,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a1fc4533,파머스 캐리,HISTORY_ONLY_GENERIC,ex_a1fc4533,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,LOADED_CARRY|GRIP_SUPPORT|TRUNK_STABILITY_SUPPORT|GAIT_STABILITY,,,,,,HISTORICAL_GENERIC,덤벨|케틀벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_a1fc4533
ex_a345e30b,캡틴체어 레그 레이즈,SELECTABLE_CANONICAL,ex_a345e30b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_FLEXION,HIP_EXTENSION|HIP_FLEXION|LUMBAR_EXTENSION|LUMBAR_FLEXION|THORACIC_EXTENSION|THORACIC_FLEXION,,OPEN_CHAIN,MODERATE,LOW,SINGLE,CAPTAINS_CHAIR,eqreq_ex_a345e30b,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a3ddd8ac,라인 홉,SELECTABLE_CANONICAL,ex_a3ddd8ac,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a4040be3,셔틀런,SELECTABLE_CANONICAL,ex_a4040be3,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a412dd45,앙클링,SELECTABLE_CANONICAL,ex_a412dd45,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP|GAIT,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a4350c0f,콘 드릴,SELECTABLE_CANONICAL,ex_a4350c0f,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT|STEP,,ACCELERATION|CHANGE_OF_DIRECTION|DECELERATION,,HIGH,MODERATE,SINGLE,CONE_MARKER,eqreq_ex_a4350c0f,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a44ae2ca,플랭크,SELECTABLE_CANONICAL,ex_a44ae2ca,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,,,CLOSED_CHAIN,HIGH,LOW,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a60496be,원암 리어델트 케이블 플라이,SELECTABLE_CANONICAL,ex_a60496be,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_a60496be,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a611010d,코사크 스쿼트,SELECTABLE_CANONICAL,ex_a611010d,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,HIGH,SINGLE,KETTLEBELL,eqreq_ex_a611010d,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a61f1e96,인클라인 덤벨 프레스,SELECTABLE_CANONICAL,ex_a61f1e96,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,MODERATE,MODERATE,ALL_REQUIRED,BENCH|DUMBBELL,eqreq_ex_a61f1e96,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_REQUIRED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a61f307a,인클라인 덤벨 플라이,SELECTABLE_CANONICAL,ex_a61f307a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,OPEN_CHAIN,LOW,LOW,ALL_REQUIRED,BENCH|DUMBBELL,eqreq_ex_a61f307a,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a76f20b6,시티드 원암 케이블 로우,SELECTABLE_CANONICAL,ex_a76f20b6,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,MODERATE,SINGLE,CABLE,eqreq_ex_a76f20b6,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a8385c4a,코펜하겐 플랭크,SELECTABLE_CANONICAL,ex_a8385c4a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,,,CLOSED_CHAIN,HIGH,LOW,SINGLE,BENCH,eqreq_ex_a8385c4a,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a9b52886,마운틴 클라이머,SELECTABLE_CANONICAL,ex_a9b52886,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_a9e8859c,오버헤드 트라이셉스 익스텐션,HISTORY_ONLY_GENERIC,ex_a9e8859c,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|OVERHEAD_ELBOW_EXTENSION|LONG_HEAD_TRICEPS,,,,,,HISTORICAL_GENERIC,덤벨|케이블,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_a9e8859c
ex_ab468462,레그 프레스,SELECTABLE_CANONICAL,ex_ab468462,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,LEG_PRESS_MACHINE,eqreq_ex_ab468462,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_ab918e2b,실내 자전거,SELECTABLE_CANONICAL,ex_ab918e2b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,,,,LOW,LOW,SINGLE,STATIONARY_BIKE,eqreq_ex_ab918e2b,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
