"exerciseName","stableKey","field","sourceColumn","oldValue","newValue","decisionCategory","reason"
"축구","ex_1a4bbdcf","redundancyGroup","redundancyGroup","OTHER_SPORT_SESSION_RECORDS_REVIEW","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Duplicate suppression is not applicable to a non-program row."
"축구","ex_1a4bbdcf","progressMetricType","progressMetricType","TIME_OR_DISTANCE","SESSION_DURATION","DERIVE_FROM_CURRENT_METADATA","Sport sessions use duration; explicit tests use count-based metrics."
"테니스","ex_2f3b56d0","programSlot","programSlot","NOT_PROGRAM_SELECTABLE","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Non-program sport-session or analysis-only row."
"테니스","ex_2f3b56d0","redundancyGroup","redundancyGroup","OTHER_SPORT_SESSION_RECORDS_REVIEW","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Duplicate suppression is not applicable to a non-program row."
"테니스","ex_2f3b56d0","progressMetricType","progressMetricType","TIME_OR_DISTANCE","SESSION_DURATION","DERIVE_FROM_CURRENT_METADATA","Sport sessions use duration; explicit tests use count-based metrics."
"줄넘기","ex_9bd6dddb","programSlot","programSlot","ANKLE_SSC_CONDITIONING_REVIEW","ANKLE_SSC_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Approved program role retained without the REVIEW suffix."
"줄넘기","ex_9bd6dddb","redundancyGroup","redundancyGroup","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","ANKLE_STIFFNESS_SSC_CONDITIONING","NORMALIZE_TO_APPROVED_TEMPLATE","Approved duplicate-suppression group retained without the REVIEW suffix."
"B-스탠스 RDL","ex_201f6426","strengthProgressionGroup","strengthProgressionGroup","","SINGLE_LEG_HINGE_STABILITY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"EZ바 컬","ex_8633d8db","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"Yates Row","ex_8e4bf08e","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"글루트 브릿지","ex_389920ab","strengthProgressionGroup","strengthProgressionGroup","","HIP_THRUST_GLUTE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"네거티브 풀업","ex_e4f911bb","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"다이아몬드 푸시업","ex_debf6a8b","strengthProgressionGroup","strengthProgressionGroup","","BODYWEIGHT_HORIZONTAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"덤벨 래터럴 레이즈","ex_93538692","strengthProgressionGroup","strengthProgressionGroup","","LATERAL_DELTOID_ISOLATION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"덤벨 루마니안 데드리프트","ex_9523db82","strengthProgressionGroup","strengthProgressionGroup","","DUMBBELL_RDL_HINGE_ACCESSORY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"덤벨 컬","ex_281347da","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"덤벨 킥백","ex_da56a4fe","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_EXTENSION_TRICEPS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"덤벨 풀오버","ex_708e64ce","strengthProgressionGroup","strengthProgressionGroup","","PULLOVER_LAT_CHEST_ACCESSORY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"데드리프트","barbell_deadlift","strengthProgressionGroup","strengthProgressionGroup","","HEAVY_HINGE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"디클라인 푸시업","ex_fb67af37","strengthProgressionGroup","strengthProgressionGroup","","BODYWEIGHT_HORIZONTAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"딥스","ex_6463edad","strengthProgressionGroup","strengthProgressionGroup","","DIP_COMPOUND_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"라잉 트라이셉스 익스텐션","ex_d20b7487","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_EXTENSION_TRICEPS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"래터럴 런지","ex_b4b198de","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"랫풀다운","ex_dc9e5953","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"런지","ex_64644b5e","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"로프 해머 컬","ex_c1a81cb2","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"루마니안 데드리프트","ex_d2bb7946","strengthProgressionGroup","strengthProgressionGroup","","HEAVY_HINGE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리닝 래터럴 레이즈","ex_70f19bf","strengthProgressionGroup","strengthProgressionGroup","","LATERAL_DELTOID_ISOLATION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리버스 노르딕 컬","ex_8a3800f1","strengthProgressionGroup","strengthProgressionGroup","","QUAD_ECCENTRIC_KNEE_DOMINANT","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리버스 런지","ex_c8bcf3ce","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리버스 컬","ex_dd2f732e","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리어델트 케이블 플라이","ex_7deabeba","strengthProgressionGroup","strengthProgressionGroup","","POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리어델트 플라이","ex_7176cbee","strengthProgressionGroup","strengthProgressionGroup","","POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"리어풋 엘리베이티드 스플릿 스쿼트","ex_bb728af2","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"링 로우","ex_282a9d87","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"메도우즈 로우","ex_f459ad2a","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"바벨 로우","ex_de46b7f6","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"밴드 외회전","ex_e8ff8cfa","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"벤치 딥스","ex_deca2b61","strengthProgressionGroup","strengthProgressionGroup","","DIP_TRICEPS_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"벤치프레스","barbell_bench_press","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PUSH_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스미스 머신 런지","ex_1052e9fa","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스미스 머신 스쿼트","ex_fa3416f6","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_HEAVY_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스캡 풀업","ex_e1894690","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스쿼트","barbell_back_squat","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_HEAVY_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스탠딩 카프 레이즈","ex_bd072cd","strengthProgressionGroup","strengthProgressionGroup","","CALF_ACHILLES_ANKLE_STIFFNESS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스파이더 컬","ex_516f4456","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"스플릿 스쿼트","ex_f2a79d37","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"시티드 원암 케이블 로우","ex_a76f20b6","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"시티드 카프 레이즈","ex_5c8751d2","strengthProgressionGroup","strengthProgressionGroup","","CALF_ACHILLES_ANKLE_STIFFNESS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"싱글 레그 글루트 브릿지","ex_5715d6ca","strengthProgressionGroup","strengthProgressionGroup","","HIP_THRUST_GLUTE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"싱글 레그 카프 레이즈","ex_5ca7133f","strengthProgressionGroup","strengthProgressionGroup","","CALF_ACHILLES_ANKLE_STIFFNESS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"싱글 레그 힙 쓰러스트","ex_d634055c","strengthProgressionGroup","strengthProgressionGroup","","HIP_THRUST_GLUTE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"아처 푸시업","ex_73b0b63f","strengthProgressionGroup","strengthProgressionGroup","","BODYWEIGHT_HORIZONTAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","strengthProgressionGroup","strengthProgressionGroup","","OVERHEAD_TRICEPS_LONG_HEAD","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"워킹 런지","ex_e3715c0b","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원레그 핵 스쿼트","ex_f1d31d3d","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_HEAVY_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 덤벨 RDL","ex_e0b1e364","strengthProgressionGroup","strengthProgressionGroup","","SINGLE_LEG_HINGE_STABILITY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 덤벨 로우","ex_30a0e9aa","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 덤벨 벤치프레스","ex_389e0556","strengthProgressionGroup","strengthProgressionGroup","","UNILATERAL_HORIZONTAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","strengthProgressionGroup","strengthProgressionGroup","","OVERHEAD_TRICEPS_LONG_HEAD","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 덤벨 컬","ex_85b2ac56","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 랫풀다운","ex_32eb8457","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 로우","ex_e3487166","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 리어델트 케이블 플라이","ex_a60496be","strengthProgressionGroup","strengthProgressionGroup","","POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 머신 로우","ex_33d2da8e","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 인버티드 로우","ex_d9084b5e","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 인클라인 덤벨 프레스","ex_9f283612","strengthProgressionGroup","strengthProgressionGroup","","UNILATERAL_INCLINE_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 케이블 래터럴 레이즈","ex_b076570e","strengthProgressionGroup","strengthProgressionGroup","","LATERAL_DELTOID_ISOLATION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 케이블 컬","ex_3d5719de","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 케이블 트라이셉스 푸시다운","ex_5322f2d1","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_EXTENSION_TRICEPS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 케이블 하이 로우","ex_40fa57be","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"원암 해머 컬","ex_86323ed6","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"인버티드 로우","ex_e159d15a","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"인클라인 덤벨 컬","ex_d5048362","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"중량 친업","ex_e41e8dcf","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"중량 풀업","ex_e41f4c2b","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"체스트 서포티드 로우","ex_8e51640a","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"체스트 서포티드 원암 로우","ex_462c760e","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"친업","ex_6466fe77","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"카프 레이즈","ex_f892893e","strengthProgressionGroup","strengthProgressionGroup","","CALF_ACHILLES_ANKLE_STIFFNESS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"컨센트레이션 컬","ex_c62c0716","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 래터럴 레이즈","ex_b76d3f92","strengthProgressionGroup","strengthProgressionGroup","","LATERAL_DELTOID_ISOLATION","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 로우","ex_fa31f7a6","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 원암 로우","ex_3c3692aa","strengthProgressionGroup","strengthProgressionGroup","","HORIZONTAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 원암 트라이셉스 익스텐션","ex_eb636bac","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_EXTENSION_TRICEPS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 컬","ex_e709eeda","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"케이블 풀스루","ex_4c76dbb2","strengthProgressionGroup","strengthProgressionGroup","","HIP_EXTENSION_ACCESSORY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"크로스바디 해머 컬","ex_b69ab702","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"클로즈그립 벤치프레스","ex_27b3deb5","strengthProgressionGroup","strengthProgressionGroup","","CLOSE_GRIP_BENCH_TRICEPS_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"킥스탠스 RDL","ex_885b629","strengthProgressionGroup","strengthProgressionGroup","","SINGLE_LEG_HINGE_STABILITY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"트라이셉스 푸시다운","ex_fa570291","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_EXTENSION_TRICEPS","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"파이크 푸시업","ex_3caa236b","strengthProgressionGroup","strengthProgressionGroup","","BODYWEIGHT_VERTICAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"페이스풀","face_pull","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"푸시업","ex_28902b13","strengthProgressionGroup","strengthProgressionGroup","","BODYWEIGHT_HORIZONTAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"풀업","pull_up","strengthProgressionGroup","strengthProgressionGroup","","VERTICAL_PULL_COMPOUND","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"프론트 스쿼트","ex_c5043892","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_HEAVY_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","strengthProgressionGroup","strengthProgressionGroup","","LUNGE_UNILATERAL_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"프리처 컬","ex_e994008a","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"해머 컬","ex_2892da5a","strengthProgressionGroup","strengthProgressionGroup","","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"핵 스쿼트","ex_e9e97659","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_HEAVY_LOWER","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"핸드스탠드 푸시업","ex_fa2e73b3","strengthProgressionGroup","strengthProgressionGroup","","HANDSTAND_VERTICAL_PUSH","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"힙 쓰러스트","ex_721f7b5b","strengthProgressionGroup","strengthProgressionGroup","","HIP_THRUST_GLUTE","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"30초 반복 스매시 테스트","ex_91d8430b","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"6방향 랜덤 콕줍기","ex_bc84eb7f","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"6코너 섀도우 풋워크","ex_33841b88","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"A스킵","ex_a12de111","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"B스킵","ex_a12de4d2","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"가벼운 콕줍기","ex_216351a1","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"고블릿 스쿼트","ex_ac7df636","strengthProgressionGroup","strengthProgressionGroup","","SQUAT_PATTERN_ACCESSORY","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"노르딕 햄스트링 컬","ex_1cf51b6b","strengthProgressionGroup","strengthProgressionGroup","","NORDIC_HAMSTRING_ECCENTRIC","DERIVE_FROM_CURRENT_METADATA","For this ordinary strength/accessory row, the resolved redundancy group also defines the progression comparison cohort."
"드롭 점프","ex_d6726746","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"라인 홉","ex_a3ddd8ac","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
"래터럴 바운드","ex_34e7d21","strengthProgressionGroup","strengthProgressionGroup","","NOT_APPLICABLE","NORMALIZE_TO_NOT_APPLICABLE","Sport, test, mobility, prehab, conditioning, or non-strength skill row."
