"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","originalManualReviewRequired","originalSourceIdIssue","originalReasons","individualJudgement","familyJudgement","judgementPriority","rowManualReviewRequired","sourceReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","recommendedFamilyCorrection","recommendedSourceAction","recommendedNextAction","safeForTemplateDefault","safeForSeedMutation","notes"
"원암 로우","ex_e3487166","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"원암 리어델트 케이블 플라이","ex_a60496be","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_HORIZONTAL_ABDUCTION|REAR_DELTOID_ISOLATION|SHOULDER_ACCESSORY|SCAPULAR_RETRACTION|UNILATERAL_UPPER","LATERAL_RAISE_REAR_DELT_RAISE_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절 또는 세부분리 필요","P1","YES","YES","NO","NO","NO","NO","NO","","source 검토 적절","자동 반영하지 말고 subtype/template 확인.","PARTIAL","NO","중간 신뢰도라 row-level review가 맞다."
"원암 머신 로우","ex_33d2da8e","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"원암 스트레이트암 풀다운","ex_c365e5e2","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","YES","NO","NO","NO","NO","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY_REVIEW","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","NO","CANDIDATE","원암 변형도 face pull 계열이 아니다. 광배근/어깨신전 보조로 분리해야 한다."
"원암 인버티드 로우","ex_d9084b5e","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER|CORE_STABILITY_SUPPORT","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"원암 인클라인 덤벨 프레스","ex_9f283612","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH|UNILATERAL_UPPER|ANTI_ROTATION_SUPPORT","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"원암 케이블 래터럴 레이즈","ex_b076570e","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=SHOULDER_ABDUCTION|SHOULDER_ISOLATION|SHOULDER_ACCESSORY|UNILATERAL_UPPER","LATERAL_RAISE_REAR_DELT_RAISE_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"원암 케이블 숄더프레스","ex_c536edc2","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"원암 케이블 컬","ex_3d5719de","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|UNILATERAL_UPPER","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"원암 케이블 트라이셉스 푸시다운","ex_5322f2d1","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"원암 케이블 플라이","ex_442617f6","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"원암 케이블 하이 로우","ex_40fa57be","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"원암 해머 컬","ex_86323ed6","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS|UNILATERAL_UPPER","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"월싯","ex_64661229","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","YES","NO","LOW_OR_MEDIUM_FAMILY_CONFIDENCE","수동검토 적절","세부분리 필요","P1","YES","NO","YES","NO","NO","NO","NO","KNEE_DOMINANT_ISOMETRIC_REVIEW","해당 없음","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","레그프레스/머신 계열보다 무릎우세 등척성 하체 보조로 분리하는 편이 정확하다."
"인버티드 로우","ex_e159d15a","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|CORE_STABILITY_SUPPORT","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"인클라인 덤벨 컬","ex_d5048362","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"인클라인 덤벨 프레스","ex_a61f1e96","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"인클라인 덤벨 플라이","ex_a61f307a","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"중량 친업","ex_e41e8dcf","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"중량 풀업","ex_e41f4c2b","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"체스트 서포티드 로우","ex_8e51640a","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"체스트 서포티드 원암 로우","ex_462c760e","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"친업","ex_6466fe77","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"카프 레이즈","ex_f892893e","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 카프/발목 계열에 badminton lunge source만 쓰는 것은 약하므로 추후 ankle/SSC 근거 보강이 좋다."
"캡틴체어 레그 레이즈","ex_a345e30b","category=근력운동; movement_category=ACCESSORY; force_type=CORE; movement_pattern=CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","YES","NO","LOW_OR_MEDIUM_FAMILY_CONFIDENCE","수동검토 적절","세부분리 필요","P1","YES","NO","YES","NO","NO","NO","NO","CORE_FLEXION_HIP_FLEXOR_REVIEW","해당 없음","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","복부 굴곡/고관절 굴곡 계열로 세부 템플릿 분리가 필요하다."
"컨센트레이션 컬","ex_c62c0716","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"케이블 래터럴 레이즈","ex_b76d3f92","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=SHOULDER_ABDUCTION|SHOULDER_ISOLATION|SHOULDER_ACCESSORY","LATERAL_RAISE_REAR_DELT_RAISE_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"케이블 로우","ex_fa31f7a6","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"케이블 원암 로우","ex_3c3692aa","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW","수동검토 적절","대체로 적절","P1","YES","YES","NO","NO","NO","NO","NO","","row subtype source 검토 적절","inverted row 근거를 전체 row 변형에 자동 일반화하지 말고 subtype별로 검토.","PARTIAL","NO","ROW family는 맞지만 Snarr/Esco 근거를 바벨/케이블/원암 로우에 그대로 쓰면 안 된다."
"케이블 원암 트라이셉스 익스텐션","ex_eb636bac","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"케이블 컬","ex_e709eeda","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"케이블 킥백","ex_fa34ddfe","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=HIP_EXTENSION|GLUTE_ISOLATION|POSTERIOR_CHAIN_ACCESSORY|UNILATERAL_LOWER","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","SOURCE_REVIEW","수동검토 적절","세부분리 필요","P1","YES","YES","YES","NO","NO","NO","NO","GLUTE_ISOLATION_ACCESSORY_REVIEW","source 검토 적절","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","힙쓰러스트/브릿지 계열의 자동 템플릿보다 둔근 고립 보조로 분리하는 편이 안전하다."
"케이블 풀스루","ex_4c76dbb2","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH","DEADLIFT_HINGE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"케이블 플라이","ex_4c779df2","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"크로스바디 해머 컬","ex_b69ab702","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
"클로즈그립 벤치프레스","ex_27b3deb5","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"킥스탠스 RDL","ex_885b629","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","DEADLIFT_HINGE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"트라이셉스 푸시다운","ex_fa570291","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","BICEPS_TRICEPS_ISOLATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. 단, E_BADMINTON_INJURY source는 배드민턴 grip/상지 support 보조 근거로만 두고 arm isolation의 주근거로 쓰면 안 된다."
