"exerciseName","stableKey","field","oldValue","newValue","decisionType","reason"
"핵 스쿼트","ex_e9e97659","ligamentJointStabilityStressTags","KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"힙 쓰러스트","ex_721f7b5b","secondaryStressTags","GLUTE_LOAD/HAMSTRING_LOAD/HIP_CONTROL_LOAD/CORE_BRACING_LOAD","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"힙 쓰러스트","ex_721f7b5b","ligamentJointStabilityStressTags","HIP_ROTATIONAL_CONTROL_STRESS/LUMBOPELVIC_CONTROL_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"30초 반복 스매시 테스트","ex_91d8430b","badmintonTransferType","OVERHEAD_HITTING_DIRECT/RALLY_CONDITIONING_DIRECT","OVERHEAD_HITTING_DIRECT|RALLY_CONDITIONING_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"30초 반복 스매시 테스트","ex_91d8430b","badmintonSkillTargets","SMASH/RALLY_TOLERANCE","SMASH|RALLY_TOLERANCE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"30초 반복 스매시 테스트","ex_91d8430b","badmintonPhysicalQualities","SHOULDER_DURABILITY/GRIP_ENDURANCE/ANAEROBIC_REPEATABILITY","SHOULDER_DURABILITY|GRIP_ENDURANCE|ANAEROBIC_REPEATABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"30초 반복 스매시 테스트","ex_91d8430b","cognitiveStressTags","TECHNICAL_CONCENTRATION_LOAD/MOTOR_LEARNING_LOAD","TECHNICAL_CONCENTRATION_LOAD|MOTOR_LEARNING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"30초 반복 스매시 테스트","ex_91d8430b","sportContextTags","BADMINTON_OVERHEAD_TEST/BADMINTON_DIRECT_TRANSFER","BADMINTON_OVERHEAD_TEST|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6방향 랜덤 콕줍기","ex_bc84eb7f","badmintonTransferType","FOOTWORK_DIRECT/LUNGE_REACH_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6방향 랜덤 콕줍기","ex_bc84eb7f","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/FRONT_COURT_LUNGE/LATERAL_LUNGE/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6방향 랜덤 콕줍기","ex_bc84eb7f","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/SINGLE_LEG_STABILITY/HIP_CONTROL","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6방향 랜덤 콕줍기","ex_bc84eb7f","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6방향 랜덤 콕줍기","ex_bc84eb7f","sportContextTags","BADMINTON_LUNGE_REACH/BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 섀도우 풋워크","ex_33841b88","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 섀도우 풋워크","ex_33841b88","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 섀도우 풋워크","ex_33841b88","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 섀도우 풋워크","ex_33841b88","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 섀도우 풋워크","ex_33841b88","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/RALLY_CONDITIONING_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","badmintonSkillTargets","SPLIT_STEP/CHANGE_OF_DIRECTION/MULTI_SHUTTLE_ENDURANCE/RALLY_TOLERANCE/DEFENSIVE_COVERAGE","SPLIT_STEP|CHANGE_OF_DIRECTION|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY/ANAEROBIC_REPEATABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY|ANAEROBIC_REPEATABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","sportContextTags","BADMINTON_MULTI_SHUTTLE/BADMINTON_RALLY/BADMINTON_DIRECT_TRANSFER","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"A스킵","ex_a12de111","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"A스킵","ex_a12de111","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"B스킵","ex_a12de4d2","badmintonTransferType","LOWER_BODY_SUPPORTIVE/ANKLE_CALF_SSC_SUPPORTIVE","LOWER_BODY_SUPPORTIVE|ANKLE_CALF_SSC_SUPPORTIVE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"B스킵","ex_a12de4d2","badmintonPhysicalQualities","ACCELERATION/ANKLE_STIFFNESS/CALF_ELASTICITY/HIP_CONTROL","ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"가벼운 콕줍기","ex_216351a1","badmintonTransferType","FOOTWORK_DIRECT/LUNGE_REACH_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"가벼운 콕줍기","ex_216351a1","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/FRONT_COURT_LUNGE/LATERAL_LUNGE/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"가벼운 콕줍기","ex_216351a1","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/SINGLE_LEG_STABILITY/HIP_CONTROL","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"가벼운 콕줍기","ex_216351a1","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"가벼운 콕줍기","ex_216351a1","sportContextTags","BADMINTON_LUNGE_REACH/BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"노르딕 햄스트링 컬","ex_1cf51b6b","secondaryStressTags","HAMSTRING_LOAD/REPEATED_PATTERN_LOAD","HAMSTRING_LOAD|REPEATED_PATTERN_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"노르딕 햄스트링 컬","ex_1cf51b6b","ligamentJointStabilityStressTags","KNEE_ROTATIONAL_STABILITY_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","KNEE_ROTATIONAL_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"드롭 점프","ex_d6726746","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/CALF_ANKLE_SSC_LOAD/LANDING_LOAD/DECELERATION_LOAD","QUAD_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|LANDING_LOAD|DECELERATION_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"드롭 점프","ex_d6726746","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"드롭 점프","ex_d6726746","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"라인 홉","ex_a3ddd8ac","secondaryStressTags","CALF_ANKLE_SSC_LOAD/REPEATED_PATTERN_LOAD/LANDING_LOAD","CALF_ANKLE_SSC_LOAD|REPEATED_PATTERN_LOAD|LANDING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"라인 홉","ex_a3ddd8ac","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"라인 홉","ex_a3ddd8ac","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/ANKLE_EVERSION_CONTROL_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_EVERSION_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"래터럴 바운드","ex_34e7d21","secondaryStressTags","FRONTAL_PLANE_LOAD/DECELERATION_LOAD/LANDING_LOAD/SINGLE_LEG_STABILITY_LOAD/CALF_ANKLE_SSC_LOAD","FRONTAL_PLANE_LOAD|DECELERATION_LOAD|LANDING_LOAD|SINGLE_LEG_STABILITY_LOAD|CALF_ANKLE_SSC_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"래터럴 바운드","ex_34e7d21","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"래터럴 바운드","ex_34e7d21","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/KNEE_VALGUS_CONTROL_STRESS/KNEE_ROTATIONAL_STABILITY_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 방향전환 드릴","ex_64422511","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 방향전환 드릴","ex_64422511","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 방향전환 드릴","ex_64422511","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 방향전환 드릴","ex_64422511","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 방향전환 드릴","ex_64422511","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 비프 풋워크","ex_c5f4c242","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 비프 풋워크","ex_c5f4c242","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 비프 풋워크","ex_c5f4c242","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 비프 풋워크","ex_c5f4c242","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 비프 풋워크","ex_c5f4c242","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 풋워크","ex_1c7f2342","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 풋워크","ex_1c7f2342","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 풋워크","ex_1c7f2342","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 풋워크","ex_1c7f2342","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"랜덤 풋워크","ex_1c7f2342","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 트랙 스프린트","ex_4773b6ea","secondaryStressTags","ACCELERATION_LOAD/HAMSTRING_LOAD/GLUTE_LOAD/CALF_ANKLE_SSC_LOAD/NEURAL_LOAD","ACCELERATION_LOAD|HAMSTRING_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|NEURAL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 트랙 스프린트","ex_4773b6ea","tendonStressTags","ACHILLES_TENDON_STRESS/HAMSTRING_TENDON_STRESS","ACHILLES_TENDON_STRESS|HAMSTRING_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 트랙 스프린트","ex_4773b6ea","ligamentJointStabilityStressTags","ANKLE_INVERSION_LIGAMENT_STRESS/HIP_ROTATIONAL_CONTROL_STRESS","ANKLE_INVERSION_LIGAMENT_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/REACTION_DECISION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|REACTION_DECISION_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","badmintonSkillTargets","SPLIT_STEP/FIRST_STEP/CHANGE_OF_DIRECTION/DEFENSIVE_COVERAGE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","sportContextTags","BADMINTON_FOOTWORK/BADMINTON_DIRECT_TRANSFER","BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"멀티셔틀 풋워크","ex_752b45ae","badmintonTransferType","FOOTWORK_DIRECT/CHANGE_OF_DIRECTION_DIRECT/RALLY_CONDITIONING_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|RALLY_CONDITIONING_DIRECT","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"멀티셔틀 풋워크","ex_752b45ae","badmintonSkillTargets","SPLIT_STEP/CHANGE_OF_DIRECTION/MULTI_SHUTTLE_ENDURANCE/RALLY_TOLERANCE/DEFENSIVE_COVERAGE","SPLIT_STEP|CHANGE_OF_DIRECTION|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|DEFENSIVE_COVERAGE","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"멀티셔틀 풋워크","ex_752b45ae","badmintonPhysicalQualities","REACTIVE_AGILITY/DECELERATION/ANKLE_STIFFNESS/SINGLE_LEG_STABILITY/ANAEROBIC_REPEATABILITY","REACTIVE_AGILITY|DECELERATION|ANKLE_STIFFNESS|SINGLE_LEG_STABILITY|ANAEROBIC_REPEATABILITY","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"멀티셔틀 풋워크","ex_752b45ae","cognitiveStressTags","REACTION_LOAD/DECISION_MAKING_LOAD/VISUAL_TRACKING_LOAD","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"멀티셔틀 풋워크","ex_752b45ae","sportContextTags","BADMINTON_MULTI_SHUTTLE/BADMINTON_RALLY/BADMINTON_DIRECT_TRANSFER","BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|BADMINTON_DIRECT_TRANSFER","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"메디신볼 슬램","ex_26ac0c19","secondaryStressTags","CORE_BRACING_LOAD/ANTERIOR_SHOULDER_LOAD/TRICEPS_LOAD/NEURAL_LOAD","CORE_BRACING_LOAD|ANTERIOR_SHOULDER_LOAD|TRICEPS_LOAD|NEURAL_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"메디신볼 슬램","ex_26ac0c19","ligamentJointStabilityStressTags","SHOULDER_JOINT_STABILITY_STRESS/LUMBOPELVIC_CONTROL_STRESS","SHOULDER_JOINT_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"바이퍼 트위스트(아래로)","ex_8354acd","secondaryStressTags","CORE_BRACING_LOAD/CORE_ANTI_ROTATION_LOAD/STABILITY_COORDINATION_LOAD","CORE_BRACING_LOAD|CORE_ANTI_ROTATION_LOAD|STABILITY_COORDINATION_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"박스 점프","ex_d9e141e4","secondaryStressTags","QUAD_LOAD/GLUTE_LOAD/CALF_ANKLE_SSC_LOAD/LANDING_LOAD/DECELERATION_LOAD","QUAD_LOAD|GLUTE_LOAD|CALF_ANKLE_SSC_LOAD|LANDING_LOAD|DECELERATION_LOAD","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
"박스 점프","ex_d9e141e4","tendonStressTags","ACHILLES_TENDON_STRESS/PATELLAR_TENDON_STRESS","ACHILLES_TENDON_STRESS|PATELLAR_TENDON_STRESS","DELIMITER_NORMALIZATION","Replaced slash delimiters with pipe delimiters, trimmed tokens, and removed duplicates."
