"exerciseName","stableKey","currentCategoryType","currentMovementPattern","currentMovementCategory","currentForceType","currentActivityKind","currentPlanningEligibility","proposedMovementFamily","proposedMovementSubtype","proposedDetailedMuscleTags","proposedMuscleContribution","proposedProgramSlot","proposedRedundancyGroup","proposedProgressMetricType","proposedFatigueProfile","proposedBadmintonTransferDirect","proposedBadmintonTransferSupportive","proposedAnalysisEligibility","proposedEvidenceSourceGroup","proposedEvidenceLevel","metadataConfidenceCandidate","sourceReviewRequired","rowManualReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","safeForTemplateDefault","safeForSeedMutation","proposalStatus","proposalReason","recommendedNextAction","notes"
"바이퍼 트위스트(아래로)","ex_8354acd","category=기능성운동; movement_category=POWER; force_type=ROTATION; movement_pattern=ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER","ROTATIONAL_POWER|TRUNK_ROTATION|CORE_POWER","POWER","ROTATION","EXERCISE","NOT_PRESENT_IN_SEED","POWER_CORE_SHOULDER_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","POWER_CORE_SHOULDER_REVIEW","POWER_CORE_SHOULDER_REVIEW","QUALITY_BASED","ROTATION_POWER,OVERHEAD_REPETITION_REVIEW","NONE","ROTATION_POWER_SUPPORT,OVERHEAD_POWER_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"박스 스텝업","ex_6232f4bc","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","STEP_UP_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|GASTROCNEMIUS|SOLEUS|HIP_ADDUCTORS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.08,""GLUTE_MAX"":0.3,""HAMSTRINGS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.1,""DEEP_CORE"":0.05,""OBLIQUES"":0.04}","UNILATERAL_LOWER_ACCESSORY","STEP_UP_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, moderate unilateral stability","NONE by default","HIP_STABILITY_SUPPORT, KNEE_CONTROL, LOWER_STRENGTH_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064"
"박스 점프","ex_d9e141e4","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT","PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|RECTUS_FEMORIS|TIBIALIS_ANTERIOR|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.18,""QUADRICEPS"":0.22,""RECTUS_FEMORIS"":0.08,""GASTROCNEMIUS"":0.14,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""GLUTE_MED_MIN"":0.07,""HIP_ADDUCTORS"":0.05,""TIBIALIS_ANTERIOR"":0.04,""DEEP_CORE"":0.04}","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","QUALITY_BASED","ELASTIC_SSC, NEURAL_SPEED, DECELERATION for landings","JUMP_LANDING if court-specific","LOWER_POWER, LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","governing_body_resource","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_TRAINING_EFFECTS_PMC12239426"
"발목/고관절 가동성","ex_149730de","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT|ANKLE_HIP_MOBILITY","MOBILITY|RECOVERY_SUPPORT|ANKLE_HIP_MOBILITY","MOBILITY","MOBILITY","EXERCISE","NOT_PRESENT_IN_SEED","MOBILITY_WARMUP_RECOVERY_EXERCISES","NEEDS_SUBTYPE_REVIEW","","NONE","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","QUALITY_BASED","LOW_FATIGUE_REHAB, MINIMAL recovery decay","NONE","SHOULDER_DURABILITY, HIP_MOBILITY, ANKLE_MOBILITY if relevant","RECOVERY_ONLY, BALANCE","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","anatomy_textbook","NEEDS_REVIEW","YES","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064"
"버피","ex_3f184ef9","category=기능성운동; movement_category=CONDITIONING; force_type=MIXED; movement_pattern=FULL_BODY_CONDITIONING|CARDIO|PLYOMETRIC_SUPPORT","FULL_BODY_CONDITIONING|CARDIO|PLYOMETRIC_SUPPORT","CONDITIONING","MIXED","EXERCISE","NOT_PRESENT_IN_SEED","BODYWEIGHT_CONDITIONING_POWER_REVIEW","BURPEE","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"불가리안 스플릿 스쿼트","ex_e2efd0fe","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","BULGARIAN_SPLIT_SQUAT","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
"사이드 스텝 후 정지","ex_9b132c23","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_DECELERATION_STOP","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.18,""GLUTE_MED_MIN"":0.14,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.08,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","DECELERATION_LANDING","LATERAL_DECELERATION_SSC","QUALITY_BASED","DECELERATION, ELASTIC_SSC, NEURAL_SPEED, LOCAL_MUSCLE","DECELERATION, JUMP_LANDING, LATERAL_MOVE","ANKLE_SSC_SUPPORT, KNEE_CONTROL","FATIGUE, BADMINTON_TRANSFER, BALANCE","B_NSCA_DECELERATION_RESOURCE|E_BADMINTON_LUNGE_PMC7648456","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"사이드 플랭크","ex_f6d43398","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL","CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL","SUPPORT","CORE","EXERCISE","NOT_PRESENT_IN_SEED","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","DEEP_CORE|OBLIQUES|RECTUS_ABDOMINIS|GLUTE_MAX|GLUTE_MED_MIN|SERRATUS_ANTERIOR|ERECTOR_SPINAE|ROTATOR_CUFF_EXTERNAL|HIP_ADDUCTORS","{""DEEP_CORE"":0.3,""OBLIQUES"":0.25,""RECTUS_ABDOMINIS"":0.15,""GLUTE_MED_MIN"":0.08,""GLUTE_MAX"":0.07,""SERRATUS_ANTERIOR"":0.05,""ERECTOR_SPINAE"":0.05,""HIP_ADDUCTORS"":0.05}","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","QUALITY_BASED","ANTI_ROTATION, LOCAL_MUSCLE, LOW systemic","NONE","ANTI_ROTATION_STABILITY, TRUNK_CONTROL_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"셔틀런","ex_a4040be3","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"스캡 푸시업","ex_c4535de3","category=기능성운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","SERRATUS_SCAPULAR_PROTRACTION_CONTROL_REVIEW","SCAPULAR_PUSH_UP","SERRATUS_ANTERIOR|TRAPEZIUS_LOWER|TRAPEZIUS_MIDDLE|DEEP_CORE|ROTATOR_CUFF_EXTERNAL","REVIEW","SHOULDER_CARE_REVIEW","SCAPULAR_PROTRACTION_CONTROL","QUALITY_BASED","LOW_FATIGUE_REHAB,LOCAL_MUSCLE,SCAPULAR_CONTROL","NONE","SHOULDER_DURABILITY,OVERHEAD_CONTROL","RECOVERY_ONLY,BALANCE,BADMINTON_TRANSFER","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390","anatomy_textbook","NEEDS_REVIEW","NO","YES","YES","NO","NO","NO","NO","NO","NO","NEEDS_ROW_REVIEW","Scapular push-up is removed from bench press and requires a dedicated serratus template.","DEFINE_SCAPULAR_PROTRACTION_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"스케이터 스쿼트","ex_ee378da7","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","SQUAT_VARIANTS","SKATER_SQUAT","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|HIP_ADDUCTORS","{""QUADRICEPS"":0.3,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.08,""ERECTOR_SPINAE"":0.1,""DEEP_CORE"":0.07,""GLUTE_MED_MIN"":0.05,""HIP_ADDUCTORS"":0.05}","UNILATERAL_LOWER_ACCESSORY","SINGLE_LEG_SQUAT_STABILITY","VOLUME_LOAD","LOCAL_MUSCLE,KNEE_CONTROL,HIP_STABILITY,LOW_TO_MODERATE_SYSTEMIC","NONE","LOWER_STRENGTH_SUPPORT, KNEE_CONTROL, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","governing_body_resource","NEEDS_REVIEW","NO","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Accessory squat variant must not inherit heavy barbell slot or redundancy.","CONFIRM_ACCESSORY_SQUAT_SLOT","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"스킵 바운드","ex_c4ea0a2a","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HORIZONTAL_POWER|PLYOMETRIC_SSC","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HORIZONTAL_POWER|PLYOMETRIC_SSC","RUNNING_DRILL","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","YES","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"스트라이드","ex_c5c2fdef","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|ACCELERATION_SUPPORT|RUNNING_RHYTHM","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|ACCELERATION_SUPPORT|RUNNING_RHYTHM","RUNNING_DRILL","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"스트레칭","ex_dd16e07a","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT","MOBILITY|RECOVERY_SUPPORT","MOBILITY","MOBILITY","EXERCISE","NOT_PRESENT_IN_SEED","MOBILITY_WARMUP_RECOVERY_EXERCISES","NEEDS_SUBTYPE_REVIEW","","NONE","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","QUALITY_BASED","LOW_FATIGUE_REHAB, MINIMAL recovery decay","NONE","SHOULDER_DURABILITY, HIP_MOBILITY, ANKLE_MOBILITY if relevant","RECOVERY_ONLY, BALANCE","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","anatomy_textbook","NEEDS_REVIEW","YES","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064"
"스플릿 스텝","ex_c6d9efef","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT","SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","YES","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"스플릿 스텝 리액션","ex_8e69fc74","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT|CHANGE_OF_DIRECTION_DIRECT","SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT|CHANGE_OF_DIRECTION_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
