exerciseStableKey,exerciseName,sourceStableKey,movementJointComplexCodes,tissueJointComplexCodes,mappedLoadUnitCount,sourceProfileState,sourceProfileSha256,reconciliationAction,reviewFlags,status
ex_64422511,랜덤 방향전환 드릴,ex_64422511,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,a9348d9f2c70bf2702553be6ec885548d5d40e21f1767aeee17d337fa077e1cc,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_644e0f9d,V업,ex_644e0f9d,jc_hip|jc_lumbar_spine|jc_thoracic_spine_ribcage,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_pelvic_ring_sacroiliac|jc_hip,10,REVIEWED_PROFILE_PRESENT,c22792ede0dd8cf24c66789db9fddf8c4a9b89fb78334a38a40d61553c60c163,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac,REVIEW_REQUIRED
ex_6463edad,딥스,ex_6463edad,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_wrist_carpal|jc_elbow_flexion_extension,4,REVIEWED_PROFILE_PRESENT,d32ee80863ccf63936ef2017e5c76c3f84cc547a5083d549c54979f052e408dc,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_shoulder_glenohumeral|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_64644b5e,런지,ex_64644b5e,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,13,REVIEWED_PROFILE_PRESENT,d8f240d26e8067d8568908574d5cd580fff3c48e5de862df3e276b442aa3ee8d,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_64661229,월싯,ex_64661229,,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,11,REVIEWED_PROFILE_PRESENT,3d9ee4f3afa2796a39b67fa4cffa4f085dbcc07e49f69f9dbccae403d9afbd5d,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_6466fe77,친업,ex_6466fe77,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,21,REVIEWED_PROFILE_PRESENT,0b7d0823967dcf28cb370a59c13e2bdfdbe1a45e4633f674b797875a8be015ef,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_681d9ed2,러닝,ex_681d9ed2,,jc_lumbar_spine|jc_knee_patellofemoral|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_pelvic_ring_sacroiliac|jc_knee_tibiofemoral|jc_hip|jc_foot_mid_forefoot,27,REVIEWED_PROFILE_PRESENT,f90202e26eca70d8c3baf7766625603609697ab02fb793d99a31cec00e034bff,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_foot_mid_forefoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_681eed4a,수영,ex_681eed4a,,jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_hip|jc_cervical_spine|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,18,REVIEWED_PROFILE_PRESENT,12211c16fe29baa15b7bbf2aa51202de4faebde01004b2d2021c3b7ab0936a5c,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_cervical_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_glenohumeral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_shoulder_scapuloclavicular,REVIEW_REQUIRED
ex_69a56484,래터럴 스텝다운,ex_69a56484,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,13,REVIEWED_PROFILE_PRESENT,f9b76f6c7dee982555513bd402e85417c993103844103fb5709ce491e2904e6d,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_6a966452,체스트 서포티드 원암 덤벨 로우,ex_6a966452,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,889b64023a805f2782f20149c400e18e138a40fe11a08f6371119d43454945d6,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_704cbf1a,덤벨 스텝업,ex_704cbf1a,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,13,REVIEWED_PROFILE_PRESENT,3f47c85ee74b375d9866d17419b2b9888b309cf6a947d1323b917240ac801c44,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_708e64ce,덤벨 풀오버,ex_708e64ce,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,13,REVIEWED_PROFILE_PRESENT,7d28a4db0fb4c3bc27bb49646f44867216926e9d7f46e4c961c23976e9ca1e8f,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_70f19bf,리닝 래터럴 레이즈,ex_70f19bf,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,9,REVIEWED_PROFILE_PRESENT,f1bb1b353acd58ec4859eb002a4e7e104ba8a01c4a8bed5aa62ef4c9705b80e6,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_721f7b5b,힙 쓰러스트,ex_721f7b5b,jc_hip,jc_lumbar_spine|jc_hip,6,REVIEWED_PROFILE_PRESENT,938af391a464b921c83553fccb68e73723e5d5a281c7ea03845db0624ac810b4,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_728da646,힙 어브덕션,ex_728da646,jc_hip,jc_hip,5,REVIEWED_PROFILE_PRESENT,73292e3b8074ffd4423451cbb90a3233853837296145e6ddd7b547bf8ec23c60,PRESERVE_UNCHANGED,,PASS
ex_72f11dc5,덤벨 리스트 익스텐션,ex_72f11dc5,jc_wrist_carpal,jc_hand_grip|jc_wrist_carpal,5,REVIEWED_PROFILE_PRESENT,0e6857fa7041cd0c4b8e295eaeeaf75909c10558661b8931bf6cdeb7b4b44aab,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip,REVIEW_REQUIRED
ex_73b0b63f,아처 푸시업,ex_73b0b63f,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_lumbar_spine|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,17,REVIEWED_PROFILE_PRESENT,7ef442c6934b27918276e36120cd468d6b99198e2d91a90f27993a033162c85b,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_7404067c,케틀벨 스윙,ex_7404067c,jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_ankle_hindfoot|jc_hip,8,REVIEWED_PROFILE_PRESENT,867f68d33e69396d5190192ead60fb24c4681fdf28d7ab1b0da9d2bba841ace3,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_knee_tibiofemoral|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_knee_patellofemoral,REVIEW_REQUIRED
ex_74c2d13b,계단 오르기,ex_74c2d13b,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,9,REVIEWED_PROFILE_PRESENT,9696d9ad71ab87783d2bd1c0c97fcf0974657568f6c552e2ced863a8fb4fa0d3,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_752b45ae,멀티셔틀 풋워크,ex_752b45ae,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,ec210b75de930533cb94a6b724ac346fce147fdf348116ff998474b983c5a8e0,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_767e188e,아놀드 프레스,ex_767e188e,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,da9ef9afef1a8aeeff789dcd6406da03d1acb37f5985e7fc63a9cef502e781f5,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_7814843a,원암 덤벨 숄더프레스,ex_7814843a,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,23,REVIEWED_PROFILE_PRESENT,d5c23f9a29643a24112aa2e2d5d4dd73cc8085da7f65a863b25156061932ea07,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_79f3bdbe,덤벨 숄더프레스,ex_79f3bdbe,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,e967423a3832ada0331cd05409bc6199aa44ef2a440696e5909ec806073316ca,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,ex_7ce96a7a,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,13,REVIEWED_PROFILE_PRESENT,5f93ae63cee3bafc1bb1cad35c12adfd9ed4d85773625caa0b768ba1e3950346,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_7deabeba,리어델트 케이블 플라이,ex_7deabeba,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,13,REVIEWED_PROFILE_PRESENT,0d4becd42e4c8bc84a4ef5e88d13b0295d7b2621099924622af67a2137c00822,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_85b2ac56,원암 덤벨 컬,ex_85b2ac56,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,d61d59e8c4471d1ac6ecfce3ab166169217b1fbf10a54a96b6cb445570940489,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_85f12271,원레그 박스 스쿼트,ex_85f12271,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral|jc_hip,12,REVIEWED_PROFILE_PRESENT,2192d2af96eb7bcbe2f4777880e1c57cccc28172031d73b1bfd7b1b6bb7859f0,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine,REVIEW_REQUIRED
ex_86323ed6,원암 해머 컬,ex_86323ed6,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,b6d8e35b27efe9c0c46b481c504b870e9e129ed24d27d4ae18f0c77412a8f042,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_8633d8db,EZ바 컬,ex_8633d8db,jc_elbow_flexion_extension,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,11,REVIEWED_PROFILE_PRESENT,8201e3cc2ab4b6aeaf753900f6eeaaf2e81cbe538fab2a639304a41fa6c3df22,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_8824026f,원레그 레그 컬,ex_8824026f,jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,7,REVIEWED_PROFILE_PRESENT,a2e552fb658661ead9aaf1493c403fc3a1159f2d245ba5dbc2f07952c58fef79,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_8a3800f1,리버스 노르딕 컬,ex_8a3800f1,jc_knee_tibiofemoral|jc_knee_patellofemoral,jc_lumbar_spine|jc_knee_patellofemoral|jc_knee_tibiofemoral|jc_hip,8,REVIEWED_PROFILE_PRESENT,c6ade38b5117d6e97cd71397e1cdc7f2ab6ddd455b98b7babc1ba5a4f8285d26,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip,REVIEW_REQUIRED
ex_8e4bf08e,Yates Row,ex_8e4bf08e,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_forearm_radioulnar|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,22,REVIEWED_PROFILE_PRESENT,20239a02feaf8d7a7d74fce6223ce9b1df1fd85fb86430a832fbee06110908ca,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_thoracic_spine_ribcage|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_8e69fc74,스플릿 스텝 리액션,ex_8e69fc74,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,290f4ce30cc3782190afc787c1e17d1c6a56eab2ffe055e41011b955fa7743d2,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_91b749b3,플랫 덤벨 플라이,ex_91b749b3,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,14,REVIEWED_PROFILE_PRESENT,6bf009d5003fab0c7d5ff6be507925b6a914a4827450f658725996927161e8ed,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_91d8430b,30초 반복 스매시 테스트,ex_91d8430b,jc_elbow_flexion_extension|jc_forearm_radioulnar|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular|jc_thoracic_spine_ribcage,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_ankle_hindfoot|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_cervical_spine|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,32,REVIEWED_PROFILE_PRESENT,4483b4d6200c7fe85d8c47222a57b4092b540b755828e17600b19efb6857ccdf,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_cervical_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_hip|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_forearm_radioulnar,REVIEW_REQUIRED
ex_91f6958d,터키시 겟업,ex_91f6958d,jc_ankle_hindfoot|jc_hip|jc_knee_tibiofemoral|jc_knee_patellofemoral|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular|jc_thoracic_spine_ribcage,jc_hand_grip|jc_lumbar_spine|jc_thoracic_spine_ribcage|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_knee_tibiofemoral|jc_hip|jc_cervical_spine|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,23,REVIEWED_PROFILE_PRESENT,77caf3417c490d322f0d2f01544ec15515dfe4670d6d18db5295309fe1bb55b5,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_cervical_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_ankle_hindfoot|MOVEMENT_ONLY_NO_TISSUE_LOAD:jc_knee_patellofemoral,REVIEW_REQUIRED
ex_93538692,덤벨 래터럴 레이즈,ex_93538692,jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_wrist_carpal|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,9,REVIEWED_PROFILE_PRESENT,da0a1e362730b9d9723503d53039fd3ac9b517492d369bc4929f6d176f15ca70,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
ex_95028bfe,덤벨 리스트 컬,ex_95028bfe,jc_wrist_carpal,jc_hand_grip|jc_wrist_carpal|jc_forearm_radioulnar|jc_elbow_flexion_extension,10,REVIEWED_PROFILE_PRESENT,249a5f500987fd6a8c21bf6fe478cf523d1128cc4f3556259e4f91b7f3d9f7f1,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_forearm_radioulnar|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_elbow_flexion_extension,REVIEW_REQUIRED
ex_9b132c23,사이드 스텝 후 정지,ex_9b132c23,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,75e20f1d5a7e6fc6484d8386e8366deffa208d34af40fa6a3dfa344340f84df7,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_9bd6dddb,줄넘기,ex_9bd6dddb,,jc_knee_patellofemoral|jc_ankle_hindfoot|jc_knee_tibiofemoral,7,REVIEWED_PROFILE_PRESENT,1b2feb0f39f2a0c80db0b51393e83fd7d6a03e4be65844e3cb1a19011ad03fee,PRESERVE_UNCHANGED,PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_patellofemoral|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_ankle_hindfoot|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_knee_tibiofemoral,REVIEW_REQUIRED
ex_9f283612,원암 인클라인 덤벨 프레스,ex_9f283612,jc_elbow_flexion_extension|jc_shoulder_glenohumeral|jc_shoulder_scapuloclavicular,jc_hand_grip|jc_lumbar_spine|jc_wrist_carpal|jc_pelvic_ring_sacroiliac|jc_shoulder_glenohumeral|jc_elbow_flexion_extension|jc_shoulder_scapuloclavicular,19,REVIEWED_PROFILE_PRESENT,d2496a860f4a6c2b26194edc4806f42c46a44918d77e4d8bd8e7c79b0df14f3d,PRESERVE_UNCHANGED,STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_hand_grip|STABILIZING_OR_LOAD_TRANSFER_EXCEPTION:jc_pelvic_ring_sacroiliac|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_lumbar_spine|PROBABLE_MOVEMENT_ANATOMY_OMISSION:jc_wrist_carpal,REVIEW_REQUIRED
