korean,english,provenance,sourcePath
입력,input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
입력 조건을 확인하는 중입니다.,Checking input conditions.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
입력값 없음,No input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
있음,Yes,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
자각 강도 대비 수행 효율,Performance efficiency compared to perceived intensity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
자동 골자 다시 만들기,Recreate automatic outline,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 골자 만들기,Create an automatic outline,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 골자 생성 시간이 길어졌습니다. 조건을 조금 줄이고 다시 시도해 주세요.,Automatic outline creation time has been increased. Please reduce the conditions a little and try again.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 골자 생성에 실패했습니다.,Automatic outline creation failed.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 골자로 대체,Replaced with automatic outline,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 골자를 만들면 저장 전 미리보기와 수정 항목이 표시됩니다.,"When you create an automatic outline, you'll see a preview and edits before saving.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 보정 변수: ${result.automaticAdjustments.joinToString(,Automatic Adjustments Variable: ${result.automaticAdjustments.joinToString(,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
자동 패턴 탐지,Automatic pattern detection,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
자세히,in detail,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueAnalysisSection.kt
작동,functioning,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
작업: ${if (operation == DataTransferOperation.BACKUP),Operation: ${if (operation == DataTransferOperation.BACKUP),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
작은 오버레이는 선택 기능입니다. 권한이 없어도 타이머는 동작합니다.,The small overlay is an optional feature. The timer operates even without permission.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
잔존 피로,residual fatigue,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
잠시만 기다려 주세요.,please wait for a moment.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
장비,equipment,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
장시간 배드민턴,long time badminton,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
재시도하면 근력 분석 파생 결과만 지우고 보존된 운동 기록을 날짜순으로 다시 계산합니다.,Retrying only clears the strength analysis derived results and recalculates the preserved workout history by date.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
저반복/고강도,Low repetition/high intensity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
저반복/고강도(1~5회),Low reps/high intensity (1-5 reps),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
저장,save,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/HomeDailyCheckInCard.kt
적용,Apply,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/ui/FatigueSourceMultiSelect.kt
전단 부하에 대응,Responds to shear load,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
전신 근육,full body muscles,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
전신 부담,full body strain,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
전신 피로 입력,Entire body fatigue input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
전신 피로 입력 상승,Increased total body fatigue input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
전신 피로 입력이 높습니다.,Total body fatigue input is high.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
전완,forearm,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
전완/그립,Forearm/Grip,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
전이,transition,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전이 목적,transition purpose,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전이 목적 메타데이터가 있는 기록이 부족합니다.,There are not enough records with transition purpose metadata.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전이 목적 선택,Select transition purpose,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전이 종류,type of transition,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
전체,entire,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전체 RPE,Full RPE,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
전체 선택,select all,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
전체 스트레스 크기,total stress magnitude,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
전체 운동량,total training volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisLabModels.kt
절대,absoluteness,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
점수버전,Score version,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
점프/감속 드릴,Jump/Decelerate Drill,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
점프/착지,Jump/Land,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
점프와 착지 제어를 보강하는 훈련입니다.,This exercise reinforces jumping and landing control.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingMethodLabels.kt
조건에 맞는 운동 후보가 적어 일부 세션 구성이 짧을 수 있습니다.,Some session configurations may be short due to a limited number of eligible exercise candidates.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramBuilder.kt
"조건을 고른 뒤 자동 골자를 만들고, 저장 전에 세트와 중량을 조정합니다.","After choosing the conditions, create an automatic outline and adjust the sets and weights before saving.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
조절,adjustment,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
조직유형,Organization type,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
종료,end,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
종아리,calf,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/StrengthAndMuscleMetricSeriesBuilder.kt
종아리/아킬레스,Calf/Achilles,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleBucketSelection.kt
좋음,well,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
좌우 랜덤 콕줍기,Left and right random pick,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt
좌우 사용,Left and right use,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
주 스트레스,main stress,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
주간,Weekly,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
주간 canonical OFI 기반 누적 부담 지수,Weekly canonical OFI based cumulative burden index,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 가슴 운동량,weekly chest workout,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 가슴 최근 3일 운동량,Weekly Chest Exercise Amount in Last 3 Days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 가슴 최근 7일 운동량,Weekly Chest Exercise Amount in Last 7 Days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 근력운동 강도 지수,Weekly strength training intensity index,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 내전근/외전근 운동량,Weekly adductor/abductor exercise volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 내전근/외전근 최근 3일 운동량,Weekly adductor/abductor training volume in the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 내전근/외전근 최근 7일 운동량,Weekly adductor/abductor training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 대퇴사두 운동량,Weekly quadriceps exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 대퇴사두 최근 3일 운동량,Weekly quadriceps training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 대퇴사두 최근 7일 운동량,Weekly quadriceps training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 둔근 운동량,weekly glute workouts,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 둔근 최근 3일 운동량,Weekly glute training volume in the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 둔근 최근 7일 운동량,Weekly glute training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 등/광배 운동량,Weekly back/lat training volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 등/광배 최근 3일 운동량,Weekly back/lat training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 등/광배 최근 7일 운동량,Weekly back/lat training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 복근/전면코어 운동량,Weekly abs/front core exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 복근/전면코어 최근 3일 운동량,Weekly abs/front core training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 복근/전면코어 최근 7일 운동량,Weekly abs/front core training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 삼두 운동량,weekly triceps workout,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 삼두 최근 3일 운동량,Weekly triceps training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 삼두 최근 7일 운동량,Weekly triceps training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 스매시 속도 기록 횟수,Weekly Smash Speed ​​Records,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 스매시 속도 상위 3회 평균,Top 3 weekly smash speed averages,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 스매시 최고 속도,Weekly Smash Top Speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 스매시 평균 속도,Weekly Smash Average Speed,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 어깨 운동량,weekly shoulder workout,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 어깨 최근 3일 운동량,Weekly shoulder training volume in the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 어깨 최근 7일 운동량,Weekly shoulder training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 유효 근력운동 수행량,Weekly effective strength training performance,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 이두 운동량,weekly biceps workout,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 이두 최근 3일 운동량,Weekly biceps training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 이두 최근 7일 운동량,Weekly biceps training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 전신성 피로 부담,Weekly systemic fatigue burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 전완/그립 운동량,Weekly forearm/grip workouts,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 전완/그립 최근 3일 운동량,Weekly Forearm/Grip Exercise Amount in Last 3 Days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 전완/그립 최근 7일 운동량,Weekly forearm/grip training volume in last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 종아리 운동량,weekly calf exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 종아리 최근 3일 운동량,Weekly calf training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 종아리 최근 7일 운동량,Weekly calf training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 측면코어 운동량,Weekly lateral core exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 측면코어 최근 3일 운동량,Weekly lateral core training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 측면코어 최근 7일 운동량,Weekly lateral core training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 코트 훈련량,Weekly court training volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 평균 관절/건 불편감 체크인,Weekly average joint/tendon discomfort check-in,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 평균 전신 피로 체크인,Weekly Average Whole Body Fatigue Check-in,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 평균 집중력/의욕 체크인,Weekly average concentration/motivation check-in,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 평균 하체 피로 체크인,Weekly average lower body fatigue check-in,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 풋워크 및 반응 훈련량,Weekly Footwork and Reaction Training Volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
주간 항회전/회전코어 운동량,Weekly anti-rotational/rotational core training volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 항회전/회전코어 최근 3일 운동량,Weekly anti-rotation/rotation core training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 항회전/회전코어 최근 7일 운동량,Weekly anti-rotation/rotation core training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 햄스트링 운동량,Weekly Hamstring Exercises,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 햄스트링 최근 3일 운동량,Weekly hamstring training volume in the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 햄스트링 최근 7일 운동량,Weekly hamstring training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 후면사슬/척추기립근 운동량,Weekly posterior chain/erector spinae exercise volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 후면사슬/척추기립근 최근 3일 운동량,Weekly posterior chain/erector spinae training volume for the last 3 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주간 후면사슬/척추기립근 최근 7일 운동량,Weekly posterior chain/erector spinae training volume in the last 7 days,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendSentenceBuilder.kt
주당 운동일수,Number of exercise days per week,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
주동근,Joo Dong-geun,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
주별 배드민턴 전이 자극량,Weekly badminton transfer stimulation amount,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisDetailScreens.kt
주별로 표시할 배드민턴 관련 훈련 기록이 없습니다.,There are no badminton-related training records to display by state.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
주요 동작,Main action,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
"주요 리프트, 근육군, 반복수 구간 흐름을 봅니다.","View the flow of major lifts, muscle groups, and reps.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
주요 목표,main goal,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
주요 운동 프록시 추정 실험,Key motion proxy estimation experiments,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
주차와 요일 슬롯을 배치하는 중입니다.,Parking and day slots are being placed.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
주차와 요일별 운동 구성을 텍스트 요약으로 확인합니다.,Check parking and workout schedules for each day of the week with a text summary.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
중간 정도의 경향이 있습니다.,They tend to be moderate.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
중립,neutrality,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
중반복/중강도,Medium repetition/medium intensity,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
중반복/중강도(6~9회),Medium reps/moderate intensity (6-9 reps),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
중복 억제 그룹,Redundancy Suppression Group,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
중지,stop,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
지속형 수행능력 사후분포 진단,Continuous performance posterior distribution diagnosis,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
지수,jisoo,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
지표 선택,Select indicator,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
직전 추정 대비 성장률,Growth rate compared to previous estimate,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
직접 1RM,Direct 1RM,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
직접 기록이 더 쌓이면 관련 운동 신호를 kg 범위로 추정할 수 있습니다.,"As more direct recordings are made, the relevant motor signals can be estimated in the kg range.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
직접 기록이 부족해 비교 신뢰도가 낮습니다.,The lack of direct records makes comparisons unreliable.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
직접 수행 기록이 아직 없습니다.,There is no record of direct performance yet.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
직접 입력,Enter directly,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
직접 전이,direct transfer,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferModels.kt
진단 보고서 저장 실패: ${error.message ?:,Failed to save diagnostic report: ${error.message ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
진단 코드: ${summary.lifecycleDiagnosticCode ?:,Diagnostic Code: ${summary.lifecycleDiagnosticCode ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
진행 지표,progress indicators,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
질병,disease,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
집중력/의욕,Concentration/Motivation,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
집중력/의욕 입력이 낮습니다.,Concentration/motivation input is low.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
집중력/의욕 입력이 낮아 반응 드릴과 고강도 배드민턴은 강도를 낮춰 진행하는 편이 낫습니다.,Reaction drills and high-intensity badminton are better performed at lower intensity due to low concentration/motivation input.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
집중력/의욕 저하,Difficulty concentrating/motivating,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
차트 제한,chart limits,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngine.kt
참고용 · 소표본,For reference / small sample,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/ScatterRelationshipAnalyzer.kt
채널,channel,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
처리된 완료 세션이 아직 없습니다.,There are no completed sessions processed yet.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
처음부터 재시도,retry from beginning,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
처음이라면 기본 프로그램을 고른 뒤 시작일을 적용하세요.,"If this is your first time, select the default program and apply the start date.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
척추,vertebrae,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
