"stableKey","exerciseName","currentActivityKind","currentPlanningEligibility","movementFamily","movementSubtype","programSlot","redundancyGroup","progressMetricType","strengthProgressionGroup","analysisEligibility","primaryStressProfile","secondaryStressTags","tendonStressTags","ligamentJointStabilityStressTags","jointImpactStressTags","cognitiveStressTags","sportContextTags","recoveryDecayProfile","stressMagnitudeHint","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","sourceConfidenceLevel","finalSourceStatus","neuromuscularStressLevel","systemicMuscularStressLevel","localMuscularStressLevel","jointTendonImpactStressLevel","movementFocusDemandLevel","recoveryDurationClass","appCueProfile"
"ex_b59bed7d","스탠딩 레그 컬","EXERCISE","PROGRAM_SELECTABLE","HAMSTRING_CURL_VARIANTS","STANDING_LEG_CURL","HAMSTRING_ISOLATION_ACCESSORY","HAMSTRING_KNEE_FLEXION_ISOLATION","LOAD_REPS","HAMSTRING_KNEE_FLEXION_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","HAMSTRING_LOCAL_LOAD|KNEE_FLEXION_LOAD","HAMSTRING_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_bd072cd","스탠딩 카프 레이즈","EXERCISE","PROGRAM_SELECTABLE","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","STANDING_CALF_RAISE","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","CALF_ACHILLES_ANKLE_STIFFNESS","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","ISOLATION_ACCESSORY_STRESS","CALF_ANKLE_SSC_LOAD","ACHILLES_TENDON_STRESS","ANKLE_EVERSION_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_ca5cce66","스트레이트암 풀다운","EXERCISE","PROGRAM_SELECTABLE","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY","STRAIGHT_ARM_PULLDOWN","LAT_ACCESSORY","STRAIGHT_ARM_LAT_ACCESSORY","LOAD_REPS","STRAIGHT_ARM_LAT_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","LAT_LOCAL_LOAD|STRAIGHT_ARM_SHOULDER_EXTENSION_LOAD","SHOULDER_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_516f4456","스파이더 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","SPIDER_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_f2a79d37","스플릿 스쿼트","EXERCISE","PROGRAM_SELECTABLE","LUNGE_SPLIT_SQUAT_VARIANTS","SPLIT_SQUAT","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LUNGE_UNILATERAL_LOWER","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","UNILATERAL_LOWER_STABILITY_STRESS","QUAD_LOAD|GLUTE_LOAD|UNILATERAL_CONTROL_LOAD|SINGLE_LEG_STABILITY_LOAD|HIP_CONTROL_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_a76f20b6","시티드 원암 케이블 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","SEATED_ONE_ARM_CABLE_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_5c8751d2","시티드 카프 레이즈","EXERCISE","PROGRAM_SELECTABLE","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","SEATED_CALF_RAISE","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","CALF_ACHILLES_ANKLE_STIFFNESS","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","ISOLATION_ACCESSORY_STRESS","CALF_ANKLE_SSC_LOAD","ACHILLES_TENDON_STRESS","ANKLE_EVERSION_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_5715d6ca","싱글 레그 글루트 브릿지","EXERCISE","PROGRAM_SELECTABLE","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","SINGLE_LEG_GLUTE_BRIDGE","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","HIP_THRUST_GLUTE","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","HINGE_POSTERIOR_CHAIN_STRESS","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_d60745b4","싱글 레그 레그 익스텐션","EXERCISE","PROGRAM_SELECTABLE","KNEE_EXTENSION_QUAD_ISOLATION","SINGLE_LEG_LEG_EXTENSION","QUAD_ISOLATION_ACCESSORY","KNEE_EXTENSION_QUAD_ISOLATION","LOAD_REPS","KNEE_EXTENSION_QUAD_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","QUADRICEPS_LOCAL_LOAD|KNEE_EXTENSION_LOAD","PATELLAR_TENDON_STRESS|QUADRICEPS_TENDON_STRESS","KNEE_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_8824026f","싱글 레그 레그 컬","EXERCISE","PROGRAM_SELECTABLE","HAMSTRING_CURL_VARIANTS","SINGLE_LEG_LEG_CURL","HAMSTRING_ISOLATION_ACCESSORY","HAMSTRING_KNEE_FLEXION_ISOLATION","LOAD_REPS","HAMSTRING_KNEE_FLEXION_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","HAMSTRING_LOCAL_LOAD|KNEE_FLEXION_LOAD","HAMSTRING_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_5ca7133f","싱글 레그 카프 레이즈","EXERCISE","PROGRAM_SELECTABLE","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","SINGLE_LEG_CALF_RAISE","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","CALF_ACHILLES_ANKLE_STIFFNESS","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","ISOLATION_ACCESSORY_STRESS","CALF_ANKLE_SSC_LOAD","ACHILLES_TENDON_STRESS","ANKLE_EVERSION_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_d634055c","싱글 레그 힙 쓰러스트","EXERCISE","PROGRAM_SELECTABLE","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","SINGLE_LEG_HIP_THRUST","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","HIP_THRUST_GLUTE","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","HINGE_POSTERIOR_CHAIN_STRESS","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_767e188e","아놀드 프레스","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_PRESS_VARIANTS","ARNOLD_PRESS","OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY","OVERHEAD_PRESS_SHOULDER_DOMINANT","LOAD_REPS","OVERHEAD_PRESS_SHOULDER_DOMINANT","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_73b0b63f","아처 푸시업","EXERCISE","PROGRAM_SELECTABLE","PUSH_UP_VARIANTS","ARCHER_PUSH_UP","UPPER_PUSH_ACCESSORY","BODYWEIGHT_HORIZONTAL_PUSH","REPS_AT_LOAD","BODYWEIGHT_HORIZONTAL_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","BODYWEIGHT_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|SHOULDER_CONTROL_LOAD|CORE_BRACING_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","MODERATE","SHORT","NONE"
"ex_a9e8859c","오버헤드 트라이셉스 익스텐션","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_TRICEPS_LONG_HEAD","OVERHEAD_TRICEPS_EXTENSION","TRICEPS_ACCESSORY","OVERHEAD_TRICEPS_LONG_HEAD","VOLUME_LOAD","OVERHEAD_TRICEPS_LONG_HEAD","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","TRICEPS_LOAD|ANTERIOR_SHOULDER_LOAD","TRICEPS_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","MEDIUM","NONE"
"ex_32219f7a","오버헤드 프레스","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_PRESS_VARIANTS","BARBELL_OVERHEAD_PRESS","OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY","OVERHEAD_PRESS_SHOULDER_DOMINANT","LOAD_REPS","OVERHEAD_PRESS_SHOULDER_DOMINANT","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_e3715c0b","워킹 런지","EXERCISE","PROGRAM_SELECTABLE","LUNGE_SPLIT_SQUAT_VARIANTS","WALKING_LUNGE","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LUNGE_UNILATERAL_LOWER","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","LUNGE_DECELERATION_STRESS","QUAD_LOAD|GLUTE_LOAD|DECELERATION_LOAD|LUNGE_REACH_LOAD|SINGLE_LEG_STABILITY_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","DIRECTION_CHANGE_IMPACT_STRESS","NONE","NONE","LONG","HIGH","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","LONG","NONE"
"ex_a091b9fe","원레그 레그 프레스","EXERCISE","PROGRAM_SELECTABLE","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","SINGLE_LEG_LEG_PRESS","MACHINE_LOWER_BODY_STRENGTH","MACHINE_KNEE_DOMINANT_PRESS","MACHINE_LOAD_REPS","MACHINE_KNEE_DOMINANT_PRESS","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","MACHINE_LOWER_BODY_STRESS","QUADRICEPS_LOAD|GLUTE_LOAD","PATELLAR_TENDON_STRESS","KNEE_HIP_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","LOW","MEDIUM","NONE"
"ex_f1d31d3d","원레그 핵 스쿼트","EXERCISE","PROGRAM_SELECTABLE","SQUAT_VARIANTS","SINGLE_LEG_HACK_SQUAT","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","VOLUME_LOAD","SQUAT_PATTERN_HEAVY_LOWER","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","MACHINE_LOWER_BODY_STRESS","QUAD_LOAD|GLUTE_LOAD|MACHINE_GUIDED_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","LONG","HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","LOW","LONG","NONE"
"ex_e0b1e364","원암 덤벨 RDL","EXERCISE","PROGRAM_SELECTABLE","DEADLIFT_HINGE_VARIANTS","ONE_ARM_DUMBBELL_RDL","UNILATERAL_HINGE_ACCESSORY","SINGLE_LEG_HINGE_STABILITY","VOLUME_LOAD","SINGLE_LEG_HINGE_STABILITY","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE","UNILATERAL_LOWER_STABILITY_STRESS","HAMSTRING_LOAD|GLUTE_LOAD|HIP_STABILITY_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_30a0e9aa","원암 덤벨 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_389e0556","원암 덤벨 벤치프레스","EXERCISE","PROGRAM_SELECTABLE","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","ONE_ARM_DUMBBELL_BENCH_PRESS","UNILATERAL_UPPER_PUSH","UNILATERAL_HORIZONTAL_PUSH","VOLUME_LOAD","UNILATERAL_HORIZONTAL_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|ANTERIOR_DELTOID_LOAD|ANTI_ROTATION_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_7814843a","원암 덤벨 숄더프레스","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_PRESS_VARIANTS","ONE_ARM_OVERHEAD_PRESS","OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY","OVERHEAD_PRESS_SHOULDER_DOMINANT","LOAD_REPS","OVERHEAD_PRESS_SHOULDER_DOMINANT","STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_fdbdf454","원암 덤벨 오버헤드 트라이셉스 익스텐션","EXERCISE","PROGRAM_SELECTABLE","OVERHEAD_TRICEPS_LONG_HEAD","ONE_ARM_OVERHEAD_TRICEPS_EXTENSION","TRICEPS_ACCESSORY","OVERHEAD_TRICEPS_LONG_HEAD","VOLUME_LOAD","OVERHEAD_TRICEPS_LONG_HEAD","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","TRICEPS_LOAD|ANTERIOR_SHOULDER_LOAD","TRICEPS_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","MEDIUM","NONE"
"ex_85b2ac56","원암 덤벨 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","ONE_ARM_DUMBBELL_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_32eb8457","원암 랫풀다운","EXERCISE","PROGRAM_SELECTABLE","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","ONE_ARM_LAT_PULLDOWN","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","VOLUME_LOAD","VERTICAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","VERTICAL_PULL_STRESS","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|MACHINE_GUIDED_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_e3487166","원암 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_ROW_GENERIC","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
